,YearSchluessel,Year,Stadt-/Landkreis,Anteil Schulabgänger mit allgem. Hochschulreife in %,Anteil Schulabgänger ohne Hauptschulabschluss in %,LAND_NAME,LAND_ABK
3241001,201303241001,2013,Landeshauptstadt Hannover,44.6,5.6000000000000005,Niedersachsen,NI
3241001,201703241001,2017,Landeshauptstadt Hannover,44.300000000000004,6.2,Niedersachsen,NI
10041100,200910041100,2009,Landeshauptstadt Saarbrücken,53.5,6.6000000000000005,Saarland,SL
10041100,201310041100,2013,Landeshauptstadt Saarbrücken,43.1,5.9,Saarland,SL
10041100,201710041100,2017,Landeshauptstadt Saarbrücken,44.400000000000006,5.0,Saarland,SL
11001001,200911001001,2009,Berlin-Mitte,,,Berlin,BE
11001001,201311001001,2013,Berlin-Mitte,,,Berlin,BE
11001001,201711001001,2017,Berlin-Mitte,,,Berlin,BE
11002002,200911002002,2009,Berlin-Friedrichshain-Kreuzberg,,,Berlin,BE
11002002,201311002002,2013,Berlin-Friedrichshain-Kreuzberg,,,Berlin,BE
11002002,201711002002,2017,Berlin-Friedrichshain-Kreuzberg,,,Berlin,BE
11003003,200911003003,2009,Berlin-Pankow,,,Berlin,BE
11003003,201311003003,2013,Berlin-Pankow,,,Berlin,BE
11003003,201711003003,2017,Berlin-Pankow,,,Berlin,BE
11004004,200911004004,2009,Berlin-Charlottenburg-Wilmersdorf,,,Berlin,BE
11004004,201311004004,2013,Berlin-Charlottenburg-Wilmersdorf,,,Berlin,BE
11004004,201711004004,2017,Berlin-Charlottenburg-Wilmersdorf,,,Berlin,BE
11005005,200911005005,2009,Berlin-Spandau,,,Berlin,BE
11005005,201311005005,2013,Berlin-Spandau,,,Berlin,BE
11005005,201711005005,2017,Berlin-Spandau,,,Berlin,BE
11006006,200911006006,2009,Berlin-Steglitz-Zehlendorf,,,Berlin,BE
11006006,201311006006,2013,Berlin-Steglitz-Zehlendorf,,,Berlin,BE
11006006,201711006006,2017,Berlin-Steglitz-Zehlendorf,,,Berlin,BE
11007007,200911007007,2009,Berlin-Tempelhof-Schöneberg,,,Berlin,BE
11007007,201311007007,2013,Berlin-Tempelhof-Schöneberg,,,Berlin,BE
11007007,201711007007,2017,Berlin-Tempelhof-Schöneberg,,,Berlin,BE
11008008,200911008008,2009,Berlin-Neukölln,,,Berlin,BE
11008008,201311008008,2013,Berlin-Neukölln,,,Berlin,BE
11008008,201711008008,2017,Berlin-Neukölln,,,Berlin,BE
11009009,200911009009,2009,Berlin-Treptow-Köpenick,,,Berlin,BE
11009009,201311009009,2013,Berlin-Treptow-Köpenick,,,Berlin,BE
11009009,201711009009,2017,Berlin-Treptow-Köpenick,,,Berlin,BE
11010010,200911010010,2009,Berlin-Marzahn-Hellersdorf,,,Berlin,BE
11010010,201311010010,2013,Berlin-Marzahn-Hellersdorf,,,Berlin,BE
11010010,201711010010,2017,Berlin-Marzahn-Hellersdorf,,,Berlin,BE
11011011,200911011011,2009,Berlin-Lichtenberg,,,Berlin,BE
11011011,201311011011,2013,Berlin-Lichtenberg,,,Berlin,BE
11011011,201711011011,2017,Berlin-Lichtenberg,,,Berlin,BE
11012012,200911012012,2009,Berlin-Reinickendorf,,,Berlin,BE
11012012,201311012012,2013,Berlin-Reinickendorf,,,Berlin,BE
11012012,201711012012,2017,Berlin-Reinickendorf,,,Berlin,BE
