,YearSchluessel,Year,Stadt-/Landkreis,Bevölkerung 0 bis 17 Jahre in %,Bevölkerung 18 bis 24 Jahre in %,Bevölkerung 25 bis 44 Jahre in %,Bevölkerung 45 bis 64 Jahre in %,Bevölkerung 65 Jahre und älter in %,LAND_NAME,LAND_ABK
3354,199503354,1995,Landkreis Lüchow-Dannenberg,19.5,7.6000000000000005,27.6,25.200000000000003,20.1,Niedersachsen,NI
3354,200003354,2000,Landkreis Lüchow-Dannenberg,19.3,7.0,26.3,26.5,20.900000000000002,Niedersachsen,NI
3354,200503354,2005,Landkreis Lüchow-Dannenberg,18.400000000000002,7.0,23.8,26.900000000000002,23.900000000000002,Niedersachsen,NI
3354,200903354,2009,Landkreis Lüchow-Dannenberg,16.7,7.0,22.1,28.3,25.900000000000002,Niedersachsen,NI
3354,201303354,2013,Landkreis Lüchow-Dannenberg,15.4,6.5,19.700000000000003,31.900000000000002,26.400000000000002,Niedersachsen,NI
3354,201703354,2017,Landkreis Lüchow-Dannenberg,15.3,6.2,19.0,31.900000000000002,27.6,Niedersachsen,NI
3355,199503355,1995,Landkreis Lüneburg,18.900000000000002,8.200000000000001,32.9,24.1,15.9,Niedersachsen,NI
3355,200003355,2000,Landkreis Lüneburg,19.5,7.7,32.300000000000004,24.700000000000003,15.8,Niedersachsen,NI
3355,200503355,2005,Landkreis Lüneburg,19.0,8.200000000000001,30.900000000000002,24.5,17.5,Niedersachsen,NI
3355,200903355,2009,Landkreis Lüneburg,18.2,8.0,28.1,26.900000000000002,18.7,Niedersachsen,NI
3355,201303355,2013,Landkreis Lüneburg,17.7,8.200000000000001,25.1,29.900000000000002,19.1,Niedersachsen,NI
3355,201703355,2017,Landkreis Lüneburg,17.400000000000002,8.6,24.1,30.200000000000003,19.8,Niedersachsen,NI
3356,199503356,1995,Landkreis Osterholz,19.8,7.2,31.6,27.3,14.100000000000001,Niedersachsen,NI
3356,200003356,2000,Landkreis Osterholz,20.1,6.5,30.3,27.8,15.3,Niedersachsen,NI
3356,200503356,2005,Landkreis Osterholz,19.6,6.6000000000000005,27.6,27.6,18.7,Niedersachsen,NI
3356,200903356,2009,Landkreis Osterholz,18.2,7.0,24.5,29.5,20.900000000000002,Niedersachsen,NI
3356,201303356,2013,Landkreis Osterholz,17.1,6.800000000000001,21.5,32.5,22.1,Niedersachsen,NI
3356,201703356,2017,Landkreis Osterholz,16.7,7.0,20.700000000000003,32.4,23.200000000000003,Niedersachsen,NI
3357,199503357,1995,Landkreis Rotenburg (Wümme),21.1,8.4,31.6,23.8,15.100000000000001,Niedersachsen,NI
3357,200003357,2000,Landkreis Rotenburg (Wümme),22.0,7.5,30.700000000000003,24.5,15.4,Niedersachsen,NI
3357,200503357,2005,Landkreis Rotenburg (Wümme),21.3,7.6000000000000005,28.3,24.900000000000002,17.8,Niedersachsen,NI
3357,200903357,2009,Landkreis Rotenburg (Wümme),19.700000000000003,8.3,25.5,27.3,19.200000000000003,Niedersachsen,NI
3357,201303357,2013,Landkreis Rotenburg (Wümme),18.1,7.9,23.1,31.0,19.8,Niedersachsen,NI
3357,201703357,2017,Landkreis Rotenburg (Wümme),17.2,8.0,22.400000000000002,31.400000000000002,20.900000000000002,Niedersachsen,NI
3358,199503358,1995,Landkreis Heidekreis,20.3,8.200000000000001,30.6,24.400000000000002,16.5,Niedersachsen,NI
3358,200003358,2000,Landkreis Heidekreis,20.6,7.7,29.8,24.8,17.2,Niedersachsen,NI
3358,200503358,2005,Landkreis Heidekreis,19.8,7.9,27.700000000000003,24.900000000000002,19.6,Niedersachsen,NI
3358,200903358,2009,Landkreis Heidekreis,18.400000000000002,8.200000000000001,24.900000000000002,27.200000000000003,21.3,Niedersachsen,NI
3358,201303358,2013,Landkreis Heidekreis,17.3,7.7,22.400000000000002,30.8,21.8,Niedersachsen,NI
3358,201703358,2017,Landkreis Heidekreis,16.8,7.7,22.200000000000003,30.900000000000002,22.3,Niedersachsen,NI
3359,199503359,1995,Landkreis Stade,20.8,8.0,31.700000000000003,25.5,14.0,Niedersachsen,NI
3359,200003359,2000,Landkreis Stade,21.200000000000003,7.4,30.3,26.3,14.700000000000001,Niedersachsen,NI
3359,200503359,2005,Landkreis Stade,20.5,7.4,28.3,26.200000000000003,17.7,Niedersachsen,NI
3359,200903359,2009,Landkreis Stade,19.1,7.800000000000001,25.900000000000002,27.8,19.400000000000002,Niedersachsen,NI
3359,201303359,2013,Landkreis Stade,17.8,7.7,23.8,30.400000000000002,20.200000000000003,Niedersachsen,NI
3359,201703359,2017,Landkreis Stade,17.6,7.7,23.3,30.200000000000003,21.200000000000003,Niedersachsen,NI
3360,199503360,1995,Landkreis Uelzen,18.400000000000002,8.200000000000001,29.1,25.0,19.400000000000002,Niedersachsen,NI
3360,200003360,2000,Landkreis Uelzen,18.900000000000002,7.0,28.3,25.700000000000003,20.1,Niedersachsen,NI
3360,200503360,2005,Landkreis Uelzen,18.400000000000002,6.9,26.3,25.5,22.900000000000002,Niedersachsen,NI
3360,200903360,2009,Landkreis Uelzen,17.2,7.2,23.8,27.5,24.3,Niedersachsen,NI
3360,201303360,2013,Landkreis Uelzen,15.9,7.2,21.1,31.5,24.200000000000003,Niedersachsen,NI
3360,201703360,2017,Landkreis Uelzen,15.4,7.300000000000001,20.5,31.900000000000002,25.0,Niedersachsen,NI
3361,199503361,1995,Landkreis Verden,20.8,7.7,31.700000000000003,25.700000000000003,14.200000000000001,Niedersachsen,NI
3361,200003361,2000,Landkreis Verden,21.0,7.1000000000000005,30.1,26.8,15.0,Niedersachsen,NI
3361,200503361,2005,Landkreis Verden,20.200000000000003,7.300000000000001,27.5,27.1,17.900000000000002,Niedersachsen,NI
3361,200903361,2009,Landkreis Verden,18.7,7.7,24.8,28.900000000000002,19.900000000000002,Niedersachsen,NI
3361,201303361,2013,Landkreis Verden,17.900000000000002,7.300000000000001,22.5,31.5,20.900000000000002,Niedersachsen,NI
3361,201703361,2017,Landkreis Verden,17.6,7.5,22.0,31.0,22.0,Niedersachsen,NI
3401,199503401,1995,Delmenhorst,19.0,8.3,31.6,26.5,14.600000000000001,Niedersachsen,NI
3401,200003401,2000,Delmenhorst,19.200000000000003,7.300000000000001,29.900000000000002,27.6,15.9,Niedersachsen,NI
3401,200503401,2005,Delmenhorst,18.6,7.7,27.5,27.0,19.200000000000003,Niedersachsen,NI
3401,200903401,2009,Delmenhorst,17.3,8.3,24.900000000000002,28.200000000000003,21.3,Niedersachsen,NI
3401,201303401,2013,Delmenhorst,16.5,8.1,23.400000000000002,30.0,22.1,Niedersachsen,NI
3401,201703401,2017,Delmenhorst,17.3,8.0,23.6,29.1,22.0,Niedersachsen,NI
3402,199503402,1995,Emden,19.5,8.5,30.400000000000002,24.700000000000003,16.900000000000002,Niedersachsen,NI
3402,200003402,2000,Emden,19.3,8.3,29.1,25.5,17.900000000000002,Niedersachsen,NI
3402,200503402,2005,Emden,18.3,9.0,28.0,25.200000000000003,19.400000000000002,Niedersachsen,NI
3402,200903402,2009,Emden,17.2,9.200000000000001,26.400000000000002,26.8,20.5,Niedersachsen,NI
3402,201303402,2013,Emden,16.8,9.8,24.6,28.200000000000003,20.6,Niedersachsen,NI
3402,201703402,2017,Emden,16.7,9.5,24.6,28.200000000000003,21.0,Niedersachsen,NI
3403,199503403,1995,Oldenburg,16.8,8.4,35.4,23.200000000000003,16.2,Niedersachsen,NI
3403,200003403,2000,Oldenburg,17.2,8.3,33.9,24.5,16.1,Niedersachsen,NI
3403,200503403,2005,Oldenburg,16.6,9.200000000000001,31.8,24.900000000000002,17.5,Niedersachsen,NI
3403,200903403,2009,Oldenburg,15.9,9.4,29.700000000000003,26.6,18.400000000000002,Niedersachsen,NI
3403,201303403,2013,Oldenburg,15.700000000000001,9.4,28.1,28.200000000000003,18.6,Niedersachsen,NI
3403,201703403,2017,Oldenburg,15.600000000000001,9.9,27.900000000000002,27.700000000000003,18.900000000000002,Niedersachsen,NI
3404,199503404,1995,Osnabrück,16.5,10.0,33.6,23.0,16.900000000000002,Niedersachsen,NI
3404,200003404,2000,Osnabrück,16.1,9.8,32.6,23.8,17.7,Niedersachsen,NI
3404,200503404,2005,Osnabrück,15.3,10.0,31.3,23.900000000000002,19.3,Niedersachsen,NI
3404,200903404,2009,Osnabrück,14.8,9.9,30.0,25.5,19.900000000000002,Niedersachsen,NI
3404,201303404,2013,Osnabrück,15.100000000000001,10.5,28.700000000000003,26.400000000000002,19.400000000000002,Niedersachsen,NI
3404,201703404,2017,Osnabrück,15.0,12.0,28.6,25.8,18.7,Niedersachsen,NI
3405,199503405,1995,Wilhelmshaven,17.2,7.7,30.3,26.400000000000002,18.400000000000002,Niedersachsen,NI
3405,200003405,2000,Wilhelmshaven,16.7,7.9,28.200000000000003,27.6,19.6,Niedersachsen,NI
3405,200503405,2005,Wilhelmshaven,15.700000000000001,9.0,26.6,26.200000000000003,22.6,Niedersachsen,NI
3405,200903405,2009,Wilhelmshaven,14.3,9.200000000000001,24.200000000000003,27.900000000000002,24.400000000000002,Niedersachsen,NI
3405,201303405,2013,Wilhelmshaven,13.700000000000001,9.600000000000001,21.700000000000003,29.1,26.0,Niedersachsen,NI
3405,201703405,2017,Wilhelmshaven,14.3,9.200000000000001,22.1,28.200000000000003,26.200000000000003,Niedersachsen,NI
3451,199503451,1995,Landkreis Ammerland,21.0,8.0,31.200000000000003,25.400000000000002,14.4,Niedersachsen,NI
3451,200003451,2000,Landkreis Ammerland,21.3,7.1000000000000005,30.1,26.0,15.5,Niedersachsen,NI
3451,200503451,2005,Landkreis Ammerland,20.8,7.1000000000000005,27.8,25.8,18.6,Niedersachsen,NI
3451,200903451,2009,Landkreis Ammerland,19.200000000000003,7.5,24.900000000000002,28.0,20.5,Niedersachsen,NI
3451,201303451,2013,Landkreis Ammerland,17.8,7.300000000000001,22.3,31.1,21.5,Niedersachsen,NI
3451,201703451,2017,Landkreis Ammerland,17.400000000000002,7.4,21.5,30.900000000000002,22.8,Niedersachsen,NI
3452,199503452,1995,Landkreis Aurich,21.6,8.8,30.200000000000003,24.400000000000002,15.100000000000001,Niedersachsen,NI
3452,200003452,2000,Landkreis Aurich,21.900000000000002,7.6000000000000005,29.3,25.1,16.1,Niedersachsen,NI
3452,200503452,2005,Landkreis Aurich,21.0,7.6000000000000005,27.0,25.6,18.8,Niedersachsen,NI
3452,200903452,2009,Landkreis Aurich,19.3,8.0,24.6,27.8,20.200000000000003,Niedersachsen,NI
3452,201303452,2013,Landkreis Aurich,17.7,7.800000000000001,22.400000000000002,30.900000000000002,21.200000000000003,Niedersachsen,NI
3452,201703452,2017,Landkreis Aurich,16.8,7.9,21.5,31.200000000000003,22.5,Niedersachsen,NI
3453,199503453,1995,Landkreis Cloppenburg,26.200000000000003,9.5,31.700000000000003,20.400000000000002,12.200000000000001,Niedersachsen,NI
3453,200003453,2000,Landkreis Cloppenburg,25.900000000000002,8.8,30.900000000000002,20.8,13.5,Niedersachsen,NI
3453,200503453,2005,Landkreis Cloppenburg,24.5,9.200000000000001,28.8,22.0,15.5,Niedersachsen,NI
3453,200903453,2009,Landkreis Cloppenburg,22.8,9.5,26.900000000000002,25.0,15.8,Niedersachsen,NI
3453,201303453,2013,Landkreis Cloppenburg,21.3,9.200000000000001,25.1,28.700000000000003,15.8,Niedersachsen,NI
3453,201703453,2017,Landkreis Cloppenburg,20.5,9.4,25.0,28.900000000000002,16.2,Niedersachsen,NI
3454,199503454,1995,Landkreis Emsland,25.1,9.600000000000001,31.6,21.200000000000003,12.4,Niedersachsen,NI
3454,200003454,2000,Landkreis Emsland,24.200000000000003,8.700000000000001,30.6,22.5,14.0,Niedersachsen,NI
3454,200503454,2005,Landkreis Emsland,22.3,8.8,28.6,23.8,16.5,Niedersachsen,NI
3454,200903454,2009,Landkreis Emsland,20.3,9.1,26.700000000000003,26.400000000000002,17.5,Niedersachsen,NI
3454,201303454,2013,Landkreis Emsland,18.900000000000002,8.6,25.0,29.700000000000003,17.900000000000002,Niedersachsen,NI
3454,201703454,2017,Landkreis Emsland,18.3,8.4,24.6,30.0,18.7,Niedersachsen,NI
3455,199503455,1995,Landkreis Friesland,20.0,7.5,29.5,27.0,16.0,Niedersachsen,NI
3455,200003455,2000,Landkreis Friesland,20.6,6.5,28.6,27.3,16.900000000000002,Niedersachsen,NI
3455,200503455,2005,Landkreis Friesland,19.8,6.7,26.3,26.6,20.6,Niedersachsen,NI
3455,200903455,2009,Landkreis Friesland,18.1,7.5,23.200000000000003,28.3,23.0,Niedersachsen,NI
3455,201303455,2013,Landkreis Friesland,16.6,7.1000000000000005,20.200000000000003,31.5,24.5,Niedersachsen,NI
3455,201703455,2017,Landkreis Friesland,16.0,7.2,19.6,31.400000000000002,25.8,Niedersachsen,NI
3456,199503456,1995,Landkreis Grafschaft Bentheim,23.200000000000003,8.8,29.8,22.900000000000002,15.3,Niedersachsen,NI
3456,200003456,2000,Landkreis Grafschaft Bentheim,23.1,8.0,29.200000000000003,23.200000000000003,16.400000000000002,Niedersachsen,NI
3456,200503456,2005,Landkreis Grafschaft Bentheim,21.900000000000002,8.200000000000001,27.8,23.900000000000002,18.2,Niedersachsen,NI
3456,200903456,2009,Landkreis Grafschaft Bentheim,20.200000000000003,8.6,25.900000000000002,26.3,19.0,Niedersachsen,NI
3456,201303456,2013,Landkreis Grafschaft Bentheim,19.0,8.1,23.400000000000002,30.1,19.400000000000002,Niedersachsen,NI
3456,201703456,2017,Landkreis Grafschaft Bentheim,18.2,8.1,22.8,30.6,20.400000000000002,Niedersachsen,NI
3457,199503457,1995,Landkreis Leer,22.3,8.5,30.3,24.0,14.9,Niedersachsen,NI
3457,200003457,2000,Landkreis Leer,22.400000000000002,7.7,29.900000000000002,24.3,15.700000000000001,Niedersachsen,NI
3457,200503457,2005,Landkreis Leer,21.3,7.9,27.700000000000003,24.900000000000002,18.3,Niedersachsen,NI
3457,200903457,2009,Landkreis Leer,19.5,8.4,25.400000000000002,27.1,19.6,Niedersachsen,NI
3457,201303457,2013,Landkreis Leer,18.2,8.1,23.6,30.0,20.1,Niedersachsen,NI
3457,201703457,2017,Landkreis Leer,17.400000000000002,8.1,22.8,30.6,21.1,Niedersachsen,NI
3458,199503458,1995,Landkreis Oldenburg (Land),21.0,7.6000000000000005,32.5,25.6,13.4,Niedersachsen,NI
3458,200003458,2000,Landkreis Oldenburg (Land),21.5,6.7,31.3,26.1,14.4,Niedersachsen,NI
3458,200503458,2005,Landkreis Oldenburg (Land),21.0,6.9,28.400000000000002,26.3,17.400000000000002,Niedersachsen,NI
3458,200903458,2009,Landkreis Oldenburg (Land),19.400000000000002,7.6000000000000005,25.3,28.5,19.200000000000003,Niedersachsen,NI
3458,201303458,2013,Landkreis Oldenburg (Land),18.0,7.2,22.400000000000002,32.300000000000004,20.1,Niedersachsen,NI
3458,201703458,2017,Landkreis Oldenburg (Land),17.400000000000002,7.7,21.5,32.4,21.0,Niedersachsen,NI
3459,199503459,1995,Landkreis Osnabrück (Land),23.1,8.6,31.8,22.6,13.9,Niedersachsen,NI
3459,200003459,2000,Landkreis Osnabrück (Land),23.0,8.200000000000001,31.0,23.1,14.700000000000001,Niedersachsen,NI
3459,200503459,2005,Landkreis Osnabrück (Land),21.5,8.0,28.200000000000003,24.400000000000002,17.900000000000002,Niedersachsen,NI
3459,200903459,2009,Landkreis Osnabrück (Land),19.8,8.4,25.5,27.200000000000003,19.1,Niedersachsen,NI
3459,201303459,2013,Landkreis Osnabrück (Land),18.7,8.1,23.1,30.700000000000003,19.400000000000002,Niedersachsen,NI
3459,201703459,2017,Landkreis Osnabrück (Land),17.900000000000002,8.0,22.6,31.0,20.400000000000002,Niedersachsen,NI
3460,199503460,1995,Landkreis Vechta,24.6,9.600000000000001,33.4,20.200000000000003,12.200000000000001,Niedersachsen,NI
3460,200003460,2000,Landkreis Vechta,24.5,9.0,32.5,20.900000000000002,13.100000000000001,Niedersachsen,NI
3460,200503460,2005,Landkreis Vechta,23.400000000000002,9.3,30.3,22.3,14.700000000000001,Niedersachsen,NI
3460,200903460,2009,Landkreis Vechta,21.6,9.8,28.0,25.400000000000002,15.200000000000001,Niedersachsen,NI
3460,201303460,2013,Landkreis Vechta,20.6,9.600000000000001,25.900000000000002,28.6,15.3,Niedersachsen,NI
3460,201703460,2017,Landkreis Vechta,19.900000000000002,9.700000000000001,25.6,28.900000000000002,15.9,Niedersachsen,NI
3461,199503461,1995,Landkreis Wesermarsch,20.200000000000003,8.0,30.3,25.400000000000002,16.2,Niedersachsen,NI
3461,200003461,2000,Landkreis Wesermarsch,21.0,6.800000000000001,28.8,26.1,17.400000000000002,Niedersachsen,NI
3461,200503461,2005,Landkreis Wesermarsch,20.400000000000002,7.2,26.5,25.900000000000002,20.0,Niedersachsen,NI
3461,200903461,2009,Landkreis Wesermarsch,18.6,7.800000000000001,23.6,28.5,21.5,Niedersachsen,NI
3461,201303461,2013,Landkreis Wesermarsch,17.0,8.0,21.0,31.8,22.3,Niedersachsen,NI
3461,201703461,2017,Landkreis Wesermarsch,16.3,7.800000000000001,20.700000000000003,32.0,23.200000000000003,Niedersachsen,NI
3462,199503462,1995,Landkreis Wittmund,21.400000000000002,8.6,29.700000000000003,24.8,15.5,Niedersachsen,NI
3462,200003462,2000,Landkreis Wittmund,21.400000000000002,7.7,29.1,25.5,16.3,Niedersachsen,NI
3462,200503462,2005,Landkreis Wittmund,20.5,7.4,26.700000000000003,26.1,19.200000000000003,Niedersachsen,NI
3462,200903462,2009,Landkreis Wittmund,18.8,7.800000000000001,24.1,28.1,21.200000000000003,Niedersachsen,NI
3462,201303462,2013,Landkreis Wittmund,17.5,7.6000000000000005,21.400000000000002,31.0,22.400000000000002,Niedersachsen,NI
3462,201703462,2017,Landkreis Wittmund,16.5,7.6000000000000005,20.400000000000002,31.200000000000003,24.200000000000003,Niedersachsen,NI
4011,199504011,1995,Bremen,16.2,7.800000000000001,31.8,26.5,17.7,Bremen,HB
4011,200004011,2000,Bremen,16.400000000000002,7.7,30.700000000000003,27.0,18.3,Bremen,HB
4011,200504011,2005,Bremen,15.8,8.6,29.5,25.8,20.3,Bremen,HB
4011,200904011,2009,Bremen,15.100000000000001,8.8,28.200000000000003,26.400000000000002,21.400000000000002,Bremen,HB
4011,201304011,2013,Bremen,15.100000000000001,8.8,27.0,28.0,21.1,Bremen,HB
4011,201704011,2017,Bremen,15.8,8.700000000000001,27.0,27.5,21.0,Bremen,HB
4012,199504012,1995,Bremerhaven,18.5,8.5,30.3,24.900000000000002,17.7,Bremen,HB
4012,200004012,2000,Bremerhaven,18.2,8.0,28.1,26.8,18.8,Bremen,HB
4012,200504012,2005,Bremerhaven,17.3,8.700000000000001,26.200000000000003,26.700000000000003,21.1,Bremen,HB
4012,200904012,2009,Bremerhaven,16.2,9.1,24.900000000000002,27.8,22.0,Bremen,HB
4012,201304012,2013,Bremerhaven,16.1,8.3,24.0,29.3,22.3,Bremen,HB
4012,201704012,2017,Bremerhaven,17.400000000000002,8.4,24.1,28.3,21.8,Bremen,HB
5111,199505111,1995,Düsseldorf,15.200000000000001,7.0,33.0,27.3,17.400000000000002,Nordrhein-Westfalen,NW
5111,200005111,2000,Düsseldorf,15.200000000000001,6.800000000000001,33.4,26.8,17.900000000000002,Nordrhein-Westfalen,NW
5111,200505111,2005,Düsseldorf,15.200000000000001,7.0,32.800000000000004,25.5,19.5,Nordrhein-Westfalen,NW
5111,200905111,2009,Düsseldorf,15.0,7.300000000000001,32.0,26.0,19.8,Nordrhein-Westfalen,NW
5111,201305111,2013,Düsseldorf,15.3,7.300000000000001,30.1,27.6,19.8,Nordrhein-Westfalen,NW
5111,201705111,2017,Düsseldorf,15.9,7.2,30.0,27.400000000000002,19.400000000000002,Nordrhein-Westfalen,NW
5112,199505112,1995,Duisburg,18.3,7.800000000000001,30.900000000000002,25.6,17.400000000000002,Nordrhein-Westfalen,NW
5112,200005112,2000,Duisburg,18.3,7.4,29.6,25.6,19.0,Nordrhein-Westfalen,NW
5112,200505112,2005,Duisburg,17.8,7.7,27.900000000000002,25.6,21.0,Nordrhein-Westfalen,NW
5112,200905112,2009,Duisburg,16.8,8.3,26.3,27.200000000000003,21.5,Nordrhein-Westfalen,NW
5112,201305112,2013,Duisburg,16.6,8.4,25.1,29.0,20.900000000000002,Nordrhein-Westfalen,NW
5112,201705112,2017,Duisburg,17.0,8.3,25.5,28.8,20.400000000000002,Nordrhein-Westfalen,NW
5113,199505113,1995,Essen,16.900000000000002,7.1000000000000005,30.6,26.5,18.900000000000002,Nordrhein-Westfalen,NW
5113,200005113,2000,Essen,16.900000000000002,7.0,29.200000000000003,27.0,19.900000000000002,Nordrhein-Westfalen,NW
5113,200505113,2005,Essen,16.400000000000002,7.6000000000000005,27.700000000000003,26.6,21.700000000000003,Nordrhein-Westfalen,NW
5113,200905113,2009,Essen,15.600000000000001,8.200000000000001,26.3,27.6,22.400000000000002,Nordrhein-Westfalen,NW
5113,201305113,2013,Essen,15.200000000000001,8.3,25.700000000000003,29.0,21.8,Nordrhein-Westfalen,NW
5113,201705113,2017,Essen,16.0,8.0,26.1,28.400000000000002,21.5,Nordrhein-Westfalen,NW
5114,199505114,1995,Krefeld,18.2,7.5,32.5,25.700000000000003,16.1,Nordrhein-Westfalen,NW
5114,200005114,2000,Krefeld,18.2,6.9,30.8,26.400000000000002,17.6,Nordrhein-Westfalen,NW
5114,200505114,2005,Krefeld,17.6,7.5,28.200000000000003,26.5,20.200000000000003,Nordrhein-Westfalen,NW
5114,200905114,2009,Krefeld,16.400000000000002,8.1,25.700000000000003,28.3,21.5,Nordrhein-Westfalen,NW
5114,201305114,2013,Krefeld,16.2,7.7,23.900000000000002,30.3,21.900000000000002,Nordrhein-Westfalen,NW
5114,201705114,2017,Krefeld,16.400000000000002,7.800000000000001,23.700000000000003,30.1,22.0,Nordrhein-Westfalen,NW
5116,199505116,1995,Mönchengladbach,18.8,7.5,32.300000000000004,25.200000000000003,16.1,Nordrhein-Westfalen,NW
5116,200005116,2000,Mönchengladbach,19.0,7.4,30.3,26.0,17.2,Nordrhein-Westfalen,NW
5116,200505116,2005,Mönchengladbach,18.5,8.0,27.8,26.1,19.6,Nordrhein-Westfalen,NW
5116,200905116,2009,Mönchengladbach,17.2,8.700000000000001,25.700000000000003,28.0,20.400000000000002,Nordrhein-Westfalen,NW
5116,201305116,2013,Mönchengladbach,16.2,8.4,24.3,30.5,20.700000000000003,Nordrhein-Westfalen,NW
5116,201705116,2017,Mönchengladbach,16.5,8.1,24.700000000000003,29.900000000000002,20.700000000000003,Nordrhein-Westfalen,NW
5117,199505117,1995,Mülheim an der Ruhr,16.3,6.4,30.200000000000003,27.700000000000003,19.3,Nordrhein-Westfalen,NW
5117,200005117,2000,Mülheim an der Ruhr,16.6,6.300000000000001,28.700000000000003,27.900000000000002,20.6,Nordrhein-Westfalen,NW
5117,200505117,2005,Mülheim an der Ruhr,16.3,6.7,26.400000000000002,27.400000000000002,23.200000000000003,Nordrhein-Westfalen,NW
5117,200905117,2009,Mülheim an der Ruhr,15.5,7.4,24.400000000000002,28.6,24.200000000000003,Nordrhein-Westfalen,NW
5117,201305117,2013,Mülheim an der Ruhr,15.100000000000001,7.1000000000000005,22.900000000000002,30.900000000000002,24.0,Nordrhein-Westfalen,NW
5117,201705117,2017,Mülheim an der Ruhr,15.9,7.1000000000000005,23.0,30.3,23.700000000000003,Nordrhein-Westfalen,NW
5119,199505119,1995,Oberhausen,18.3,7.300000000000001,31.5,26.0,16.900000000000002,Nordrhein-Westfalen,NW
5119,200005119,2000,Oberhausen,18.400000000000002,7.4,29.700000000000003,26.400000000000002,18.1,Nordrhein-Westfalen,NW
5119,200505119,2005,Oberhausen,17.7,7.6000000000000005,27.6,26.8,20.200000000000003,Nordrhein-Westfalen,NW
5119,200905119,2009,Oberhausen,16.5,8.1,25.6,28.900000000000002,20.900000000000002,Nordrhein-Westfalen,NW
5119,201305119,2013,Oberhausen,15.600000000000001,7.9,24.200000000000003,31.1,21.3,Nordrhein-Westfalen,NW
5119,201705119,2017,Oberhausen,15.8,7.6000000000000005,24.5,30.5,21.700000000000003,Nordrhein-Westfalen,NW
5120,199505120,1995,Remscheid,19.6,7.6000000000000005,29.200000000000003,26.6,17.0,Nordrhein-Westfalen,NW
5120,200005120,2000,Remscheid,19.6,7.7,28.400000000000002,26.5,17.8,Nordrhein-Westfalen,NW
5120,200505120,2005,Remscheid,19.1,7.800000000000001,26.5,26.200000000000003,20.400000000000002,Nordrhein-Westfalen,NW
5120,200905120,2009,Remscheid,17.6,8.4,24.400000000000002,27.3,22.200000000000003,Nordrhein-Westfalen,NW
5120,201305120,2013,Remscheid,16.2,7.7,23.0,30.8,22.3,Nordrhein-Westfalen,NW
5120,201705120,2017,Remscheid,16.7,7.5,22.900000000000002,30.6,22.3,Nordrhein-Westfalen,NW
