,YearSchluessel,Year,Stadt-/Landkreis,Anteil männl. Schulabg. mit allgem. Hochschulreife in %,Anteil männl. Schulabgänger ohne Hauptschulabschl. In %,Anteil männl. Schulabgänger mit Hauptschulabschl. In %,LAND_NAME,LAND_ABK
14523,201314523,2013,Vogtlandkreis,44.1,58.900000000000006,60.1,Sachsen,SN
14523,201714523,2017,Vogtlandkreis,46.800000000000004,63.400000000000006,63.6,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,44.300000000000004,56.400000000000006,59.900000000000006,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,47.0,67.0,62.800000000000004,Sachsen,SN
14524,201714524,2017,Kreis Zwickau,44.5,63.1,56.6,Sachsen,SN
14612,200914612,2009,Dresden,46.300000000000004,65.9,52.800000000000004,Sachsen,SN
14612,201314612,2013,Dresden,46.900000000000006,58.2,57.7,Sachsen,SN
14612,201714612,2017,Dresden,47.400000000000006,62.6,60.300000000000004,Sachsen,SN
14625,200914625,2009,Landkreis Bautzen,47.1,63.800000000000004,55.1,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,42.7,66.0,62.5,Sachsen,SN
14625,201714625,2017,Landkreis Bautzen,45.1,65.9,64.7,Sachsen,SN
14626,200914626,2009,Landkreis Görlitz,40.2,55.6,59.7,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,44.6,57.800000000000004,57.900000000000006,Sachsen,SN
14626,201714626,2017,Landkreis Görlitz,45.400000000000006,56.6,59.900000000000006,Sachsen,SN
14627,200914627,2009,Landkreis Meissen,47.300000000000004,64.9,63.400000000000006,Sachsen,SN
14627,201314627,2013,Landkreis Meissen,49.1,62.1,58.7,Sachsen,SN
14627,201714627,2017,Landkreis Meissen,45.900000000000006,69.2,59.5,Sachsen,SN
14628,200914628,2009,Landkreis Sächsische Schweiz-Osterzgebirge,40.7,62.2,56.2,Sachsen,SN
14628,201314628,2013,Landkreis Sächsische Schweiz-Osterzgebirge,44.800000000000004,62.800000000000004,58.1,Sachsen,SN
14628,201714628,2017,Landkreis Sächsische Schweiz-Osterzgebirge,43.0,61.0,68.5,Sachsen,SN
14713,200914713,2009,Leipzig,47.0,59.7,59.800000000000004,Sachsen,SN
14713,201314713,2013,Leipzig,45.7,55.6,57.300000000000004,Sachsen,SN
14713,201714713,2017,Leipzig,47.5,59.1,59.800000000000004,Sachsen,SN
14729,200914729,2009,Landkreis Leipzig,43.2,55.400000000000006,60.400000000000006,Sachsen,SN
14729,201314729,2013,Landkreis Leipzig,47.5,59.7,61.900000000000006,Sachsen,SN
14729,201714729,2017,Landkreis Leipzig,43.300000000000004,64.0,68.2,Sachsen,SN
14730,200914730,2009,Landkreis Nordsachsen,45.7,73.0,57.6,Sachsen,SN
14730,201314730,2013,Landkreis Nordsachsen,49.0,56.6,62.5,Sachsen,SN
14730,201714730,2017,Landkreis Nordsachsen,47.300000000000004,62.7,54.300000000000004,Sachsen,SN
15001,200915001,2009,Dessau-Rosslau,43.300000000000004,46.300000000000004,52.2,Sachsen-Anhalt,ST
15001,201315001,2013,Dessau-Rosslau,43.300000000000004,58.6,47.1,Sachsen-Anhalt,ST
15001,201715001,2017,Dessau-Rosslau,42.400000000000006,53.300000000000004,63.6,Sachsen-Anhalt,ST
15002,200915002,2009,Halle (Saale),44.7,61.900000000000006,60.800000000000004,Sachsen-Anhalt,ST
15002,201315002,2013,Halle (Saale),46.900000000000006,54.7,60.5,Sachsen-Anhalt,ST
15002,201715002,2017,Halle (Saale),43.400000000000006,63.1,54.6,Sachsen-Anhalt,ST
15003,200915003,2009,Magdeburg,45.900000000000006,60.6,65.0,Sachsen-Anhalt,ST
15003,201315003,2013,Magdeburg,47.800000000000004,61.800000000000004,62.0,Sachsen-Anhalt,ST
15003,201715003,2017,Magdeburg,46.300000000000004,63.6,67.7,Sachsen-Anhalt,ST
15081,200915081,2009,Altmarkkreis Salzwedel,42.300000000000004,66.3,63.800000000000004,Sachsen-Anhalt,ST
15081,201315081,2013,Altmarkkreis Salzwedel,45.0,63.2,61.5,Sachsen-Anhalt,ST
15081,201715081,2017,Altmarkkreis Salzwedel,42.0,62.0,63.5,Sachsen-Anhalt,ST
15082,200915082,2009,Landkreis Anhalt-Bitterfeld,36.800000000000004,64.0,58.1,Sachsen-Anhalt,ST
15082,201315082,2013,Landkreis Anhalt-Bitterfeld,46.400000000000006,60.2,60.0,Sachsen-Anhalt,ST
15082,201715082,2017,Landkreis Anhalt-Bitterfeld,45.300000000000004,64.5,60.6,Sachsen-Anhalt,ST
15083,200915083,2009,Landkreis Börde,45.5,65.2,59.900000000000006,Sachsen-Anhalt,ST
15083,201315083,2013,Landkreis Börde,43.900000000000006,64.60000000000001,58.2,Sachsen-Anhalt,ST
15083,201715083,2017,Landkreis Börde,47.1,67.0,60.0,Sachsen-Anhalt,ST
15084,200915084,2009,Burgenlandkreis,46.400000000000006,64.10000000000001,56.300000000000004,Sachsen-Anhalt,ST
15084,201315084,2013,Burgenlandkreis,43.7,60.5,56.0,Sachsen-Anhalt,ST
15084,201715084,2017,Burgenlandkreis,46.6,58.5,60.5,Sachsen-Anhalt,ST
15085,200915085,2009,Landkreis Harz,44.1,67.7,62.800000000000004,Sachsen-Anhalt,ST
15085,201315085,2013,Landkreis Harz,40.6,56.1,63.400000000000006,Sachsen-Anhalt,ST
15085,201715085,2017,Landkreis Harz,45.800000000000004,59.6,59.7,Sachsen-Anhalt,ST
15086,200915086,2009,Landkreis Jerichower Land,35.5,65.9,45.7,Sachsen-Anhalt,ST
15086,201315086,2013,Landkreis Jerichower Land,40.6,69.9,57.400000000000006,Sachsen-Anhalt,ST
15086,201715086,2017,Landkreis Jerichower Land,43.400000000000006,73.60000000000001,64.7,Sachsen-Anhalt,ST
15087,200915087,2009,Landkreis Mansfeld-Südharz,41.0,69.7,62.300000000000004,Sachsen-Anhalt,ST
15087,201315087,2013,Landkreis Mansfeld-Südharz,45.6,62.300000000000004,71.3,Sachsen-Anhalt,ST
15087,201715087,2017,Landkreis Mansfeld-Südharz,40.900000000000006,55.2,64.9,Sachsen-Anhalt,ST
15088,200915088,2009,Saalekreis,42.2,60.5,55.300000000000004,Sachsen-Anhalt,ST
15088,201315088,2013,Saalekreis,44.900000000000006,65.4,63.0,Sachsen-Anhalt,ST
15088,201715088,2017,Saalekreis,43.900000000000006,69.2,60.7,Sachsen-Anhalt,ST
15089,200915089,2009,Salzlandkreis,40.300000000000004,65.60000000000001,66.10000000000001,Sachsen-Anhalt,ST
15089,201315089,2013,Salzlandkreis,45.7,64.0,61.1,Sachsen-Anhalt,ST
15089,201715089,2017,Salzlandkreis,40.6,63.800000000000004,62.900000000000006,Sachsen-Anhalt,ST
15090,200915090,2009,Landkreis Stendal,44.0,65.60000000000001,63.300000000000004,Sachsen-Anhalt,ST
15090,201315090,2013,Landkreis Stendal,42.7,55.400000000000006,54.5,Sachsen-Anhalt,ST
15090,201715090,2017,Landkreis Stendal,45.300000000000004,65.0,50.7,Sachsen-Anhalt,ST
15091,200915091,2009,Landkreis Wittenberg,39.6,57.6,66.5,Sachsen-Anhalt,ST
15091,201315091,2013,Landkreis Wittenberg,52.0,52.1,56.900000000000006,Sachsen-Anhalt,ST
15091,201715091,2017,Landkreis Wittenberg,46.0,63.400000000000006,66.3,Sachsen-Anhalt,ST
16051,200916051,2009,Erfurt,45.6,58.1,59.400000000000006,Thüringen,TH
16051,201316051,2013,Erfurt,46.0,57.1,57.900000000000006,Thüringen,TH
16051,201716051,2017,Erfurt,48.2,64.7,56.0,Thüringen,TH
16052,200916052,2009,Gera,39.0,69.0,52.900000000000006,Thüringen,TH
16052,201316052,2013,Gera,44.400000000000006,56.300000000000004,59.6,Thüringen,TH
16052,201716052,2017,Gera,37.1,67.7,49.6,Thüringen,TH
16053,200916053,2009,Jena,49.5,61.5,56.5,Thüringen,TH
16053,201316053,2013,Jena,51.400000000000006,62.900000000000006,51.7,Thüringen,TH
16053,201716053,2017,Jena,45.7,46.2,68.60000000000001,Thüringen,TH
16054,200916054,2009,Suhl,39.5,53.800000000000004,39.300000000000004,Thüringen,TH
16054,201316054,2013,Suhl,42.5,47.1,46.900000000000006,Thüringen,TH
16054,201716054,2017,Suhl,37.0,82.4,56.0,Thüringen,TH
16055,200916055,2009,Weimar,42.900000000000006,59.1,57.6,Thüringen,TH
16055,201316055,2013,Weimar,38.0,56.400000000000006,66.10000000000001,Thüringen,TH
16055,201716055,2017,Weimar,46.0,66.10000000000001,72.10000000000001,Thüringen,TH
16056,200916056,2009,Eisenach,50.7,68.3,65.60000000000001,Thüringen,TH
16056,201316056,2013,Eisenach,43.0,63.900000000000006,55.6,Thüringen,TH
16056,201716056,2017,Eisenach,42.2,69.4,68.8,Thüringen,TH
16061,200916061,2009,Landkreis Eichsfeld,39.2,50.0,64.2,Thüringen,TH
16061,201316061,2013,Landkreis Eichsfeld,45.400000000000006,69.2,57.0,Thüringen,TH
16061,201716061,2017,Landkreis Eichsfeld,40.400000000000006,65.5,57.1,Thüringen,TH
16062,200916062,2009,Landkreis Nordhausen,35.7,67.10000000000001,60.300000000000004,Thüringen,TH
16062,201316062,2013,Landkreis Nordhausen,41.7,69.3,62.300000000000004,Thüringen,TH
16062,201716062,2017,Landkreis Nordhausen,44.0,66.7,52.900000000000006,Thüringen,TH
16063,200916063,2009,Landkreis Wartburgkreis,39.6,60.0,62.300000000000004,Thüringen,TH
16063,201316063,2013,Landkreis Wartburgkreis,42.800000000000004,76.3,67.8,Thüringen,TH
16063,201716063,2017,Landkreis Wartburgkreis,46.7,71.2,61.0,Thüringen,TH
16064,200916064,2009,Landkreis Unstrut-Hainich-Kreis,41.900000000000006,54.800000000000004,59.2,Thüringen,TH
16064,201316064,2013,Landkreis Unstrut-Hainich-Kreis,46.5,63.900000000000006,61.0,Thüringen,TH
16064,201716064,2017,Landkreis Unstrut-Hainich-Kreis,40.800000000000004,63.1,62.300000000000004,Thüringen,TH
16065,200916065,2009,Landkreis Kyffhäuserkreis,44.300000000000004,67.5,51.1,Thüringen,TH
16065,201316065,2013,Landkreis Kyffhäuserkreis,54.300000000000004,56.300000000000004,65.3,Thüringen,TH
16065,201716065,2017,Landkreis Kyffhäuserkreis,38.300000000000004,66.7,55.6,Thüringen,TH
16066,200916066,2009,Landkreis Schmalkalden-Meiningen,43.300000000000004,73.2,59.900000000000006,Thüringen,TH
16066,201316066,2013,Landkreis Schmalkalden-Meiningen,47.2,70.10000000000001,70.0,Thüringen,TH
16066,201716066,2017,Landkreis Schmalkalden-Meiningen,45.800000000000004,65.60000000000001,50.0,Thüringen,TH
16067,200916067,2009,Landkreis Gotha,42.6,56.300000000000004,55.2,Thüringen,TH
16067,201316067,2013,Landkreis Gotha,39.800000000000004,60.0,59.1,Thüringen,TH
16067,201716067,2017,Landkreis Gotha,46.6,72.9,63.1,Thüringen,TH
16068,200916068,2009,Landkreis Sömmerda,45.2,73.3,60.400000000000006,Thüringen,TH
16068,201316068,2013,Landkreis Sömmerda,56.300000000000004,73.3,60.2,Thüringen,TH
16068,201716068,2017,Landkreis Sömmerda,42.6,72.7,59.2,Thüringen,TH
16069,200916069,2009,Landkreis Hildburghausen,40.6,64.3,61.7,Thüringen,TH
16069,201316069,2013,Landkreis Hildburghausen,44.7,51.7,57.5,Thüringen,TH
16069,201716069,2017,Landkreis Hildburghausen,41.2,67.4,49.400000000000006,Thüringen,TH
16070,200916070,2009,Landkreis Ilm-Kreis,45.400000000000006,55.2,61.400000000000006,Thüringen,TH
16070,201316070,2013,Landkreis Ilm-Kreis,45.2,44.300000000000004,62.5,Thüringen,TH
16070,201716070,2017,Landkreis Ilm-Kreis,48.5,63.5,60.2,Thüringen,TH
16071,200916071,2009,Landkreis Weimarer Land,47.900000000000006,54.800000000000004,54.1,Thüringen,TH
16071,201316071,2013,Landkreis Weimarer Land,52.2,69.2,50.7,Thüringen,TH
16071,201716071,2017,Landkreis Weimarer Land,48.800000000000004,64.4,59.800000000000004,Thüringen,TH
16072,200916072,2009,Landkreis Sonneberg,36.300000000000004,69.0,60.300000000000004,Thüringen,TH
16072,201316072,2013,Landkreis Sonneberg,48.6,55.900000000000006,61.400000000000006,Thüringen,TH
16072,201716072,2017,Landkreis Sonneberg,49.0,65.10000000000001,48.1,Thüringen,TH
16073,200916073,2009,Landkreis Saalfeld-Rudolstadt,43.2,54.900000000000006,63.5,Thüringen,TH
16073,201316073,2013,Landkreis Saalfeld-Rudolstadt,41.300000000000004,54.2,59.2,Thüringen,TH
16073,201716073,2017,Landkreis Saalfeld-Rudolstadt,47.300000000000004,67.2,65.7,Thüringen,TH
16074,200916074,2009,Landkreis Saale-Holzland-Kreis,46.400000000000006,66.7,50.0,Thüringen,TH
16074,201316074,2013,Landkreis Saale-Holzland-Kreis,39.7,56.300000000000004,58.0,Thüringen,TH
16074,201716074,2017,Landkreis Saale-Holzland-Kreis,41.7,69.60000000000001,61.1,Thüringen,TH
16075,200916075,2009,Landkreis Saale-Orla-Kreis,44.2,56.300000000000004,69.9,Thüringen,TH
16075,201316075,2013,Landkreis Saale-Orla-Kreis,43.2,69.2,60.400000000000006,Thüringen,TH
16075,201716075,2017,Landkreis Saale-Orla-Kreis,39.400000000000006,68.8,58.800000000000004,Thüringen,TH
16076,200916076,2009,Landkreis Greiz,42.7,62.300000000000004,57.800000000000004,Thüringen,TH
16076,201316076,2013,Landkreis Greiz,49.7,70.7,55.6,Thüringen,TH
16076,201716076,2017,Landkreis Greiz,49.6,77.80000000000001,65.10000000000001,Thüringen,TH
16077,200916077,2009,Landkreis Altenburger Land,46.900000000000006,68.9,66.3,Thüringen,TH
16077,201316077,2013,Landkreis Altenburger Land,47.2,68.8,63.6,Thüringen,TH
16077,201716077,2017,Landkreis Altenburger Land,48.1,70.0,55.0,Thüringen,TH
3241001,200903241001,2009,Landeshauptstadt Hannover,42.300000000000004,65.3,57.400000000000006,Niedersachsen,NI
3241001,201303241001,2013,Landeshauptstadt Hannover,48.1,63.300000000000004,55.6,Niedersachsen,NI
3241001,201703241001,2017,Landeshauptstadt Hannover,46.900000000000006,61.7,62.5,Niedersachsen,NI
10041100,200910041100,2009,Landeshauptstadt Saarbrücken,42.300000000000004,59.2,56.5,Saarland,SL
10041100,201310041100,2013,Landeshauptstadt Saarbrücken,46.1,57.0,60.800000000000004,Saarland,SL
10041100,201710041100,2017,Landeshauptstadt Saarbrücken,45.900000000000006,65.60000000000001,55.900000000000006,Saarland,SL
11001001,200911001001,2009,Berlin-Mitte,,,,Berlin,BE
11001001,201311001001,2013,Berlin-Mitte,,,,Berlin,BE
11001001,201711001001,2017,Berlin-Mitte,,,,Berlin,BE
11002002,200911002002,2009,Berlin-Friedrichshain-Kreuzberg,,,,Berlin,BE
11002002,201311002002,2013,Berlin-Friedrichshain-Kreuzberg,,,,Berlin,BE
11002002,201711002002,2017,Berlin-Friedrichshain-Kreuzberg,,,,Berlin,BE
11003003,200911003003,2009,Berlin-Pankow,,,,Berlin,BE
11003003,201311003003,2013,Berlin-Pankow,,,,Berlin,BE
11003003,201711003003,2017,Berlin-Pankow,,,,Berlin,BE
11004004,200911004004,2009,Berlin-Charlottenburg-Wilmersdorf,,,,Berlin,BE
11004004,201311004004,2013,Berlin-Charlottenburg-Wilmersdorf,,,,Berlin,BE
11004004,201711004004,2017,Berlin-Charlottenburg-Wilmersdorf,,,,Berlin,BE
11005005,200911005005,2009,Berlin-Spandau,,,,Berlin,BE
11005005,201311005005,2013,Berlin-Spandau,,,,Berlin,BE
11005005,201711005005,2017,Berlin-Spandau,,,,Berlin,BE
11006006,200911006006,2009,Berlin-Steglitz-Zehlendorf,,,,Berlin,BE
11006006,201311006006,2013,Berlin-Steglitz-Zehlendorf,,,,Berlin,BE
11006006,201711006006,2017,Berlin-Steglitz-Zehlendorf,,,,Berlin,BE
11007007,200911007007,2009,Berlin-Tempelhof-Schöneberg,,,,Berlin,BE
11007007,201311007007,2013,Berlin-Tempelhof-Schöneberg,,,,Berlin,BE
11007007,201711007007,2017,Berlin-Tempelhof-Schöneberg,,,,Berlin,BE
11008008,200911008008,2009,Berlin-Neukölln,,,,Berlin,BE
11008008,201311008008,2013,Berlin-Neukölln,,,,Berlin,BE
11008008,201711008008,2017,Berlin-Neukölln,,,,Berlin,BE
11009009,200911009009,2009,Berlin-Treptow-Köpenick,,,,Berlin,BE
11009009,201311009009,2013,Berlin-Treptow-Köpenick,,,,Berlin,BE
11009009,201711009009,2017,Berlin-Treptow-Köpenick,,,,Berlin,BE
11010010,200911010010,2009,Berlin-Marzahn-Hellersdorf,,,,Berlin,BE
11010010,201311010010,2013,Berlin-Marzahn-Hellersdorf,,,,Berlin,BE
11010010,201711010010,2017,Berlin-Marzahn-Hellersdorf,,,,Berlin,BE
11011011,200911011011,2009,Berlin-Lichtenberg,,,,Berlin,BE
11011011,201311011011,2013,Berlin-Lichtenberg,,,,Berlin,BE
11011011,201711011011,2017,Berlin-Lichtenberg,,,,Berlin,BE
11012012,200911012012,2009,Berlin-Reinickendorf,,,,Berlin,BE
11012012,201311012012,2013,Berlin-Reinickendorf,,,,Berlin,BE
11012012,201711012012,2017,Berlin-Reinickendorf,,,,Berlin,BE
