,YearSchluessel,Year,Stadt-/Landkreis,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
9576,200009576,2000,Landkreis Roth,17145.0,Bayern,BY
9576,200509576,2005,Landkreis Roth,18729.0,Bayern,BY
9576,200909576,2009,Landkreis Roth,20923.0,Bayern,BY
9576,201309576,2013,Landkreis Roth,25661.0,Bayern,BY
9576,201609576,2016,Landkreis Roth,27295.0,Bayern,BY
9577,200009577,2000,Landkreis Weißenburg-Gunzenhausen,19857.0,Bayern,BY
9577,200509577,2005,Landkreis Weißenburg-Gunzenhausen,21464.0,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,23097.0,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,27641.0,Bayern,BY
9577,201609577,2016,Landkreis Weißenburg-Gunzenhausen,29405.0,Bayern,BY
9661,200009661,2000,Aschaffenburg,43995.0,Bayern,BY
9661,200509661,2005,Aschaffenburg,55822.0,Bayern,BY
9661,200909661,2009,Aschaffenburg,58931.0,Bayern,BY
9661,201309661,2013,Aschaffenburg,69382.0,Bayern,BY
9661,201609661,2016,Aschaffenburg,74152.0,Bayern,BY
9662,200009662,2000,Schweinfurt,57291.0,Bayern,BY
9662,200509662,2005,Schweinfurt,75338.0,Bayern,BY
9662,200909662,2009,Schweinfurt,68001.0,Bayern,BY
9662,201309662,2013,Schweinfurt,91351.0,Bayern,BY
9662,201609662,2016,Schweinfurt,98641.0,Bayern,BY
9663,200009663,2000,Würzburg,43353.0,Bayern,BY
9663,200509663,2005,Würzburg,44089.0,Bayern,BY
9663,200909663,2009,Würzburg,47141.0,Bayern,BY
9663,201309663,2013,Würzburg,56288.0,Bayern,BY
9663,201609663,2016,Würzburg,59404.0,Bayern,BY
9671,200009671,2000,Landkreis Aschaffenburg (Land),23871.0,Bayern,BY
9671,200509671,2005,Landkreis Aschaffenburg (Land),24975.0,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),27147.0,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),29261.0,Bayern,BY
9671,201609671,2016,Landkreis Aschaffenburg (Land),30958.0,Bayern,BY
9672,200009672,2000,Landkreis Bad Kissingen,20130.0,Bayern,BY
9672,200509672,2005,Landkreis Bad Kissingen,20743.0,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,22587.0,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,27474.0,Bayern,BY
9672,201609672,2016,Landkreis Bad Kissingen,31446.0,Bayern,BY
9673,200009673,2000,Landkreis Rhön-Grabfeld,21852.0,Bayern,BY
9673,200509673,2005,Landkreis Rhön-Grabfeld,24191.0,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,26605.0,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,31552.0,Bayern,BY
9673,201609673,2016,Landkreis Rhön-Grabfeld,36762.0,Bayern,BY
9674,200009674,2000,Landkreis Haßberge,20870.0,Bayern,BY
9674,200509674,2005,Landkreis Haßberge,21173.0,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,22474.0,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,27372.0,Bayern,BY
9674,201609674,2016,Landkreis Haßberge,29720.0,Bayern,BY
9675,200009675,2000,Landkreis Kitzingen,20353.0,Bayern,BY
9675,200509675,2005,Landkreis Kitzingen,22613.0,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,25460.0,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,29482.0,Bayern,BY
9675,201609675,2016,Landkreis Kitzingen,33331.0,Bayern,BY
9676,200009676,2000,Landkreis Miltenberg,20238.0,Bayern,BY
9676,200509676,2005,Landkreis Miltenberg,23943.0,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,23987.0,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,29480.0,Bayern,BY
9676,201609676,2016,Landkreis Miltenberg,32714.0,Bayern,BY
9677,200009677,2000,Landkreis Main-Spessart,22996.0,Bayern,BY
9677,200509677,2005,Landkreis Main-Spessart,24706.0,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,25522.0,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,31254.0,Bayern,BY
9677,201609677,2016,Landkreis Main-Spessart,34200.0,Bayern,BY
9678,200009678,2000,Landkreis Schweinfurt (Land),15378.0,Bayern,BY
9678,200509678,2005,Landkreis Schweinfurt (Land),15718.0,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),19279.0,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),22128.0,Bayern,BY
9678,201609678,2016,Landkreis Schweinfurt (Land),21036.0,Bayern,BY
9679,200009679,2000,Landkreis Würzburg (Land),16610.0,Bayern,BY
9679,200509679,2005,Landkreis Würzburg (Land),20321.0,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),20680.0,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),23719.0,Bayern,BY
9679,201609679,2016,Landkreis Würzburg (Land),27051.0,Bayern,BY
9761,200009761,2000,Augsburg,37569.0,Bayern,BY
9761,200509761,2005,Augsburg,39772.0,Bayern,BY
9761,200909761,2009,Augsburg,40364.0,Bayern,BY
9761,201309761,2013,Augsburg,44435.0,Bayern,BY
9761,201609761,2016,Augsburg,48824.0,Bayern,BY
9762,200009762,2000,Kaufbeuren,26850.0,Bayern,BY
9762,200509762,2005,Kaufbeuren,26823.0,Bayern,BY
9762,200909762,2009,Kaufbeuren,29230.0,Bayern,BY
9762,201309762,2013,Kaufbeuren,32550.0,Bayern,BY
9762,201609762,2016,Kaufbeuren,36296.0,Bayern,BY
9763,200009763,2000,Kempten (Allgäu),33044.0,Bayern,BY
9763,200509763,2005,Kempten (Allgäu),38368.0,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),40879.0,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),53558.0,Bayern,BY
9763,201609763,2016,Kempten (Allgäu),53401.0,Bayern,BY
9764,200009764,2000,Memmingen,37337.0,Bayern,BY
9764,200509764,2005,Memmingen,42870.0,Bayern,BY
9764,200909764,2009,Memmingen,46585.0,Bayern,BY
9764,201309764,2013,Memmingen,54179.0,Bayern,BY
9764,201609764,2016,Memmingen,57281.0,Bayern,BY
9771,200009771,2000,Landkreis Aichach-Friedberg,19110.0,Bayern,BY
9771,200509771,2005,Landkreis Aichach-Friedberg,19962.0,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,22594.0,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,24058.0,Bayern,BY
9771,201609771,2016,Landkreis Aichach-Friedberg,26002.0,Bayern,BY
9772,200009772,2000,Landkreis Augsburg Land,18472.0,Bayern,BY
9772,200509772,2005,Landkreis Augsburg Land,21699.0,Bayern,BY
9772,200909772,2009,Landkreis Augsburg Land,21447.0,Bayern,BY
9772,201309772,2013,Landkreis Augsburg Land,26556.0,Bayern,BY
9772,201609772,2016,Landkreis Augsburg Land,28559.0,Bayern,BY
9773,200009773,2000,Landkreis Dillingen an der Donau,19516.0,Bayern,BY
9773,200509773,2005,Landkreis Dillingen an der Donau,20328.0,Bayern,BY
9773,200909773,2009,Landkreis Dillingen an der Donau,24274.0,Bayern,BY
9773,201309773,2013,Landkreis Dillingen an der Donau,29616.0,Bayern,BY
9773,201609773,2016,Landkreis Dillingen an der Donau,32542.0,Bayern,BY
9774,200009774,2000,Landkreis Günzburg,28109.0,Bayern,BY
9774,200509774,2005,Landkreis Günzburg,30555.0,Bayern,BY
9774,200909774,2009,Landkreis Günzburg,35637.0,Bayern,BY
9774,201309774,2013,Landkreis Günzburg,39382.0,Bayern,BY
9774,201609774,2016,Landkreis Günzburg,41795.0,Bayern,BY
9775,200009775,2000,Landkreis Neu-Ulm,24375.0,Bayern,BY
9775,200509775,2005,Landkreis Neu-Ulm,26827.0,Bayern,BY
9775,200909775,2009,Landkreis Neu-Ulm,27524.0,Bayern,BY
9775,201309775,2013,Landkreis Neu-Ulm,32858.0,Bayern,BY
9775,201609775,2016,Landkreis Neu-Ulm,35406.0,Bayern,BY
9776,200009776,2000,Landkreis Lindau (Bodensee),23295.0,Bayern,BY
9776,200509776,2005,Landkreis Lindau (Bodensee),24410.0,Bayern,BY
9776,200909776,2009,Landkreis Lindau (Bodensee),25870.0,Bayern,BY
9776,201309776,2013,Landkreis Lindau (Bodensee),33237.0,Bayern,BY
9776,201609776,2016,Landkreis Lindau (Bodensee),36391.0,Bayern,BY
9777,200009777,2000,Landkreis Ostallgäu,22013.0,Bayern,BY
9777,200509777,2005,Landkreis Ostallgäu,23445.0,Bayern,BY
9777,200909777,2009,Landkreis Ostallgäu,25409.0,Bayern,BY
9777,201309777,2013,Landkreis Ostallgäu,31604.0,Bayern,BY
9777,201609777,2016,Landkreis Ostallgäu,33355.0,Bayern,BY
9778,200009778,2000,Landkreis Unterallgäu,21348.0,Bayern,BY
9778,200509778,2005,Landkreis Unterallgäu,22978.0,Bayern,BY
9778,200909778,2009,Landkreis Unterallgäu,25093.0,Bayern,BY
9778,201309778,2013,Landkreis Unterallgäu,31179.0,Bayern,BY
9778,201609778,2016,Landkreis Unterallgäu,35499.0,Bayern,BY
9779,200009779,2000,Landkreis Donau-Ries,25825.0,Bayern,BY
9779,200509779,2005,Landkreis Donau-Ries,30733.0,Bayern,BY
9779,200909779,2009,Landkreis Donau-Ries,37420.0,Bayern,BY
9779,201309779,2013,Landkreis Donau-Ries,43986.0,Bayern,BY
9779,201609779,2016,Landkreis Donau-Ries,47994.0,Bayern,BY
9780,200009780,2000,Landkreis Oberallgäu,19500.0,Bayern,BY
9780,200509780,2005,Landkreis Oberallgäu,21417.0,Bayern,BY
9780,200909780,2009,Landkreis Oberallgäu,23151.0,Bayern,BY
9780,201309780,2013,Landkreis Oberallgäu,27417.0,Bayern,BY
9780,201609780,2016,Landkreis Oberallgäu,29884.0,Bayern,BY
10041,200010041,2000,Regionalverband Saarbrücken,29903.0,Saarland,SL
10041,200510041,2005,Regionalverband Saarbrücken,35006.0,Saarland,SL
10041,200910041,2009,Regionalverband Saarbrücken,35384.0,Saarland,SL
10041,201310041,2013,Regionalverband Saarbrücken,41584.0,Saarland,SL
10041,201610041,2016,Regionalverband Saarbrücken,42088.0,Saarland,SL
10042,200010042,2000,Landkreis Merzig-Wadern,18772.0,Saarland,SL
10042,200510042,2005,Landkreis Merzig-Wadern,21053.0,Saarland,SL
10042,200910042,2009,Landkreis Merzig-Wadern,22668.0,Saarland,SL
10042,201310042,2013,Landkreis Merzig-Wadern,24106.0,Saarland,SL
10042,201610042,2016,Landkreis Merzig-Wadern,25585.0,Saarland,SL
10043,200010043,2000,Landkreis Neunkirchen,17802.0,Saarland,SL
10043,200510043,2005,Landkreis Neunkirchen,19840.0,Saarland,SL
10043,200910043,2009,Landkreis Neunkirchen,19003.0,Saarland,SL
10043,201310043,2013,Landkreis Neunkirchen,21853.0,Saarland,SL
10043,201610043,2016,Landkreis Neunkirchen,24792.0,Saarland,SL
10044,200010044,2000,Landkreis Saarlouis,20677.0,Saarland,SL
10044,200510044,2005,Landkreis Saarlouis,25238.0,Saarland,SL
10044,200910044,2009,Landkreis Saarlouis,27499.0,Saarland,SL
10044,201310044,2013,Landkreis Saarlouis,28692.0,Saarland,SL
10044,201610044,2016,Landkreis Saarlouis,34139.0,Saarland,SL
10045,200010045,2000,Saarpfalz-Kreis,27080.0,Saarland,SL
10045,200510045,2005,Saarpfalz-Kreis,30951.0,Saarland,SL
10045,200910045,2009,Saarpfalz-Kreis,30876.0,Saarland,SL
10045,201310045,2013,Saarpfalz-Kreis,36059.0,Saarland,SL
10045,201610045,2016,Saarpfalz-Kreis,38629.0,Saarland,SL
10046,200010046,2000,Landkreis St. Wendel,19131.0,Saarland,SL
10046,200510046,2005,Landkreis St. Wendel,19395.0,Saarland,SL
10046,200910046,2009,Landkreis St. Wendel,21201.0,Saarland,SL
10046,201310046,2013,Landkreis St. Wendel,24389.0,Saarland,SL
10046,201610046,2016,Landkreis St. Wendel,25177.0,Saarland,SL
12051,200012051,2000,Brandenburg an der Havel,18460.0,Brandenburg,BB
12051,200512051,2005,Brandenburg an der Havel,21350.0,Brandenburg,BB
12051,200912051,2009,Brandenburg an der Havel,24497.0,Brandenburg,BB
12051,201312051,2013,Brandenburg an der Havel,27464.0,Brandenburg,BB
12051,201612051,2016,Brandenburg an der Havel,30164.0,Brandenburg,BB
12052,200012052,2000,Cottbus,22288.0,Brandenburg,BB
12052,200512052,2005,Cottbus,26107.0,Brandenburg,BB
12052,200912052,2009,Cottbus,27678.0,Brandenburg,BB
12052,201312052,2013,Cottbus,29715.0,Brandenburg,BB
12052,201612052,2016,Cottbus,33067.0,Brandenburg,BB
12053,200012053,2000,Frankfurt (Oder),23110.0,Brandenburg,BB
12053,200512053,2005,Frankfurt (Oder),26274.0,Brandenburg,BB
12053,200912053,2009,Frankfurt (Oder),32606.0,Brandenburg,BB
12053,201312053,2013,Frankfurt (Oder),32226.0,Brandenburg,BB
12053,201612053,2016,Frankfurt (Oder),34254.0,Brandenburg,BB
12054,200012054,2000,Potsdam,29903.0,Brandenburg,BB
12054,200512054,2005,Potsdam,31347.0,Brandenburg,BB
12054,200912054,2009,Potsdam,35107.0,Brandenburg,BB
12054,201312054,2013,Potsdam,36592.0,Brandenburg,BB
12054,201612054,2016,Potsdam,39293.0,Brandenburg,BB
12060,200012060,2000,Landkreis Barnim,13964.0,Brandenburg,BB
12060,200512060,2005,Landkreis Barnim,14418.0,Brandenburg,BB
12060,200912060,2009,Landkreis Barnim,16321.0,Brandenburg,BB
12060,201312060,2013,Landkreis Barnim,18957.0,Brandenburg,BB
12060,201612060,2016,Landkreis Barnim,21055.0,Brandenburg,BB
12061,200012061,2000,Landkreis Dahme-Spreewald,17873.0,Brandenburg,BB
12061,200512061,2005,Landkreis Dahme-Spreewald,21006.0,Brandenburg,BB
12061,200912061,2009,Landkreis Dahme-Spreewald,29269.0,Brandenburg,BB
12061,201312061,2013,Landkreis Dahme-Spreewald,31657.0,Brandenburg,BB
12061,201612061,2016,Landkreis Dahme-Spreewald,30896.0,Brandenburg,BB
12062,200012062,2000,Landkreis Elbe-Elster,14049.0,Brandenburg,BB
12062,200512062,2005,Landkreis Elbe-Elster,15481.0,Brandenburg,BB
12062,200912062,2009,Landkreis Elbe-Elster,17770.0,Brandenburg,BB
12062,201312062,2013,Landkreis Elbe-Elster,21607.0,Brandenburg,BB
12062,201612062,2016,Landkreis Elbe-Elster,23205.0,Brandenburg,BB
12063,200012063,2000,Landkreis Havelland,13141.0,Brandenburg,BB
12063,200512063,2005,Landkreis Havelland,13971.0,Brandenburg,BB
12063,200912063,2009,Landkreis Havelland,15502.0,Brandenburg,BB
12063,201312063,2013,Landkreis Havelland,18056.0,Brandenburg,BB
12063,201612063,2016,Landkreis Havelland,19593.0,Brandenburg,BB
12064,200012064,2000,Landkreis Märkisch-Oderland,15292.0,Brandenburg,BB
12064,200512064,2005,Landkreis Märkisch-Oderland,15792.0,Brandenburg,BB
12064,200912064,2009,Landkreis Märkisch-Oderland,17271.0,Brandenburg,BB
12064,201312064,2013,Landkreis Märkisch-Oderland,18324.0,Brandenburg,BB
12064,201612064,2016,Landkreis Märkisch-Oderland,19911.0,Brandenburg,BB
12065,200012065,2000,Landkreis Oberhavel,15206.0,Brandenburg,BB
12065,200512065,2005,Landkreis Oberhavel,18554.0,Brandenburg,BB
12065,200912065,2009,Landkreis Oberhavel,19854.0,Brandenburg,BB
12065,201312065,2013,Landkreis Oberhavel,23518.0,Brandenburg,BB
12065,201612065,2016,Landkreis Oberhavel,26416.0,Brandenburg,BB
12066,200012066,2000,Landkreis Oberspreewald-Lausitz,13560.0,Brandenburg,BB
12066,200512066,2005,Landkreis Oberspreewald-Lausitz,16386.0,Brandenburg,BB
12066,200912066,2009,Landkreis Oberspreewald-Lausitz,18544.0,Brandenburg,BB
12066,201312066,2013,Landkreis Oberspreewald-Lausitz,21964.0,Brandenburg,BB
12066,201612066,2016,Landkreis Oberspreewald-Lausitz,25671.0,Brandenburg,BB
12067,200012067,2000,Landkreis Oder-Spree,17075.0,Brandenburg,BB
12067,200512067,2005,Landkreis Oder-Spree,18589.0,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,19185.0,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,22046.0,Brandenburg,BB
12067,201612067,2016,Landkreis Oder-Spree,24043.0,Brandenburg,BB
12068,200012068,2000,Landkreis Ostprignitz-Ruppin,15474.0,Brandenburg,BB
12068,200512068,2005,Landkreis Ostprignitz-Ruppin,16870.0,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,19578.0,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,22798.0,Brandenburg,BB
12068,201612068,2016,Landkreis Ostprignitz-Ruppin,25063.0,Brandenburg,BB
12069,200012069,2000,Landkreis Potsdam-Mittelmark,16371.0,Brandenburg,BB
12069,200512069,2005,Landkreis Potsdam-Mittelmark,16452.0,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,18138.0,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,21585.0,Brandenburg,BB
12069,201612069,2016,Landkreis Potsdam-Mittelmark,23939.0,Brandenburg,BB
12070,200012070,2000,Landkreis Prignitz,13649.0,Brandenburg,BB
12070,200512070,2005,Landkreis Prignitz,16493.0,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,18604.0,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,23289.0,Brandenburg,BB
12070,201612070,2016,Landkreis Prignitz,24587.0,Brandenburg,BB
12071,200012071,2000,Landkreis Spree-Neiße,17697.0,Brandenburg,BB
12071,200512071,2005,Landkreis Spree-Neiße,18523.0,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,29194.0,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,31542.0,Brandenburg,BB
12071,201612071,2016,Landkreis Spree-Neiße,30723.0,Brandenburg,BB
12072,200012072,2000,Landkreis Teltow-Fläming,21079.0,Brandenburg,BB
12072,200512072,2005,Landkreis Teltow-Fläming,26079.0,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,21231.0,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,29130.0,Brandenburg,BB
12072,201612072,2016,Landkreis Teltow-Fläming,33467.0,Brandenburg,BB
12073,200012073,2000,Landkreis Uckermark,18216.0,Brandenburg,BB
12073,200512073,2005,Landkreis Uckermark,19754.0,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,20396.0,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,25485.0,Brandenburg,BB
12073,201612073,2016,Landkreis Uckermark,27464.0,Brandenburg,BB
13001,200013001,2000,Greifswald,,Mecklenburg-Vorpommern,MV
13001,200513001,2005,Greifswald,,Mecklenburg-Vorpommern,MV
13001,200913001,2009,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,Mecklenburg-Vorpommern,MV
13001,201613001,2016,Greifswald,,Mecklenburg-Vorpommern,MV
13002,200013002,2000,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,200513002,2005,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13002,201613002,2016,Neubrandenburg,,Mecklenburg-Vorpommern,MV
13003,200013003,2000,Rostock,24500.0,Mecklenburg-Vorpommern,MV
13003,200513003,2005,Rostock,26272.0,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,29263.0,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,33209.0,Mecklenburg-Vorpommern,MV
13003,201613003,2016,Rostock,34910.0,Mecklenburg-Vorpommern,MV
13004,200013004,2000,Schwerin,25084.0,Mecklenburg-Vorpommern,MV
13004,200513004,2005,Schwerin,30081.0,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,31252.0,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,34647.0,Mecklenburg-Vorpommern,MV
13004,201613004,2016,Schwerin,36917.0,Mecklenburg-Vorpommern,MV
13005,200013005,2000,Stralsund,,Mecklenburg-Vorpommern,MV
13005,200513005,2005,Stralsund,,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,Mecklenburg-Vorpommern,MV
13005,201613005,2016,Stralsund,,Mecklenburg-Vorpommern,MV
13006,200013006,2000,Wismar,,Mecklenburg-Vorpommern,MV
13006,200513006,2005,Wismar,,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,Mecklenburg-Vorpommern,MV
13006,201613006,2016,Wismar,,Mecklenburg-Vorpommern,MV
13051,200013051,2000,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,200513051,2005,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13051,201613051,2016,Landkreis Bad Doberan,,Mecklenburg-Vorpommern,MV
13052,200013052,2000,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,200513052,2005,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13052,201613052,2016,Landkreis Demmin,,Mecklenburg-Vorpommern,MV
13053,200013053,2000,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,200513053,2005,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13053,201613053,2016,Landkreis Güstrow,,Mecklenburg-Vorpommern,MV
13054,200013054,2000,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,200513054,2005,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13054,201613054,2016,Landkreis Ludwigslust,,Mecklenburg-Vorpommern,MV
13055,200013055,2000,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,200513055,2005,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13055,201613055,2016,Landkreis Mecklenburg-Strelitz,,Mecklenburg-Vorpommern,MV
13056,200013056,2000,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,200513056,2005,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13056,201613056,2016,Landkreis Müritz,,Mecklenburg-Vorpommern,MV
13057,200013057,2000,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,200513057,2005,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13057,201613057,2016,Landkreis Nordvorpommern,,Mecklenburg-Vorpommern,MV
13058,200013058,2000,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,200513058,2005,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13058,201613058,2016,Landkreis Nordwestmecklenburg,,Mecklenburg-Vorpommern,MV
13059,200013059,2000,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,200513059,2005,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13059,201613059,2016,Landkreis Ostvorpommern,,Mecklenburg-Vorpommern,MV
13060,200013060,2000,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,200513060,2005,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13060,201613060,2016,Landkreis Parchim,,Mecklenburg-Vorpommern,MV
13061,200013061,2000,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,200513061,2005,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13061,201613061,2016,Landkreis Rügen,,Mecklenburg-Vorpommern,MV
13062,200013062,2000,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,200513062,2005,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13062,201613062,2016,Landkreis Uecker-Randow,,Mecklenburg-Vorpommern,MV
13071,200013071,2000,Landkreis Mecklenburgische Seenplatte,16702.0,Mecklenburg-Vorpommern,MV
13071,200513071,2005,Landkreis Mecklenburgische Seenplatte,18798.0,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,21260.0,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,23500.0,Mecklenburg-Vorpommern,MV
13071,201613071,2016,Landkreis Mecklenburgische Seenplatte,24894.0,Mecklenburg-Vorpommern,MV
13072,200013072,2000,Landkreis Rostock,15426.0,Mecklenburg-Vorpommern,MV
13072,200513072,2005,Landkreis Rostock,15883.0,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,18486.0,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,22012.0,Mecklenburg-Vorpommern,MV
13072,201613072,2016,Landkreis Rostock,23083.0,Mecklenburg-Vorpommern,MV
13073,200013073,2000,Landkreis Vorpommern-Rügen,14202.0,Mecklenburg-Vorpommern,MV
13073,200513073,2005,Landkreis Vorpommern-Rügen,16306.0,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,19516.0,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,21185.0,Mecklenburg-Vorpommern,MV
13073,201613073,2016,Landkreis Vorpommern-Rügen,22706.0,Mecklenburg-Vorpommern,MV
13074,200013074,2000,Landkreis Nordwestmecklenburg,14126.0,Mecklenburg-Vorpommern,MV
13074,200513074,2005,Landkreis Nordwestmecklenburg,15729.0,Mecklenburg-Vorpommern,MV
