,YearSchluessel,Year,Stadt-/Landkreis,Verfügbares Einkommen je Einwohner in EUR,LAND_NAME,LAND_ABK
8337,200208337,2002,Landkreis Waldshut,17053.0,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,17742.0,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,18999.0,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,22447.0,Baden-Württemberg,BW
8337,201608337,2016,Landkreis Waldshut,23762.0,Baden-Württemberg,BW
8415,200208415,2002,Landkreis Reutlingen,18692.0,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,19864.0,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,20516.0,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,22515.0,Baden-Württemberg,BW
8415,201608415,2016,Landkreis Reutlingen,23954.0,Baden-Württemberg,BW
8416,200208416,2002,Landkreis Tübingen,17312.0,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,18776.0,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,19225.0,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,21239.0,Baden-Württemberg,BW
8416,201608416,2016,Landkreis Tübingen,22680.0,Baden-Württemberg,BW
8417,200208417,2002,Zollernalbkreis,18791.0,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,19564.0,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,20911.0,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,23390.0,Baden-Württemberg,BW
8417,201608417,2016,Zollernalbkreis,25027.0,Baden-Württemberg,BW
8421,200208421,2002,Ulm,19638.0,Baden-Württemberg,BW
8421,200508421,2005,Ulm,21812.0,Baden-Württemberg,BW
8421,200908421,2009,Ulm,22659.0,Baden-Württemberg,BW
8421,201308421,2013,Ulm,25117.0,Baden-Württemberg,BW
8421,201608421,2016,Ulm,29641.0,Baden-Württemberg,BW
8425,200208425,2002,Alb-Donau-Kreis,17680.0,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,18175.0,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,19141.0,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,21466.0,Baden-Württemberg,BW
8425,201608425,2016,Alb-Donau-Kreis,22884.0,Baden-Württemberg,BW
8426,200208426,2002,Landkreis Biberach,16803.0,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,17680.0,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,19070.0,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,21729.0,Baden-Württemberg,BW
8426,201608426,2016,Landkreis Biberach,22970.0,Baden-Württemberg,BW
8435,200208435,2002,Bodenseekreis,18261.0,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,19992.0,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,21065.0,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,24113.0,Baden-Württemberg,BW
8435,201608435,2016,Bodenseekreis,25728.0,Baden-Württemberg,BW
8436,200208436,2002,Landkreis Ravensburg,17384.0,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,18758.0,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,19691.0,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,21791.0,Baden-Württemberg,BW
8436,201608436,2016,Landkreis Ravensburg,22966.0,Baden-Württemberg,BW
8437,200208437,2002,Landkreis Sigmaringen,15496.0,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,16917.0,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,18281.0,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,20566.0,Baden-Württemberg,BW
8437,201608437,2016,Landkreis Sigmaringen,22062.0,Baden-Württemberg,BW
9161,200209161,2002,Ingolstadt,17367.0,Bayern,BY
9161,200509161,2005,Ingolstadt,18369.0,Bayern,BY
9161,200909161,2009,Ingolstadt,19356.0,Bayern,BY
9161,201309161,2013,Ingolstadt,22277.0,Bayern,BY
9161,201609161,2016,Ingolstadt,22950.0,Bayern,BY
9162,200209162,2002,München,23715.0,Bayern,BY
9162,200509162,2005,München,24902.0,Bayern,BY
9162,200909162,2009,München,24552.0,Bayern,BY
9162,201309162,2013,München,26560.0,Bayern,BY
9162,201609162,2016,München,29685.0,Bayern,BY
9163,200209163,2002,Rosenheim,19188.0,Bayern,BY
9163,200509163,2005,Rosenheim,22184.0,Bayern,BY
9163,200909163,2009,Rosenheim,21396.0,Bayern,BY
9163,201309163,2013,Rosenheim,22001.0,Bayern,BY
9163,201609163,2016,Rosenheim,22279.0,Bayern,BY
9171,200209171,2002,Landkreis Altötting,16451.0,Bayern,BY
9171,200509171,2005,Landkreis Altötting,17972.0,Bayern,BY
9171,200909171,2009,Landkreis Altötting,19563.0,Bayern,BY
9171,201309171,2013,Landkreis Altötting,21886.0,Bayern,BY
9171,201609171,2016,Landkreis Altötting,22865.0,Bayern,BY
9172,200209172,2002,Landkreis Berchtesgadener Land,17167.0,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,17858.0,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,19185.0,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,21727.0,Bayern,BY
9172,201609172,2016,Landkreis Berchtesgadener Land,22132.0,Bayern,BY
9173,200209173,2002,Landkreis Bad Tölz-Wolfratshausen,21317.0,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,22141.0,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,23174.0,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,25448.0,Bayern,BY
9173,201609173,2016,Landkreis Bad Tölz-Wolfratshausen,25486.0,Bayern,BY
9174,200209174,2002,Landkreis Dachau,19729.0,Bayern,BY
9174,200509174,2005,Landkreis Dachau,20507.0,Bayern,BY
9174,200909174,2009,Landkreis Dachau,21320.0,Bayern,BY
9174,201309174,2013,Landkreis Dachau,23474.0,Bayern,BY
9174,201609174,2016,Landkreis Dachau,24411.0,Bayern,BY
9175,200209175,2002,Landkreis Ebersberg,21854.0,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,22916.0,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,23530.0,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,25712.0,Bayern,BY
9175,201609175,2016,Landkreis Ebersberg,26614.0,Bayern,BY
9176,200209176,2002,Landkreis Eichstätt,16520.0,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,17751.0,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,19222.0,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,22688.0,Bayern,BY
9176,201609176,2016,Landkreis Eichstätt,23779.0,Bayern,BY
9177,200209177,2002,Landkreis Erding,18055.0,Bayern,BY
9177,200509177,2005,Landkreis Erding,19252.0,Bayern,BY
9177,200909177,2009,Landkreis Erding,20430.0,Bayern,BY
9177,201309177,2013,Landkreis Erding,23314.0,Bayern,BY
9177,201609177,2016,Landkreis Erding,24172.0,Bayern,BY
9178,200209178,2002,Landkreis Freising,18787.0,Bayern,BY
9178,200509178,2005,Landkreis Freising,19578.0,Bayern,BY
9178,200909178,2009,Landkreis Freising,20199.0,Bayern,BY
9178,201309178,2013,Landkreis Freising,22431.0,Bayern,BY
9178,201609178,2016,Landkreis Freising,23210.0,Bayern,BY
9179,200209179,2002,Landkreis Fürstenfeldbruck,20718.0,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,21652.0,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,22484.0,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,24450.0,Bayern,BY
9179,201609179,2016,Landkreis Fürstenfeldbruck,25055.0,Bayern,BY
9180,200209180,2002,Landkreis Garmisch-Partenkirchen,18745.0,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,20056.0,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,21844.0,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,23055.0,Bayern,BY
9180,201609180,2016,Landkreis Garmisch-Partenkirchen,23933.0,Bayern,BY
9181,200209181,2002,Landkreis Landsberg am Lech,19450.0,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,19919.0,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,21102.0,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,23542.0,Bayern,BY
9181,201609181,2016,Landkreis Landsberg am Lech,24671.0,Bayern,BY
9182,200209182,2002,Landkreis Miesbach,22305.0,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,23951.0,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,25163.0,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,28573.0,Bayern,BY
9182,201609182,2016,Landkreis Miesbach,28017.0,Bayern,BY
9183,200209183,2002,Landkreis Mühldorf am Inn,17325.0,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,18620.0,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,19987.0,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,22542.0,Bayern,BY
9183,201609183,2016,Landkreis Mühldorf am Inn,22935.0,Bayern,BY
9184,200209184,2002,Landkreis München (Land),25206.0,Bayern,BY
9184,200509184,2005,Landkreis München (Land),26947.0,Bayern,BY
9184,200909184,2009,Landkreis München (Land),27955.0,Bayern,BY
9184,201309184,2013,Landkreis München (Land),29551.0,Bayern,BY
9184,201609184,2016,Landkreis München (Land),29891.0,Bayern,BY
9185,200209185,2002,Landkreis Neuburg-Schrobenhausen,16522.0,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,17768.0,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,19046.0,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,21549.0,Bayern,BY
9185,201609185,2016,Landkreis Neuburg-Schrobenhausen,22558.0,Bayern,BY
9186,200209186,2002,Landkreis Pfaffenhofen an der Ilm,18392.0,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,19474.0,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,20946.0,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,23436.0,Bayern,BY
9186,201609186,2016,Landkreis Pfaffenhofen an der Ilm,24891.0,Bayern,BY
9187,200209187,2002,Landkreis Rosenheim (Land),18512.0,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),20855.0,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),22189.0,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),23881.0,Bayern,BY
9187,201609187,2016,Landkreis Rosenheim (Land),24524.0,Bayern,BY
9188,200209188,2002,Landkreis Starnberg,29491.0,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,30905.0,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,32304.0,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,33902.0,Bayern,BY
9188,201609188,2016,Landkreis Starnberg,34987.0,Bayern,BY
9189,200209189,2002,Landkreis Traunstein,17485.0,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,18613.0,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,20241.0,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,22973.0,Bayern,BY
9189,201609189,2016,Landkreis Traunstein,23908.0,Bayern,BY
9190,200209190,2002,Landkreis Weilheim-Schongau,18054.0,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,19606.0,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,20876.0,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,22667.0,Bayern,BY
9190,201609190,2016,Landkreis Weilheim-Schongau,23691.0,Bayern,BY
9261,200209261,2002,Landshut,19132.0,Bayern,BY
9261,200509261,2005,Landshut,20083.0,Bayern,BY
9261,200909261,2009,Landshut,20879.0,Bayern,BY
9261,201309261,2013,Landshut,25380.0,Bayern,BY
9261,201609261,2016,Landshut,23847.0,Bayern,BY
9262,200209262,2002,Passau,17812.0,Bayern,BY
9262,200509262,2005,Passau,18550.0,Bayern,BY
9262,200909262,2009,Passau,18311.0,Bayern,BY
9262,201309262,2013,Passau,20310.0,Bayern,BY
9262,201609262,2016,Passau,20730.0,Bayern,BY
9263,200209263,2002,Straubing,17455.0,Bayern,BY
9263,200509263,2005,Straubing,19037.0,Bayern,BY
9263,200909263,2009,Straubing,19697.0,Bayern,BY
9263,201309263,2013,Straubing,21119.0,Bayern,BY
9263,201609263,2016,Straubing,21736.0,Bayern,BY
9271,200209271,2002,Landkreis Deggendorf,15549.0,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,16821.0,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,18269.0,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,20628.0,Bayern,BY
9271,201609271,2016,Landkreis Deggendorf,21776.0,Bayern,BY
9272,200209272,2002,Landkreis Freyung-Grafenau,13882.0,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,15103.0,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,16414.0,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,18990.0,Bayern,BY
9272,201609272,2016,Landkreis Freyung-Grafenau,20108.0,Bayern,BY
9273,200209273,2002,Landkreis Kehlheim,16512.0,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,17920.0,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,19331.0,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,21772.0,Bayern,BY
9273,201609273,2016,Landkreis Kehlheim,22451.0,Bayern,BY
9274,200209274,2002,Landkreis Landshut (Land),16412.0,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),17967.0,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),19764.0,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),22499.0,Bayern,BY
9274,201609274,2016,Landkreis Landshut (Land),22958.0,Bayern,BY
9275,200209275,2002,Landkreis Passau (Land),15023.0,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),16453.0,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),17770.0,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),20206.0,Bayern,BY
9275,201609275,2016,Landkreis Passau (Land),21146.0,Bayern,BY
9276,200209276,2002,Landkreis Regen,14290.0,Bayern,BY
9276,200509276,2005,Landkreis Regen,15382.0,Bayern,BY
9276,200909276,2009,Landkreis Regen,16880.0,Bayern,BY
9276,201309276,2013,Landkreis Regen,19376.0,Bayern,BY
9276,201609276,2016,Landkreis Regen,20464.0,Bayern,BY
9277,200209277,2002,Landkreis Rottal-Inn,15639.0,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,17174.0,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,18576.0,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,21154.0,Bayern,BY
9277,201609277,2016,Landkreis Rottal-Inn,22109.0,Bayern,BY
9278,200209278,2002,Landkreis Straubing-Bogen,15044.0,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,16634.0,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,17986.0,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,20960.0,Bayern,BY
9278,201609278,2016,Landkreis Straubing-Bogen,21801.0,Bayern,BY
9279,200209279,2002,Landkreis Dingolfing-Landau,16436.0,Bayern,BY
9279,200509279,2005,Landkreis Dingolfing-Landau,17678.0,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,19008.0,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,22261.0,Bayern,BY
9279,201609279,2016,Landkreis Dingolfing-Landau,23052.0,Bayern,BY
9361,200209361,2002,Amberg,16856.0,Bayern,BY
9361,200509361,2005,Amberg,18169.0,Bayern,BY
9361,200909361,2009,Amberg,19278.0,Bayern,BY
9361,201309361,2013,Amberg,20736.0,Bayern,BY
9361,201609361,2016,Amberg,21583.0,Bayern,BY
9362,200209362,2002,Regensburg,18760.0,Bayern,BY
9362,200509362,2005,Regensburg,19416.0,Bayern,BY
9362,200909362,2009,Regensburg,19878.0,Bayern,BY
9362,201309362,2013,Regensburg,21217.0,Bayern,BY
9362,201609362,2016,Regensburg,21866.0,Bayern,BY
9363,200209363,2002,Weiden in der Oberpfalz,17767.0,Bayern,BY
9363,200509363,2005,Weiden in der Oberpfalz,17950.0,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,18317.0,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,19982.0,Bayern,BY
9363,201609363,2016,Weiden in der Oberpfalz,20818.0,Bayern,BY
9371,200209371,2002,Landkreis Amberg-Sulzbach,14814.0,Bayern,BY
9371,200509371,2005,Landkreis Amberg-Sulzbach,15954.0,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,17136.0,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,20257.0,Bayern,BY
9371,201609371,2016,Landkreis Amberg-Sulzbach,21427.0,Bayern,BY
9372,200209372,2002,Landkreis Cham,14595.0,Bayern,BY
9372,200509372,2005,Landkreis Cham,15933.0,Bayern,BY
9372,200909372,2009,Landkreis Cham,17575.0,Bayern,BY
9372,201309372,2013,Landkreis Cham,20024.0,Bayern,BY
9372,201609372,2016,Landkreis Cham,21238.0,Bayern,BY
9373,200209373,2002,Landkreis Neumarkt in der Oberpfalz,16714.0,Bayern,BY
9373,200509373,2005,Landkreis Neumarkt in der Oberpfalz,17679.0,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,18926.0,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,21848.0,Bayern,BY
9373,201609373,2016,Landkreis Neumarkt in der Oberpfalz,22950.0,Bayern,BY
9374,200209374,2002,Landkreis Neustadt an der Waldnaab,16104.0,Bayern,BY
9374,200509374,2005,Landkreis Neustadt an der Waldnaab,16409.0,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,16968.0,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,19507.0,Bayern,BY
9374,201609374,2016,Landkreis Neustadt an der Waldnaab,21083.0,Bayern,BY
9375,200209375,2002,Landkreis Regensburg (Land),17256.0,Bayern,BY
9375,200509375,2005,Landkreis Regensburg (Land),18102.0,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),19219.0,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),21817.0,Bayern,BY
9375,201609375,2016,Landkreis Regensburg (Land),23001.0,Bayern,BY
9376,200209376,2002,Landkreis Schwandorf,15183.0,Bayern,BY
9376,200509376,2005,Landkreis Schwandorf,16242.0,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,17488.0,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,20270.0,Bayern,BY
9376,201609376,2016,Landkreis Schwandorf,20927.0,Bayern,BY
9377,200209377,2002,Landkreis Tirschenreuth,14585.0,Bayern,BY
9377,200509377,2005,Landkreis Tirschenreuth,15628.0,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,17334.0,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,19740.0,Bayern,BY
9377,201609377,2016,Landkreis Tirschenreuth,21082.0,Bayern,BY
9461,200209461,2002,Bamberg,17518.0,Bayern,BY
9461,200509461,2005,Bamberg,18005.0,Bayern,BY
9461,200909461,2009,Bamberg,18636.0,Bayern,BY
9461,201309461,2013,Bamberg,20420.0,Bayern,BY
9461,201609461,2016,Bamberg,21031.0,Bayern,BY
9462,200209462,2002,Bayreuth,17071.0,Bayern,BY
9462,200509462,2005,Bayreuth,18659.0,Bayern,BY
9462,200909462,2009,Bayreuth,19691.0,Bayern,BY
9462,201309462,2013,Bayreuth,20283.0,Bayern,BY
9462,201609462,2016,Bayreuth,20905.0,Bayern,BY
9463,200209463,2002,Coburg,18701.0,Bayern,BY
9463,200509463,2005,Coburg,20444.0,Bayern,BY
9463,200909463,2009,Coburg,21526.0,Bayern,BY
9463,201309463,2013,Coburg,23320.0,Bayern,BY
9463,201609463,2016,Coburg,23911.0,Bayern,BY
9464,200209464,2002,Hof,16116.0,Bayern,BY
9464,200509464,2005,Hof,17004.0,Bayern,BY
9464,200909464,2009,Hof,17917.0,Bayern,BY
9464,201309464,2013,Hof,19429.0,Bayern,BY
9464,201609464,2016,Hof,19957.0,Bayern,BY
9471,200209471,2002,Landkreis Bamberg (Land),15728.0,Bayern,BY
9471,200509471,2005,Landkreis Bamberg (Land),17011.0,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),18829.0,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),21320.0,Bayern,BY
9471,201609471,2016,Landkreis Bamberg (Land),22646.0,Bayern,BY
9472,200209472,2002,Landkreis Bayreuth (Land),15294.0,Bayern,BY
9472,200509472,2005,Landkreis Bayreuth (Land),16492.0,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),18176.0,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),20003.0,Bayern,BY
9472,201609472,2016,Landkreis Bayreuth (Land),21512.0,Bayern,BY
9473,200209473,2002,Landkreis Coburg (Land),18051.0,Bayern,BY
9473,200509473,2005,Landkreis Coburg (Land),19235.0,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),21351.0,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),24987.0,Bayern,BY
9473,201609473,2016,Landkreis Coburg (Land),25069.0,Bayern,BY
9474,200209474,2002,Landkreis Forchheim,17626.0,Bayern,BY
9474,200509474,2005,Landkreis Forchheim,18184.0,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,19452.0,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,21961.0,Bayern,BY
9474,201609474,2016,Landkreis Forchheim,23187.0,Bayern,BY
9475,200209475,2002,Landkreis Hof (Land),17872.0,Bayern,BY
9475,200509475,2005,Landkreis Hof (Land),17688.0,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),18103.0,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),20109.0,Bayern,BY
9475,201609475,2016,Landkreis Hof (Land),21358.0,Bayern,BY
9476,200209476,2002,Landkreis Kronach,17328.0,Bayern,BY
9476,200509476,2005,Landkreis Kronach,19228.0,Bayern,BY
9476,200909476,2009,Landkreis Kronach,20742.0,Bayern,BY
9476,201309476,2013,Landkreis Kronach,20834.0,Bayern,BY
9476,201609476,2016,Landkreis Kronach,22102.0,Bayern,BY
9477,200209477,2002,Landkreis Kulmbach,17039.0,Bayern,BY
9477,200509477,2005,Landkreis Kulmbach,17645.0,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,18555.0,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,21363.0,Bayern,BY
9477,201609477,2016,Landkreis Kulmbach,22462.0,Bayern,BY
9478,200209478,2002,Landkreis Lichtenfels,16357.0,Bayern,BY
9478,200509478,2005,Landkreis Lichtenfels,16921.0,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,18310.0,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,20047.0,Bayern,BY
9478,201609478,2016,Landkreis Lichtenfels,21156.0,Bayern,BY
9479,200209479,2002,Landkreis Wunsiedel im Fichtelgebirge,15693.0,Bayern,BY
9479,200509479,2005,Landkreis Wunsiedel im Fichtelgebirge,16899.0,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,18762.0,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,20995.0,Bayern,BY
9479,201609479,2016,Landkreis Wunsiedel im Fichtelgebirge,22111.0,Bayern,BY
9561,200209561,2002,Ansbach,18212.0,Bayern,BY
9561,200509561,2005,Ansbach,18395.0,Bayern,BY
9561,200909561,2009,Ansbach,18379.0,Bayern,BY
9561,201309561,2013,Ansbach,20129.0,Bayern,BY
9561,201609561,2016,Ansbach,20737.0,Bayern,BY
9562,200209562,2002,Erlangen,19692.0,Bayern,BY
9562,200509562,2005,Erlangen,20176.0,Bayern,BY
9562,200909562,2009,Erlangen,20943.0,Bayern,BY
9562,201309562,2013,Erlangen,23273.0,Bayern,BY
9562,201609562,2016,Erlangen,23528.0,Bayern,BY
9563,200209563,2002,Fürth,20455.0,Bayern,BY
9563,200509563,2005,Fürth,21738.0,Bayern,BY
9563,200909563,2009,Fürth,21759.0,Bayern,BY
9563,201309563,2013,Fürth,23338.0,Bayern,BY
9563,201609563,2016,Fürth,23061.0,Bayern,BY
9564,200209564,2002,Nürnberg,18734.0,Bayern,BY
9564,200509564,2005,Nürnberg,19301.0,Bayern,BY
9564,200909564,2009,Nürnberg,20172.0,Bayern,BY
9564,201309564,2013,Nürnberg,21011.0,Bayern,BY
9564,201609564,2016,Nürnberg,21785.0,Bayern,BY
9565,200209565,2002,Schwabach,19647.0,Bayern,BY
9565,200509565,2005,Schwabach,20124.0,Bayern,BY
9565,200909565,2009,Schwabach,21773.0,Bayern,BY
9565,201309565,2013,Schwabach,24157.0,Bayern,BY
9565,201609565,2016,Schwabach,25418.0,Bayern,BY
9571,200209571,2002,Landkreis Ansbach (Land),15671.0,Bayern,BY
9571,200509571,2005,Landkreis Ansbach (Land),16706.0,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),18826.0,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),21525.0,Bayern,BY
9571,201609571,2016,Landkreis Ansbach (Land),22629.0,Bayern,BY
9572,200209572,2002,Landkreis Erlangen-Höchstadt,19958.0,Bayern,BY
9572,200509572,2005,Landkreis Erlangen-Höchstadt,22608.0,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,22569.0,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,23843.0,Bayern,BY
9572,201609572,2016,Landkreis Erlangen-Höchstadt,25135.0,Bayern,BY
9573,200209573,2002,Landkreis Fürth (Land),19378.0,Bayern,BY
9573,200509573,2005,Landkreis Fürth (Land),20404.0,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),21294.0,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),23065.0,Bayern,BY
9573,201609573,2016,Landkreis Fürth (Land),24337.0,Bayern,BY
9574,200209574,2002,Landkreis Nürnberger Land,20157.0,Bayern,BY
9574,200509574,2005,Landkreis Nürnberger Land,21245.0,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,22399.0,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,23957.0,Bayern,BY
9574,201609574,2016,Landkreis Nürnberger Land,24993.0,Bayern,BY
9575,200209575,2002,Landkreis Neustadt an der Aisch-Bad Windsheim,15950.0,Bayern,BY
9575,200509575,2005,Landkreis Neustadt an der Aisch-Bad Windsheim,16956.0,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,18431.0,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,21036.0,Bayern,BY
9575,201609575,2016,Landkreis Neustadt an der Aisch-Bad Windsheim,22380.0,Bayern,BY
9576,200209576,2002,Landkreis Roth,17785.0,Bayern,BY
9576,200509576,2005,Landkreis Roth,18586.0,Bayern,BY
