,YearSchluessel,Year,Stadt-/Landkreis,Wanderungssaldo je 10 000: Männer 18 bis 29 Jahre,Wanderungssaldo je 10.000: Frauen 18 bis 29 Jahre,LAND_NAME,LAND_ABK
9188,200909188,2009,Landkreis Starnberg,-63.1,-50.1,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,142.6,193.60000000000002,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,-70.3,-69.8,Bayern,BY
9189,200209189,2002,Landkreis Traunstein,5.4,65.5,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,-27.900000000000002,19.6,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,-23.5,-36.4,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,57.300000000000004,-7.300000000000001,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,-90.7,63.1,Bayern,BY
9190,200209190,2002,Landkreis Weilheim-Schongau,25.3,133.20000000000002,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,5.800000000000001,12.0,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,-75.7,-113.80000000000001,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,147.3,-21.8,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,-142.3,-83.2,Bayern,BY
9261,200209261,2002,Landshut,404.6,443.70000000000005,Bayern,BY
9261,200509261,2005,Landshut,566.8000000000001,656.4000000000001,Bayern,BY
9261,200909261,2009,Landshut,333.20000000000005,162.70000000000002,Bayern,BY
9261,201309261,2013,Landshut,712.9000000000001,647.9000000000001,Bayern,BY
9261,201709261,2017,Landshut,693.0,513.9,Bayern,BY
9262,200209262,2002,Passau,95.10000000000001,394.70000000000005,Bayern,BY
9262,200509262,2005,Passau,353.5,456.70000000000005,Bayern,BY
9262,200909262,2009,Passau,155.10000000000002,214.3,Bayern,BY
9262,201309262,2013,Passau,659.7,682.4000000000001,Bayern,BY
9262,201709262,2017,Passau,829.8000000000001,517.7,Bayern,BY
9263,200209263,2002,Straubing,99.60000000000001,225.3,Bayern,BY
9263,200509263,2005,Straubing,176.8,-22.5,Bayern,BY
9263,200909263,2009,Straubing,321.6,194.60000000000002,Bayern,BY
9263,201309263,2013,Straubing,549.3000000000001,388.3,Bayern,BY
9263,201709263,2017,Straubing,621.9000000000001,298.6,Bayern,BY
9271,200209271,2002,Landkreis Deggendorf,-29.400000000000002,90.10000000000001,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,16.7,,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,-64.10000000000001,-99.5,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,203.4,125.80000000000001,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,377.8,146.9,Bayern,BY
9272,200209272,2002,Landkreis Freyung-Grafenau,-125.10000000000001,-130.20000000000002,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,-164.9,-176.70000000000002,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,-157.8,-230.3,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,-42.400000000000006,-128.1,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,-82.4,-66.4,Bayern,BY
9273,200209273,2002,Landkreis Kehlheim,81.5,78.60000000000001,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,-74.2,-38.0,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,-79.30000000000001,-90.7,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,272.5,46.400000000000006,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,74.5,91.7,Bayern,BY
9274,200209274,2002,Landkreis Landshut (Land),70.10000000000001,119.2,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),-60.1,-68.4,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),-179.3,-182.60000000000002,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),140.3,-29.900000000000002,Bayern,BY
9274,201709274,2017,Landkreis Landshut (Land),9.3,80.60000000000001,Bayern,BY
9275,200209275,2002,Landkreis Passau (Land),-78.0,-11.700000000000001,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),-52.300000000000004,-101.60000000000001,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),-84.7,-77.7,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),64.60000000000001,-15.100000000000001,Bayern,BY
9275,201709275,2017,Landkreis Passau (Land),112.0,26.5,Bayern,BY
9276,200209276,2002,Landkreis Regen,-19.5,-31.0,Bayern,BY
9276,200509276,2005,Landkreis Regen,-139.0,-203.20000000000002,Bayern,BY
9276,200909276,2009,Landkreis Regen,-54.6,-97.0,Bayern,BY
9276,201309276,2013,Landkreis Regen,105.7,-71.2,Bayern,BY
9276,201709276,2017,Landkreis Regen,-57.1,35.300000000000004,Bayern,BY
9277,200209277,2002,Landkreis Rottal-Inn,-21.900000000000002,2.6,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,-66.4,-154.20000000000002,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,-21.6,-161.3,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,115.9,9.200000000000001,Bayern,BY
9277,201709277,2017,Landkreis Rottal-Inn,158.4,117.9,Bayern,BY
9278,200209278,2002,Landkreis Straubing-Bogen,39.6,70.4,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,-164.4,-122.7,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,-116.4,-158.20000000000002,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,167.4,-58.300000000000004,Bayern,BY
9278,201709278,2017,Landkreis Straubing-Bogen,27.200000000000003,-35.1,Bayern,BY
9279,200209279,2002,Landkreis Dingolfing-Landau,122.80000000000001,92.80000000000001,Bayern,BY
9279,200509279,2005,Landkreis Dingolfing-Landau,-149.6,-84.10000000000001,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,-98.9,-148.1,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,573.2,178.0,Bayern,BY
9279,201709279,2017,Landkreis Dingolfing-Landau,67.2,141.4,Bayern,BY
9361,200209361,2002,Amberg,199.20000000000002,40.7,Bayern,BY
9361,200509361,2005,Amberg,202.9,13.200000000000001,Bayern,BY
9361,200909361,2009,Amberg,-104.60000000000001,-155.10000000000002,Bayern,BY
9361,201309361,2013,Amberg,101.7,140.6,Bayern,BY
9361,201709361,2017,Amberg,-179.0,-7.300000000000001,Bayern,BY
9362,200209362,2002,Regensburg,614.9000000000001,703.2,Bayern,BY
9362,200509362,2005,Regensburg,602.2,684.1,Bayern,BY
9362,200909362,2009,Regensburg,542.6,593.0,Bayern,BY
9362,201309362,2013,Regensburg,820.0,687.5,Bayern,BY
9362,201709362,2017,Regensburg,718.3000000000001,714.5,Bayern,BY
9363,200209363,2002,Weiden in der Oberpfalz,-35.7,134.4,Bayern,BY
9363,200509363,2005,Weiden in der Oberpfalz,153.1,-141.20000000000002,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,122.0,234.8,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,117.4,221.70000000000002,Bayern,BY
9363,201709363,2017,Weiden in der Oberpfalz,286.40000000000003,147.9,Bayern,BY
9371,200209371,2002,Landkreis Amberg-Sulzbach,-43.400000000000006,81.10000000000001,Bayern,BY
9371,200509371,2005,Landkreis Amberg-Sulzbach,-201.0,-205.60000000000002,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,-102.7,-215.20000000000002,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,-12.100000000000001,-147.20000000000002,Bayern,BY
9371,201709371,2017,Landkreis Amberg-Sulzbach,-88.0,-152.0,Bayern,BY
9372,200209372,2002,Landkreis Cham,13.8,-16.7,Bayern,BY
9372,200509372,2005,Landkreis Cham,-99.30000000000001,-129.4,Bayern,BY
9372,200909372,2009,Landkreis Cham,-26.200000000000003,-199.3,Bayern,BY
9372,201309372,2013,Landkreis Cham,-28.6,11.9,Bayern,BY
9372,201709372,2017,Landkreis Cham,171.9,-22.900000000000002,Bayern,BY
9373,200209373,2002,Landkreis Neumarkt in der Oberpfalz,71.5,5.800000000000001,Bayern,BY
9373,200509373,2005,Landkreis Neumarkt in der Oberpfalz,-160.0,-84.60000000000001,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,-1.1,-194.4,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,78.5,-81.80000000000001,Bayern,BY
9373,201709373,2017,Landkreis Neumarkt in der Oberpfalz,55.2,33.5,Bayern,BY
9374,200209374,2002,Landkreis Neustadt an der Waldnaab,19.400000000000002,-59.0,Bayern,BY
9374,200509374,2005,Landkreis Neustadt an der Waldnaab,-143.3,-114.10000000000001,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,-199.8,-278.0,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,-173.60000000000002,-117.30000000000001,Bayern,BY
9374,201709374,2017,Landkreis Neustadt an der Waldnaab,-111.60000000000001,-8.200000000000001,Bayern,BY
9375,200209375,2002,Landkreis Regensburg (Land),88.7,112.7,Bayern,BY
9375,200509375,2005,Landkreis Regensburg (Land),24.0,-64.0,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),-89.30000000000001,-26.400000000000002,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),-0.8,-12.600000000000001,Bayern,BY
9375,201709375,2017,Landkreis Regensburg (Land),146.3,6.7,Bayern,BY
9376,200209376,2002,Landkreis Schwandorf,-29.900000000000002,86.10000000000001,Bayern,BY
9376,200509376,2005,Landkreis Schwandorf,-37.9,-38.1,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,-19.400000000000002,-40.800000000000004,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,74.60000000000001,-13.8,Bayern,BY
9376,201709376,2017,Landkreis Schwandorf,149.5,101.60000000000001,Bayern,BY
9377,200209377,2002,Landkreis Tirschenreuth,-154.5,-148.8,Bayern,BY
9377,200509377,2005,Landkreis Tirschenreuth,-206.0,-249.70000000000002,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,-220.10000000000002,-168.20000000000002,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,-159.9,-184.20000000000002,Bayern,BY
9377,201709377,2017,Landkreis Tirschenreuth,-77.60000000000001,-144.70000000000002,Bayern,BY
9461,200209461,2002,Bamberg,552.1,375.0,Bayern,BY
9461,200509461,2005,Bamberg,325.40000000000003,515.1,Bayern,BY
9461,200909461,2009,Bamberg,307.0,362.0,Bayern,BY
9461,201309461,2013,Bamberg,578.1,382.6,Bayern,BY
9461,201709461,2017,Bamberg,736.5,443.3,Bayern,BY
9462,200209462,2002,Bayreuth,339.5,248.8,Bayern,BY
9462,200509462,2005,Bayreuth,40.800000000000004,69.7,Bayern,BY
9462,200909462,2009,Bayreuth,180.0,173.5,Bayern,BY
9462,201309462,2013,Bayreuth,495.40000000000003,343.5,Bayern,BY
9462,201709462,2017,Bayreuth,597.5,462.90000000000003,Bayern,BY
9463,200209463,2002,Coburg,46.400000000000006,-52.5,Bayern,BY
9463,200509463,2005,Coburg,211.5,-17.5,Bayern,BY
9463,200909463,2009,Coburg,140.6,157.10000000000002,Bayern,BY
9463,201309463,2013,Coburg,364.70000000000005,143.4,Bayern,BY
9463,201709463,2017,Coburg,508.1,302.3,Bayern,BY
9464,200209464,2002,Hof,-107.30000000000001,-204.9,Bayern,BY
9464,200509464,2005,Hof,-77.5,-66.2,Bayern,BY
9464,200909464,2009,Hof,-9.1,-28.700000000000003,Bayern,BY
9464,201309464,2013,Hof,379.70000000000005,45.300000000000004,Bayern,BY
9464,201709464,2017,Hof,442.70000000000005,416.3,Bayern,BY
9471,200209471,2002,Landkreis Bamberg (Land),-44.0,27.5,Bayern,BY
9471,200509471,2005,Landkreis Bamberg (Land),-41.1,-172.9,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),-158.0,-133.20000000000002,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),32.800000000000004,-47.7,Bayern,BY
9471,201709471,2017,Landkreis Bamberg (Land),-121.80000000000001,28.0,Bayern,BY
9472,200209472,2002,Landkreis Bayreuth (Land),-86.30000000000001,-61.6,Bayern,BY
9472,200509472,2005,Landkreis Bayreuth (Land),-152.8,-140.9,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),-93.5,-147.9,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),-67.3,-136.70000000000002,Bayern,BY
9472,201709472,2017,Landkreis Bayreuth (Land),-199.5,-102.30000000000001,Bayern,BY
9473,200209473,2002,Landkreis Coburg (Land),-125.5,73.0,Bayern,BY
9473,200509473,2005,Landkreis Coburg (Land),-184.60000000000002,-120.30000000000001,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),-68.0,-135.1,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),-118.80000000000001,-250.0,Bayern,BY
9473,201709473,2017,Landkreis Coburg (Land),-135.8,-52.5,Bayern,BY
9474,200209474,2002,Landkreis Forchheim,25.1,31.400000000000002,Bayern,BY
9474,200509474,2005,Landkreis Forchheim,-105.5,-38.5,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,-140.8,-101.10000000000001,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,-91.9,-133.5,Bayern,BY
9474,201709474,2017,Landkreis Forchheim,9.700000000000001,-112.30000000000001,Bayern,BY
9475,200209475,2002,Landkreis Hof (Land),-175.0,-147.6,Bayern,BY
9475,200509475,2005,Landkreis Hof (Land),-226.60000000000002,-255.3,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),-217.4,-305.3,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),-176.5,-272.8,Bayern,BY
9475,201709475,2017,Landkreis Hof (Land),-18.1,-183.4,Bayern,BY
9476,200209476,2002,Landkreis Kronach,-107.4,-174.3,Bayern,BY
9476,200509476,2005,Landkreis Kronach,-238.3,-239.60000000000002,Bayern,BY
9476,200909476,2009,Landkreis Kronach,-191.10000000000002,-259.7,Bayern,BY
9476,201309476,2013,Landkreis Kronach,-212.70000000000002,-248.5,Bayern,BY
9476,201709476,2017,Landkreis Kronach,-74.9,-78.4,Bayern,BY
9477,200209477,2002,Landkreis Kulmbach,-232.5,-153.0,Bayern,BY
9477,200509477,2005,Landkreis Kulmbach,-104.60000000000001,-120.0,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,-130.3,-187.10000000000002,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,-129.8,-31.3,Bayern,BY
9477,201709477,2017,Landkreis Kulmbach,137.20000000000002,24.8,Bayern,BY
9478,200209478,2002,Landkreis Lichtenfels,-12.3,2.1,Bayern,BY
9478,200509478,2005,Landkreis Lichtenfels,-115.0,-167.20000000000002,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,-87.30000000000001,-174.60000000000002,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,-133.20000000000002,-102.9,Bayern,BY
9478,201709478,2017,Landkreis Lichtenfels,4.3,65.5,Bayern,BY
9479,200209479,2002,Landkreis Wunsiedel im Fichtelgebirge,-291.90000000000003,-166.10000000000002,Bayern,BY
9479,200509479,2005,Landkreis Wunsiedel im Fichtelgebirge,-372.8,-256.7,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,-251.60000000000002,-215.5,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,-42.2,-325.8,Bayern,BY
9479,201709479,2017,Landkreis Wunsiedel im Fichtelgebirge,44.1,112.60000000000001,Bayern,BY
9561,200209561,2002,Ansbach,295.8,222.9,Bayern,BY
9561,200509561,2005,Ansbach,322.8,89.10000000000001,Bayern,BY
9561,200909561,2009,Ansbach,33.9,197.20000000000002,Bayern,BY
9561,201309561,2013,Ansbach,221.4,438.3,Bayern,BY
9561,201709561,2017,Ansbach,177.9,90.7,Bayern,BY
9562,200209562,2002,Erlangen,498.1,457.70000000000005,Bayern,BY
9562,200509562,2005,Erlangen,629.4000000000001,490.5,Bayern,BY
9562,200909562,2009,Erlangen,602.3000000000001,561.2,Bayern,BY
9562,201309562,2013,Erlangen,527.8000000000001,380.6,Bayern,BY
9562,201709562,2017,Erlangen,775.2,485.0,Bayern,BY
9563,200209563,2002,Fürth,246.3,307.20000000000005,Bayern,BY
9563,200509563,2005,Fürth,359.1,482.8,Bayern,BY
9563,200909563,2009,Fürth,180.70000000000002,282.3,Bayern,BY
9563,201309563,2013,Fürth,547.0,450.0,Bayern,BY
9563,201709563,2017,Fürth,342.6,328.70000000000005,Bayern,BY
9564,200209564,2002,Nürnberg,401.8,458.5,Bayern,BY
9564,200509564,2005,Nürnberg,639.2,802.6,Bayern,BY
9564,200909564,2009,Nürnberg,404.40000000000003,368.6,Bayern,BY
9564,201309564,2013,Nürnberg,551.9,572.8000000000001,Bayern,BY
9564,201709564,2017,Nürnberg,447.0,394.20000000000005,Bayern,BY
9565,200209565,2002,Schwabach,235.9,156.3,Bayern,BY
9565,200509565,2005,Schwabach,149.3,71.4,Bayern,BY
9565,200909565,2009,Schwabach,-93.80000000000001,49.1,Bayern,BY
9565,201309565,2013,Schwabach,143.8,87.2,Bayern,BY
9565,201709565,2017,Schwabach,-71.7,-85.0,Bayern,BY
9571,200209571,2002,Landkreis Ansbach (Land),-93.9,-79.7,Bayern,BY
9571,200509571,2005,Landkreis Ansbach (Land),-215.0,-228.5,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),-110.10000000000001,-184.20000000000002,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),-10.600000000000001,-119.80000000000001,Bayern,BY
9571,201709571,2017,Landkreis Ansbach (Land),12.100000000000001,29.0,Bayern,BY
9572,200209572,2002,Landkreis Erlangen-Höchstadt,-53.400000000000006,13.3,Bayern,BY
9572,200509572,2005,Landkreis Erlangen-Höchstadt,-91.0,-204.9,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,-172.70000000000002,-167.0,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,-147.70000000000002,-28.900000000000002,Bayern,BY
9572,201709572,2017,Landkreis Erlangen-Höchstadt,-150.6,-143.9,Bayern,BY
9573,200209573,2002,Landkreis Fürth (Land),44.0,147.6,Bayern,BY
9573,200509573,2005,Landkreis Fürth (Land),-239.0,-188.0,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),-144.70000000000002,-8.8,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),-133.8,-53.7,Bayern,BY
9573,201709573,2017,Landkreis Fürth (Land),-193.3,-39.1,Bayern,BY
9574,200209574,2002,Landkreis Nürnberger Land,-37.800000000000004,17.900000000000002,Bayern,BY
9574,200509574,2005,Landkreis Nürnberger Land,-200.0,-158.5,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,-180.10000000000002,-161.20000000000002,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,-6.6000000000000005,-104.80000000000001,Bayern,BY
9574,201709574,2017,Landkreis Nürnberger Land,-3.6,8.1,Bayern,BY
9575,200209575,2002,Landkreis Neustadt an der Aisch-Bad Windsheim,-10.4,-40.5,Bayern,BY
9575,200509575,2005,Landkreis Neustadt an der Aisch-Bad Windsheim,-163.8,-131.8,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,-181.20000000000002,-221.70000000000002,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,-200.20000000000002,-138.6,Bayern,BY
9575,201709575,2017,Landkreis Neustadt an der Aisch-Bad Windsheim,51.1,-44.400000000000006,Bayern,BY
9576,200209576,2002,Landkreis Roth,-66.5,-89.10000000000001,Bayern,BY
9576,200509576,2005,Landkreis Roth,-108.5,-114.7,Bayern,BY
9576,200909576,2009,Landkreis Roth,-117.60000000000001,-174.0,Bayern,BY
9576,201309576,2013,Landkreis Roth,-92.7,-87.0,Bayern,BY
9576,201709576,2017,Landkreis Roth,-142.1,-70.5,Bayern,BY
9577,200209577,2002,Landkreis Weißenburg-Gunzenhausen,21.6,19.700000000000003,Bayern,BY
9577,200509577,2005,Landkreis Weißenburg-Gunzenhausen,-206.20000000000002,-207.4,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,-209.20000000000002,-159.8,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,-53.0,-95.5,Bayern,BY
9577,201709577,2017,Landkreis Weißenburg-Gunzenhausen,-76.5,-46.6,Bayern,BY
9661,200209661,2002,Aschaffenburg,328.90000000000003,249.0,Bayern,BY
9661,200509661,2005,Aschaffenburg,95.60000000000001,142.8,Bayern,BY
9661,200909661,2009,Aschaffenburg,162.20000000000002,269.8,Bayern,BY
9661,201309661,2013,Aschaffenburg,501.70000000000005,356.8,Bayern,BY
9661,201709661,2017,Aschaffenburg,591.6,348.5,Bayern,BY
9662,200209662,2002,Schweinfurt,320.3,82.60000000000001,Bayern,BY
9662,200509662,2005,Schweinfurt,166.60000000000002,115.0,Bayern,BY
9662,200909662,2009,Schweinfurt,144.8,103.4,Bayern,BY
9662,201309662,2013,Schweinfurt,180.9,10.600000000000001,Bayern,BY
9662,201709662,2017,Schweinfurt,843.7,242.20000000000002,Bayern,BY
9663,200209663,2002,Würzburg,803.5,848.3000000000001,Bayern,BY
9663,200509663,2005,Würzburg,636.7,587.4,Bayern,BY
9663,200909663,2009,Würzburg,405.40000000000003,236.0,Bayern,BY
9663,201309663,2013,Würzburg,463.0,303.0,Bayern,BY
9663,201709663,2017,Würzburg,636.5,450.0,Bayern,BY
9671,200209671,2002,Landkreis Aschaffenburg (Land),-95.4,16.6,Bayern,BY
9671,200509671,2005,Landkreis Aschaffenburg (Land),-141.3,-124.9,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),-133.5,-186.5,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),-41.800000000000004,-38.400000000000006,Bayern,BY
9671,201709671,2017,Landkreis Aschaffenburg (Land),-153.20000000000002,-50.5,Bayern,BY
9672,200209672,2002,Landkreis Bad Kissingen,-174.0,-119.80000000000001,Bayern,BY
9672,200509672,2005,Landkreis Bad Kissingen,-191.20000000000002,-404.20000000000005,Bayern,BY
9672,200909672,2009,Landkreis Bad Kissingen,-179.60000000000002,-209.9,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,-61.1,-129.4,Bayern,BY
9672,201709672,2017,Landkreis Bad Kissingen,-164.0,16.2,Bayern,BY
9673,200209673,2002,Landkreis Rhön-Grabfeld,-89.10000000000001,-136.3,Bayern,BY
9673,200509673,2005,Landkreis Rhön-Grabfeld,-309.40000000000003,-309.6,Bayern,BY
9673,200909673,2009,Landkreis Rhön-Grabfeld,-241.0,-264.90000000000003,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,-137.5,-250.70000000000002,Bayern,BY
9673,201709673,2017,Landkreis Rhön-Grabfeld,-192.9,-220.60000000000002,Bayern,BY
9674,200209674,2002,Landkreis Haßberge,-43.1,-129.70000000000002,Bayern,BY
9674,200509674,2005,Landkreis Haßberge,-65.0,-212.8,Bayern,BY
9674,200909674,2009,Landkreis Haßberge,-211.8,-150.4,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,-121.5,-139.70000000000002,Bayern,BY
9674,201709674,2017,Landkreis Haßberge,-121.10000000000001,-134.9,Bayern,BY
9675,200209675,2002,Landkreis Kitzingen,-38.6,95.7,Bayern,BY
9675,200509675,2005,Landkreis Kitzingen,-8.1,-58.400000000000006,Bayern,BY
9675,200909675,2009,Landkreis Kitzingen,-78.80000000000001,-96.30000000000001,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,-16.900000000000002,-20.400000000000002,Bayern,BY
9675,201709675,2017,Landkreis Kitzingen,104.7,-3.4000000000000004,Bayern,BY
9676,200209676,2002,Landkreis Miltenberg,-103.4,-6.9,Bayern,BY
9676,200509676,2005,Landkreis Miltenberg,-107.60000000000001,-112.9,Bayern,BY
9676,200909676,2009,Landkreis Miltenberg,-133.5,-229.10000000000002,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,-145.8,-94.7,Bayern,BY
9676,201709676,2017,Landkreis Miltenberg,-74.7,-98.80000000000001,Bayern,BY
9677,200209677,2002,Landkreis Main-Spessart,-13.700000000000001,-174.20000000000002,Bayern,BY
9677,200509677,2005,Landkreis Main-Spessart,-208.8,-279.1,Bayern,BY
9677,200909677,2009,Landkreis Main-Spessart,-213.5,-229.60000000000002,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,-75.5,-117.80000000000001,Bayern,BY
9677,201709677,2017,Landkreis Main-Spessart,-35.0,-107.80000000000001,Bayern,BY
9678,200209678,2002,Landkreis Schweinfurt (Land),-100.80000000000001,-57.0,Bayern,BY
9678,200509678,2005,Landkreis Schweinfurt (Land),-283.1,-173.8,Bayern,BY
9678,200909678,2009,Landkreis Schweinfurt (Land),-154.60000000000002,-268.8,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),24.700000000000003,-25.8,Bayern,BY
9678,201709678,2017,Landkreis Schweinfurt (Land),-67.0,-96.4,Bayern,BY
9679,200209679,2002,Landkreis Würzburg (Land),91.80000000000001,31.700000000000003,Bayern,BY
9679,200509679,2005,Landkreis Würzburg (Land),-113.7,60.2,Bayern,BY
9679,200909679,2009,Landkreis Würzburg (Land),-142.5,-87.10000000000001,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),34.9,-10.5,Bayern,BY
9679,201709679,2017,Landkreis Würzburg (Land),-77.0,-132.4,Bayern,BY
9761,200209761,2002,Augsburg,318.70000000000005,446.0,Bayern,BY
9761,200509761,2005,Augsburg,764.8000000000001,915.9000000000001,Bayern,BY
9761,200909761,2009,Augsburg,397.70000000000005,366.8,Bayern,BY
9761,201309761,2013,Augsburg,644.8000000000001,510.3,Bayern,BY
9761,201709761,2017,Augsburg,528.1,496.70000000000005,Bayern,BY
9762,200209762,2002,Kaufbeuren,162.9,176.10000000000002,Bayern,BY
9762,200509762,2005,Kaufbeuren,-64.5,-121.80000000000001,Bayern,BY
9762,200909762,2009,Kaufbeuren,82.4,63.5,Bayern,BY
9762,201309762,2013,Kaufbeuren,176.9,86.80000000000001,Bayern,BY
9762,201709762,2017,Kaufbeuren,210.70000000000002,256.90000000000003,Bayern,BY
9763,200209763,2002,Kempten (Allgäu),-37.300000000000004,131.0,Bayern,BY
9763,200509763,2005,Kempten (Allgäu),-23.5,42.400000000000006,Bayern,BY
9763,200909763,2009,Kempten (Allgäu),74.4,263.8,Bayern,BY
9763,201309763,2013,Kempten (Allgäu),542.1,263.1,Bayern,BY
9763,201709763,2017,Kempten (Allgäu),470.1,628.4000000000001,Bayern,BY
9764,200209764,2002,Memmingen,212.0,83.5,Bayern,BY
9764,200509764,2005,Memmingen,-154.60000000000002,-13.8,Bayern,BY
9764,200909764,2009,Memmingen,118.9,23.5,Bayern,BY
9764,201309764,2013,Memmingen,273.90000000000003,183.4,Bayern,BY
9764,201709764,2017,Memmingen,301.2,238.10000000000002,Bayern,BY
9771,200209771,2002,Landkreis Aichach-Friedberg,114.80000000000001,122.60000000000001,Bayern,BY
9771,200509771,2005,Landkreis Aichach-Friedberg,-205.20000000000002,-48.400000000000006,Bayern,BY
9771,200909771,2009,Landkreis Aichach-Friedberg,-141.70000000000002,-120.9,Bayern,BY
9771,201309771,2013,Landkreis Aichach-Friedberg,139.20000000000002,-1.2000000000000002,Bayern,BY
