,YearSchluessel,Year,Stadt-/Landkreis,Wanderungssaldo je 10.000 Einwohner,LAND_NAME,LAND_ABK
9177,200909177,2009,Landkreis Erding,49.0,Bayern,BY
9177,201309177,2013,Landkreis Erding,136.1,Bayern,BY
9177,201709177,2017,Landkreis Erding,85.0,Bayern,BY
9178,199509178,1995,Landkreis Freising,122.0,Bayern,BY
9178,200009178,2000,Landkreis Freising,115.60000000000001,Bayern,BY
9178,200509178,2005,Landkreis Freising,48.6,Bayern,BY
9178,200909178,2009,Landkreis Freising,-30.5,Bayern,BY
9178,201309178,2013,Landkreis Freising,132.70000000000002,Bayern,BY
9178,201709178,2017,Landkreis Freising,89.30000000000001,Bayern,BY
9179,199509179,1995,Landkreis Fürstenfeldbruck,24.900000000000002,Bayern,BY
9179,200009179,2000,Landkreis Fürstenfeldbruck,87.2,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,38.2,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,63.7,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,141.4,Bayern,BY
9179,201709179,2017,Landkreis Fürstenfeldbruck,38.400000000000006,Bayern,BY
9180,199509180,1995,Landkreis Garmisch-Partenkirchen,57.7,Bayern,BY
9180,200009180,2000,Landkreis Garmisch-Partenkirchen,66.3,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,75.7,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,14.700000000000001,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,113.80000000000001,Bayern,BY
9180,201709180,2017,Landkreis Garmisch-Partenkirchen,64.10000000000001,Bayern,BY
9181,199509181,1995,Landkreis Landsberg am Lech,128.20000000000002,Bayern,BY
9181,200009181,2000,Landkreis Landsberg am Lech,133.5,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,62.5,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,34.800000000000004,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,63.300000000000004,Bayern,BY
9181,201709181,2017,Landkreis Landsberg am Lech,34.800000000000004,Bayern,BY
9182,199509182,1995,Landkreis Miesbach,7.9,Bayern,BY
9182,200009182,2000,Landkreis Miesbach,102.60000000000001,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,118.80000000000001,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,39.800000000000004,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,157.3,Bayern,BY
9182,201709182,2017,Landkreis Miesbach,50.2,Bayern,BY
9183,199509183,1995,Landkreis Mühldorf am Inn,72.10000000000001,Bayern,BY
9183,200009183,2000,Landkreis Mühldorf am Inn,73.10000000000001,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,23.1,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,28.6,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,122.4,Bayern,BY
9183,201709183,2017,Landkreis Mühldorf am Inn,125.80000000000001,Bayern,BY
9184,199509184,1995,Landkreis München (Land),20.200000000000003,Bayern,BY
9184,200009184,2000,Landkreis München (Land),175.10000000000002,Bayern,BY
9184,200509184,2005,Landkreis München (Land),85.9,Bayern,BY
9184,200909184,2009,Landkreis München (Land),55.900000000000006,Bayern,BY
9184,201309184,2013,Landkreis München (Land),123.9,Bayern,BY
9184,201709184,2017,Landkreis München (Land),80.5,Bayern,BY
9185,199509185,1995,Landkreis Neuburg-Schrobenhausen,110.10000000000001,Bayern,BY
9185,200009185,2000,Landkreis Neuburg-Schrobenhausen,52.0,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,-5.9,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,23.6,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,97.2,Bayern,BY
9185,201709185,2017,Landkreis Neuburg-Schrobenhausen,36.800000000000004,Bayern,BY
9186,199509186,1995,Landkreis Pfaffenhofen an der Ilm,110.80000000000001,Bayern,BY
9186,200009186,2000,Landkreis Pfaffenhofen an der Ilm,90.5,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,33.5,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,23.0,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,130.5,Bayern,BY
9186,201709186,2017,Landkreis Pfaffenhofen an der Ilm,81.4,Bayern,BY
9187,199509187,1995,Landkreis Rosenheim (Land),104.60000000000001,Bayern,BY
9187,200009187,2000,Landkreis Rosenheim (Land),118.5,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),86.9,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),41.300000000000004,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),123.2,Bayern,BY
9187,201709187,2017,Landkreis Rosenheim (Land),91.5,Bayern,BY
9188,199509188,1995,Landkreis Starnberg,68.5,Bayern,BY
9188,200009188,2000,Landkreis Starnberg,145.6,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,67.5,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,25.0,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,104.7,Bayern,BY
9188,201709188,2017,Landkreis Starnberg,73.4,Bayern,BY
9189,199509189,1995,Landkreis Traunstein,90.2,Bayern,BY
9189,200009189,2000,Landkreis Traunstein,61.6,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,45.800000000000004,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,22.900000000000002,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,74.0,Bayern,BY
9189,201709189,2017,Landkreis Traunstein,68.10000000000001,Bayern,BY
9190,199509190,1995,Landkreis Weilheim-Schongau,107.0,Bayern,BY
9190,200009190,2000,Landkreis Weilheim-Schongau,101.7,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,39.800000000000004,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,9.8,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,79.0,Bayern,BY
9190,201709190,2017,Landkreis Weilheim-Schongau,43.300000000000004,Bayern,BY
9261,199509261,1995,Landshut,3.5,Bayern,BY
9261,200009261,2000,Landshut,69.8,Bayern,BY
9261,200509261,2005,Landshut,175.3,Bayern,BY
9261,200909261,2009,Landshut,57.2,Bayern,BY
9261,201309261,2013,Landshut,170.9,Bayern,BY
9261,201709261,2017,Landshut,190.8,Bayern,BY
9262,199509262,1995,Passau,-43.300000000000004,Bayern,BY
9262,200009262,2000,Passau,89.60000000000001,Bayern,BY
9262,200509262,2005,Passau,71.60000000000001,Bayern,BY
9262,200909262,2009,Passau,38.900000000000006,Bayern,BY
9262,201309262,2013,Passau,124.7,Bayern,BY
9262,201709262,2017,Passau,193.9,Bayern,BY
9263,199509263,1995,Straubing,121.2,Bayern,BY
9263,200009263,2000,Straubing,66.3,Bayern,BY
9263,200509263,2005,Straubing,27.5,Bayern,BY
9263,200909263,2009,Straubing,57.1,Bayern,BY
9263,201309263,2013,Straubing,137.3,Bayern,BY
9263,201709263,2017,Straubing,128.6,Bayern,BY
9271,199509271,1995,Landkreis Deggendorf,93.5,Bayern,BY
9271,200009271,2000,Landkreis Deggendorf,21.200000000000003,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,26.3,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,-5.0,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,85.5,Bayern,BY
9271,201709271,2017,Landkreis Deggendorf,128.0,Bayern,BY
9272,199509272,1995,Landkreis Freyung-Grafenau,51.5,Bayern,BY
9272,200009272,2000,Landkreis Freyung-Grafenau,-3.9000000000000004,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,-18.1,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,-0.5,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,11.200000000000001,Bayern,BY
9272,201709272,2017,Landkreis Freyung-Grafenau,48.2,Bayern,BY
9273,199509273,1995,Landkreis Kehlheim,134.0,Bayern,BY
9273,200009273,2000,Landkreis Kehlheim,59.6,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,25.400000000000002,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,1.9000000000000001,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,111.30000000000001,Bayern,BY
9273,201709273,2017,Landkreis Kehlheim,101.5,Bayern,BY
9274,199509274,1995,Landkreis Landshut (Land),145.0,Bayern,BY
9274,200009274,2000,Landkreis Landshut (Land),107.30000000000001,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),10.3,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),-11.4,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),99.30000000000001,Bayern,BY
9274,201709274,2017,Landkreis Landshut (Land),108.5,Bayern,BY
9275,199509275,1995,Landkreis Passau (Land),101.30000000000001,Bayern,BY
9275,200009275,2000,Landkreis Passau (Land),38.7,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),22.700000000000003,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),8.0,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),72.5,Bayern,BY
9275,201709275,2017,Landkreis Passau (Land),114.80000000000001,Bayern,BY
9276,199509276,1995,Landkreis Regen,51.2,Bayern,BY
9276,200009276,2000,Landkreis Regen,-1.5,Bayern,BY
9276,200509276,2005,Landkreis Regen,-23.200000000000003,Bayern,BY
9276,200909276,2009,Landkreis Regen,-11.600000000000001,Bayern,BY
9276,201309276,2013,Landkreis Regen,33.300000000000004,Bayern,BY
9276,201709276,2017,Landkreis Regen,73.8,Bayern,BY
9277,199509277,1995,Landkreis Rottal-Inn,72.5,Bayern,BY
9277,200009277,2000,Landkreis Rottal-Inn,48.7,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,12.3,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,-9.9,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,57.0,Bayern,BY
9277,201709277,2017,Landkreis Rottal-Inn,91.7,Bayern,BY
9278,199509278,1995,Landkreis Straubing-Bogen,110.30000000000001,Bayern,BY
9278,200009278,2000,Landkreis Straubing-Bogen,53.7,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,-4.2,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,2.8000000000000003,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,76.3,Bayern,BY
9278,201709278,2017,Landkreis Straubing-Bogen,67.60000000000001,Bayern,BY
9279,199509279,1995,Landkreis Dingolfing-Landau,214.5,Bayern,BY
9279,200009279,2000,Landkreis Dingolfing-Landau,36.4,Bayern,BY
9279,200509279,2005,Landkreis Dingolfing-Landau,-14.200000000000001,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,-26.0,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,154.4,Bayern,BY
9279,201709279,2017,Landkreis Dingolfing-Landau,87.10000000000001,Bayern,BY
9361,199509361,1995,Amberg,-109.30000000000001,Bayern,BY
9361,200009361,2000,Amberg,115.4,Bayern,BY
9361,200509361,2005,Amberg,32.5,Bayern,BY
9361,200909361,2009,Amberg,-18.0,Bayern,BY
9361,201309361,2013,Amberg,52.400000000000006,Bayern,BY
9361,201709361,2017,Amberg,9.0,Bayern,BY
9362,199509362,1995,Regensburg,42.6,Bayern,BY
9362,200009362,2000,Regensburg,53.800000000000004,Bayern,BY
9362,200509362,2005,Regensburg,87.5,Bayern,BY
9362,200909362,2009,Regensburg,50.5,Bayern,BY
9362,201309362,2013,Regensburg,137.1,Bayern,BY
9362,201709362,2017,Regensburg,131.5,Bayern,BY
9363,199509363,1995,Weiden in der Oberpfalz,41.7,Bayern,BY
9363,200009363,2000,Weiden in der Oberpfalz,29.6,Bayern,BY
9363,200509363,2005,Weiden in der Oberpfalz,17.8,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,18.0,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,49.400000000000006,Bayern,BY
9363,201709363,2017,Weiden in der Oberpfalz,28.5,Bayern,BY
9371,199509371,1995,Landkreis Amberg-Sulzbach,68.10000000000001,Bayern,BY
9371,200009371,2000,Landkreis Amberg-Sulzbach,49.7,Bayern,BY
9371,200509371,2005,Landkreis Amberg-Sulzbach,-41.5,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,-22.6,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,11.3,Bayern,BY
9371,201709371,2017,Landkreis Amberg-Sulzbach,19.6,Bayern,BY
9372,199509372,1995,Landkreis Cham,56.6,Bayern,BY
9372,200009372,2000,Landkreis Cham,8.0,Bayern,BY
9372,200509372,2005,Landkreis Cham,-8.4,Bayern,BY
9372,200909372,2009,Landkreis Cham,-17.3,Bayern,BY
9372,201309372,2013,Landkreis Cham,35.9,Bayern,BY
9372,201709372,2017,Landkreis Cham,63.5,Bayern,BY
9373,199509373,1995,Landkreis Neumarkt in der Oberpfalz,94.0,Bayern,BY
9373,200009373,2000,Landkreis Neumarkt in der Oberpfalz,52.1,Bayern,BY
9373,200509373,2005,Landkreis Neumarkt in der Oberpfalz,-4.800000000000001,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,9.1,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,69.10000000000001,Bayern,BY
9373,201709373,2017,Landkreis Neumarkt in der Oberpfalz,86.4,Bayern,BY
9374,199509374,1995,Landkreis Neustadt an der Waldnaab,91.2,Bayern,BY
9374,200009374,2000,Landkreis Neustadt an der Waldnaab,29.1,Bayern,BY
9374,200509374,2005,Landkreis Neustadt an der Waldnaab,-15.0,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,-37.7,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,-24.6,Bayern,BY
9374,201709374,2017,Landkreis Neustadt an der Waldnaab,36.0,Bayern,BY
9375,199509375,1995,Landkreis Regensburg (Land),100.4,Bayern,BY
9375,200009375,2000,Landkreis Regensburg (Land),83.0,Bayern,BY
9375,200509375,2005,Landkreis Regensburg (Land),40.5,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),22.900000000000002,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),93.2,Bayern,BY
9375,201709375,2017,Landkreis Regensburg (Land),87.4,Bayern,BY
9376,199509376,1995,Landkreis Schwandorf,65.10000000000001,Bayern,BY
9376,200009376,2000,Landkreis Schwandorf,41.400000000000006,Bayern,BY
9376,200509376,2005,Landkreis Schwandorf,17.7,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,9.9,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,45.2,Bayern,BY
9376,201709376,2017,Landkreis Schwandorf,92.4,Bayern,BY
9377,199509377,1995,Landkreis Tirschenreuth,45.900000000000006,Bayern,BY
9377,200009377,2000,Landkreis Tirschenreuth,-21.400000000000002,Bayern,BY
9377,200509377,2005,Landkreis Tirschenreuth,-49.800000000000004,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,-32.2,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,-8.0,Bayern,BY
9377,201709377,2017,Landkreis Tirschenreuth,26.8,Bayern,BY
9461,199509461,1995,Bamberg,-38.800000000000004,Bayern,BY
9461,200009461,2000,Bamberg,41.300000000000004,Bayern,BY
9461,200509461,2005,Bamberg,51.0,Bayern,BY
9461,200909461,2009,Bamberg,10.0,Bayern,BY
9461,201309461,2013,Bamberg,65.5,Bayern,BY
9461,201709461,2017,Bamberg,193.60000000000002,Bayern,BY
9462,199509462,1995,Bayreuth,58.400000000000006,Bayern,BY
9462,200009462,2000,Bayreuth,45.5,Bayern,BY
9462,200509462,2005,Bayreuth,-39.900000000000006,Bayern,BY
9462,200909462,2009,Bayreuth,-9.1,Bayern,BY
9462,201309462,2013,Bayreuth,41.5,Bayern,BY
9462,201709462,2017,Bayreuth,158.70000000000002,Bayern,BY
9463,199509463,1995,Coburg,94.7,Bayern,BY
9463,200009463,2000,Coburg,-87.60000000000001,Bayern,BY
9463,200509463,2005,Coburg,26.700000000000003,Bayern,BY
9463,200909463,2009,Coburg,29.6,Bayern,BY
9463,201309463,2013,Coburg,46.300000000000004,Bayern,BY
9463,201709463,2017,Coburg,87.2,Bayern,BY
9464,199509464,1995,Hof,28.700000000000003,Bayern,BY
9464,200009464,2000,Hof,-39.800000000000004,Bayern,BY
9464,200509464,2005,Hof,-29.200000000000003,Bayern,BY
9464,200909464,2009,Hof,-35.300000000000004,Bayern,BY
9464,201309464,2013,Hof,80.2,Bayern,BY
9464,201709464,2017,Hof,214.60000000000002,Bayern,BY
9471,199509471,1995,Landkreis Bamberg (Land),116.2,Bayern,BY
9471,200009471,2000,Landkreis Bamberg (Land),29.8,Bayern,BY
9471,200509471,2005,Landkreis Bamberg (Land),-0.1,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),7.5,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),63.800000000000004,Bayern,BY
9471,201709471,2017,Landkreis Bamberg (Land),53.6,Bayern,BY
9472,199509472,1995,Landkreis Bayreuth (Land),94.80000000000001,Bayern,BY
9472,200009472,2000,Landkreis Bayreuth (Land),23.0,Bayern,BY
9472,200509472,2005,Landkreis Bayreuth (Land),-12.0,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),-0.7000000000000001,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),17.6,Bayern,BY
9472,201709472,2017,Landkreis Bayreuth (Land),33.1,Bayern,BY
9473,199509473,1995,Landkreis Coburg (Land),111.5,Bayern,BY
9473,200009473,2000,Landkreis Coburg (Land),-5.300000000000001,Bayern,BY
9473,200509473,2005,Landkreis Coburg (Land),-22.700000000000003,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),-24.700000000000003,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),16.0,Bayern,BY
9473,201709473,2017,Landkreis Coburg (Land),60.2,Bayern,BY
9474,199509474,1995,Landkreis Forchheim,48.6,Bayern,BY
9474,200009474,2000,Landkreis Forchheim,45.2,Bayern,BY
9474,200509474,2005,Landkreis Forchheim,18.7,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,7.0,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,23.1,Bayern,BY
9474,201709474,2017,Landkreis Forchheim,45.2,Bayern,BY
9475,199509475,1995,Landkreis Hof (Land),71.7,Bayern,BY
9475,200009475,2000,Landkreis Hof (Land),-13.600000000000001,Bayern,BY
9475,200509475,2005,Landkreis Hof (Land),-24.6,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),-50.6,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),-1.4000000000000001,Bayern,BY
9475,201709475,2017,Landkreis Hof (Land),70.60000000000001,Bayern,BY
9476,199509476,1995,Landkreis Kronach,44.6,Bayern,BY
9476,200009476,2000,Landkreis Kronach,-7.0,Bayern,BY
9476,200509476,2005,Landkreis Kronach,-28.1,Bayern,BY
9476,200909476,2009,Landkreis Kronach,-33.1,Bayern,BY
9476,201309476,2013,Landkreis Kronach,-23.8,Bayern,BY
9476,201709476,2017,Landkreis Kronach,42.800000000000004,Bayern,BY
9477,199509477,1995,Landkreis Kulmbach,102.7,Bayern,BY
9477,200009477,2000,Landkreis Kulmbach,24.1,Bayern,BY
9477,200509477,2005,Landkreis Kulmbach,-10.100000000000001,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,-26.6,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,22.3,Bayern,BY
9477,201709477,2017,Landkreis Kulmbach,66.2,Bayern,BY
9478,199509478,1995,Landkreis Lichtenfels,74.5,Bayern,BY
9478,200009478,2000,Landkreis Lichtenfels,-0.7000000000000001,Bayern,BY
9478,200509478,2005,Landkreis Lichtenfels,-12.8,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,-2.8000000000000003,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,-19.900000000000002,Bayern,BY
9478,201709478,2017,Landkreis Lichtenfels,69.9,Bayern,BY
9479,199509479,1995,Landkreis Wunsiedel im Fichtelgebirge,58.5,Bayern,BY
9479,200009479,2000,Landkreis Wunsiedel im Fichtelgebirge,-18.5,Bayern,BY
9479,200509479,2005,Landkreis Wunsiedel im Fichtelgebirge,-48.400000000000006,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,-31.0,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,-18.1,Bayern,BY
9479,201709479,2017,Landkreis Wunsiedel im Fichtelgebirge,107.5,Bayern,BY
9561,199509561,1995,Ansbach,128.8,Bayern,BY
9561,200009561,2000,Ansbach,3.5,Bayern,BY
9561,200509561,2005,Ansbach,59.1,Bayern,BY
9561,200909561,2009,Ansbach,20.8,Bayern,BY
9561,201309561,2013,Ansbach,85.30000000000001,Bayern,BY
9561,201709561,2017,Ansbach,53.900000000000006,Bayern,BY
9562,199509562,1995,Erlangen,-20.700000000000003,Bayern,BY
9562,200009562,2000,Erlangen,-5.7,Bayern,BY
9562,200509562,2005,Erlangen,62.7,Bayern,BY
9562,200909562,2009,Erlangen,52.0,Bayern,BY
9562,201309562,2013,Erlangen,7.2,Bayern,BY
9562,201709562,2017,Erlangen,72.0,Bayern,BY
9563,199509563,1995,Fürth,66.2,Bayern,BY
9563,200009563,2000,Fürth,74.9,Bayern,BY
9563,200509563,2005,Fürth,97.2,Bayern,BY
9563,200909563,2009,Fürth,14.700000000000001,Bayern,BY
9563,201309563,2013,Fürth,131.4,Bayern,BY
9563,201709563,2017,Fürth,84.0,Bayern,BY
9564,199509564,1995,Nürnberg,-38.800000000000004,Bayern,BY
9564,200009564,2000,Nürnberg,62.7,Bayern,BY
9564,200509564,2005,Nürnberg,107.9,Bayern,BY
9564,200909564,2009,Nürnberg,18.7,Bayern,BY
9564,201309564,2013,Nürnberg,77.60000000000001,Bayern,BY
9564,201709564,2017,Nürnberg,62.900000000000006,Bayern,BY
9565,199509565,1995,Schwabach,18.1,Bayern,BY
9565,200009565,2000,Schwabach,65.10000000000001,Bayern,BY
9565,200509565,2005,Schwabach,63.400000000000006,Bayern,BY
9565,200909565,2009,Schwabach,21.700000000000003,Bayern,BY
9565,201309565,2013,Schwabach,131.20000000000002,Bayern,BY
9565,201709565,2017,Schwabach,34.6,Bayern,BY
9571,199509571,1995,Landkreis Ansbach (Land),113.80000000000001,Bayern,BY
9571,200009571,2000,Landkreis Ansbach (Land),44.1,Bayern,BY
9571,200509571,2005,Landkreis Ansbach (Land),-34.5,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),-19.900000000000002,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),55.0,Bayern,BY
9571,201709571,2017,Landkreis Ansbach (Land),78.9,Bayern,BY
9572,199509572,1995,Landkreis Erlangen-Höchstadt,62.400000000000006,Bayern,BY
9572,200009572,2000,Landkreis Erlangen-Höchstadt,29.400000000000002,Bayern,BY
9572,200509572,2005,Landkreis Erlangen-Höchstadt,-14.9,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,2.3000000000000003,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,49.800000000000004,Bayern,BY
9572,201709572,2017,Landkreis Erlangen-Höchstadt,56.7,Bayern,BY
9573,199509573,1995,Landkreis Fürth (Land),143.6,Bayern,BY
9573,200009573,2000,Landkreis Fürth (Land),-41.2,Bayern,BY
9573,200509573,2005,Landkreis Fürth (Land),-9.600000000000001,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),11.0,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),72.10000000000001,Bayern,BY
9573,201709573,2017,Landkreis Fürth (Land),39.5,Bayern,BY
9574,199509574,1995,Landkreis Nürnberger Land,76.60000000000001,Bayern,BY
9574,200009574,2000,Landkreis Nürnberger Land,46.2,Bayern,BY
9574,200509574,2005,Landkreis Nürnberger Land,-12.9,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,1.4000000000000001,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,61.900000000000006,Bayern,BY
9574,201709574,2017,Landkreis Nürnberger Land,75.10000000000001,Bayern,BY
9575,199509575,1995,Landkreis Neustadt an der Aisch-Bad Windsheim,135.70000000000002,Bayern,BY
9575,200009575,2000,Landkreis Neustadt an der Aisch-Bad Windsheim,67.3,Bayern,BY
9575,200509575,2005,Landkreis Neustadt an der Aisch-Bad Windsheim,11.700000000000001,Bayern,BY
9575,200909575,2009,Landkreis Neustadt an der Aisch-Bad Windsheim,-14.200000000000001,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,30.3,Bayern,BY
9575,201709575,2017,Landkreis Neustadt an der Aisch-Bad Windsheim,62.400000000000006,Bayern,BY
9576,199509576,1995,Landkreis Roth,124.10000000000001,Bayern,BY
9576,200009576,2000,Landkreis Roth,58.5,Bayern,BY
9576,200509576,2005,Landkreis Roth,8.4,Bayern,BY
9576,200909576,2009,Landkreis Roth,-15.5,Bayern,BY
9576,201309576,2013,Landkreis Roth,44.900000000000006,Bayern,BY
9576,201709576,2017,Landkreis Roth,50.5,Bayern,BY
9577,199509577,1995,Landkreis Weißenburg-Gunzenhausen,57.6,Bayern,BY
9577,200009577,2000,Landkreis Weißenburg-Gunzenhausen,19.0,Bayern,BY
9577,200509577,2005,Landkreis Weißenburg-Gunzenhausen,-16.1,Bayern,BY
9577,200909577,2009,Landkreis Weißenburg-Gunzenhausen,-14.3,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,50.1,Bayern,BY
9577,201709577,2017,Landkreis Weißenburg-Gunzenhausen,50.300000000000004,Bayern,BY
9661,199509661,1995,Aschaffenburg,83.4,Bayern,BY
9661,200009661,2000,Aschaffenburg,94.9,Bayern,BY
9661,200509661,2005,Aschaffenburg,9.5,Bayern,BY
9661,200909661,2009,Aschaffenburg,21.5,Bayern,BY
9661,201309661,2013,Aschaffenburg,52.400000000000006,Bayern,BY
9661,201709661,2017,Aschaffenburg,127.80000000000001,Bayern,BY
9662,199509662,1995,Schweinfurt,66.2,Bayern,BY
9662,200009662,2000,Schweinfurt,0.6000000000000001,Bayern,BY
9662,200509662,2005,Schweinfurt,0.6000000000000001,Bayern,BY
9662,200909662,2009,Schweinfurt,32.9,Bayern,BY
9662,201309662,2013,Schweinfurt,3.1,Bayern,BY
9662,201709662,2017,Schweinfurt,159.60000000000002,Bayern,BY
9663,199509663,1995,Würzburg,-17.1,Bayern,BY
9663,200009663,2000,Würzburg,84.30000000000001,Bayern,BY
9663,200509663,2005,Würzburg,59.6,Bayern,BY
9663,200909663,2009,Würzburg,9.3,Bayern,BY
9663,201309663,2013,Würzburg,24.6,Bayern,BY
9663,201709663,2017,Würzburg,72.2,Bayern,BY
9671,199509671,1995,Landkreis Aschaffenburg (Land),72.8,Bayern,BY
9671,200009671,2000,Landkreis Aschaffenburg (Land),-7.4,Bayern,BY
9671,200509671,2005,Landkreis Aschaffenburg (Land),-17.7,Bayern,BY
9671,200909671,2009,Landkreis Aschaffenburg (Land),-20.700000000000003,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),38.2,Bayern,BY
9671,201709671,2017,Landkreis Aschaffenburg (Land),37.4,Bayern,BY
9672,199509672,1995,Landkreis Bad Kissingen,97.0,Bayern,BY
