,YearSchluessel,Year,Stadt-/Landkreis,BIP je Arbeitsstunde in EUR,LAND_NAME,LAND_ABK
8336,200908336,2009,Landkreis Lörrach,42.1,Baden-Württemberg,BW
8336,201308336,2013,Landkreis Lörrach,,Baden-Württemberg,BW
8336,201608336,2016,Landkreis Lörrach,,Baden-Württemberg,BW
8337,200008337,2000,Landkreis Waldshut,33.2,Baden-Württemberg,BW
8337,200508337,2005,Landkreis Waldshut,36.9,Baden-Württemberg,BW
8337,200908337,2009,Landkreis Waldshut,40.1,Baden-Württemberg,BW
8337,201308337,2013,Landkreis Waldshut,,Baden-Württemberg,BW
8337,201608337,2016,Landkreis Waldshut,,Baden-Württemberg,BW
8415,200008415,2000,Landkreis Reutlingen,37.7,Baden-Württemberg,BW
8415,200508415,2005,Landkreis Reutlingen,40.7,Baden-Württemberg,BW
8415,200908415,2009,Landkreis Reutlingen,42.900000000000006,Baden-Württemberg,BW
8415,201308415,2013,Landkreis Reutlingen,,Baden-Württemberg,BW
8415,201608415,2016,Landkreis Reutlingen,,Baden-Württemberg,BW
8416,200008416,2000,Landkreis Tübingen,34.4,Baden-Württemberg,BW
8416,200508416,2005,Landkreis Tübingen,37.2,Baden-Württemberg,BW
8416,200908416,2009,Landkreis Tübingen,40.900000000000006,Baden-Württemberg,BW
8416,201308416,2013,Landkreis Tübingen,,Baden-Württemberg,BW
8416,201608416,2016,Landkreis Tübingen,,Baden-Württemberg,BW
8417,200008417,2000,Zollernalbkreis,33.9,Baden-Württemberg,BW
8417,200508417,2005,Zollernalbkreis,38.300000000000004,Baden-Württemberg,BW
8417,200908417,2009,Zollernalbkreis,40.7,Baden-Württemberg,BW
8417,201308417,2013,Zollernalbkreis,,Baden-Württemberg,BW
8417,201608417,2016,Zollernalbkreis,,Baden-Württemberg,BW
8421,200008421,2000,Ulm,36.9,Baden-Württemberg,BW
8421,200508421,2005,Ulm,40.900000000000006,Baden-Württemberg,BW
8421,200908421,2009,Ulm,43.300000000000004,Baden-Württemberg,BW
8421,201308421,2013,Ulm,,Baden-Württemberg,BW
8421,201608421,2016,Ulm,,Baden-Württemberg,BW
8425,200008425,2000,Alb-Donau-Kreis,34.800000000000004,Baden-Württemberg,BW
8425,200508425,2005,Alb-Donau-Kreis,38.7,Baden-Württemberg,BW
8425,200908425,2009,Alb-Donau-Kreis,44.6,Baden-Württemberg,BW
8425,201308425,2013,Alb-Donau-Kreis,,Baden-Württemberg,BW
8425,201608425,2016,Alb-Donau-Kreis,,Baden-Württemberg,BW
8426,200008426,2000,Landkreis Biberach,36.1,Baden-Württemberg,BW
8426,200508426,2005,Landkreis Biberach,44.2,Baden-Württemberg,BW
8426,200908426,2009,Landkreis Biberach,48.2,Baden-Württemberg,BW
8426,201308426,2013,Landkreis Biberach,,Baden-Württemberg,BW
8426,201608426,2016,Landkreis Biberach,,Baden-Württemberg,BW
8435,200008435,2000,Bodenseekreis,38.7,Baden-Württemberg,BW
8435,200508435,2005,Bodenseekreis,43.300000000000004,Baden-Württemberg,BW
8435,200908435,2009,Bodenseekreis,42.6,Baden-Württemberg,BW
8435,201308435,2013,Bodenseekreis,,Baden-Württemberg,BW
8435,201608435,2016,Bodenseekreis,,Baden-Württemberg,BW
8436,200008436,2000,Landkreis Ravensburg,36.1,Baden-Württemberg,BW
8436,200508436,2005,Landkreis Ravensburg,41.2,Baden-Württemberg,BW
8436,200908436,2009,Landkreis Ravensburg,43.900000000000006,Baden-Württemberg,BW
8436,201308436,2013,Landkreis Ravensburg,,Baden-Württemberg,BW
8436,201608436,2016,Landkreis Ravensburg,,Baden-Württemberg,BW
8437,200008437,2000,Landkreis Sigmaringen,31.3,Baden-Württemberg,BW
8437,200508437,2005,Landkreis Sigmaringen,35.2,Baden-Württemberg,BW
8437,200908437,2009,Landkreis Sigmaringen,37.6,Baden-Württemberg,BW
8437,201308437,2013,Landkreis Sigmaringen,,Baden-Württemberg,BW
8437,201608437,2016,Landkreis Sigmaringen,,Baden-Württemberg,BW
9161,200009161,2000,Ingolstadt,45.5,Bayern,BY
9161,200509161,2005,Ingolstadt,56.7,Bayern,BY
9161,200909161,2009,Ingolstadt,58.0,Bayern,BY
9161,201309161,2013,Ingolstadt,102.10000000000001,Bayern,BY
9161,201609161,2016,Ingolstadt,97.7,Bayern,BY
9162,200009162,2000,München,45.300000000000004,Bayern,BY
9162,200509162,2005,München,49.800000000000004,Bayern,BY
9162,200909162,2009,München,53.5,Bayern,BY
9162,201309162,2013,München,66.10000000000001,Bayern,BY
9162,201609162,2016,München,72.10000000000001,Bayern,BY
9163,200009163,2000,Rosenheim,33.300000000000004,Bayern,BY
9163,200509163,2005,Rosenheim,35.4,Bayern,BY
9163,200909163,2009,Rosenheim,39.1,Bayern,BY
9163,201309163,2013,Rosenheim,43.5,Bayern,BY
9163,201609163,2016,Rosenheim,47.6,Bayern,BY
9171,200009171,2000,Landkreis Altötting,44.300000000000004,Bayern,BY
9171,200509171,2005,Landkreis Altötting,48.300000000000004,Bayern,BY
9171,200909171,2009,Landkreis Altötting,53.6,Bayern,BY
9171,201309171,2013,Landkreis Altötting,56.800000000000004,Bayern,BY
9171,201609171,2016,Landkreis Altötting,61.5,Bayern,BY
9172,200009172,2000,Landkreis Berchtesgadener Land,27.900000000000002,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,31.5,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,35.7,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,40.400000000000006,Bayern,BY
9172,201609172,2016,Landkreis Berchtesgadener Land,44.6,Bayern,BY
9173,200009173,2000,Landkreis Bad Tölz-Wolfratshausen,31.1,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,36.1,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,36.9,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,42.7,Bayern,BY
9173,201609173,2016,Landkreis Bad Tölz-Wolfratshausen,45.6,Bayern,BY
9174,200009174,2000,Landkreis Dachau,34.6,Bayern,BY
9174,200509174,2005,Landkreis Dachau,40.1,Bayern,BY
9174,200909174,2009,Landkreis Dachau,39.400000000000006,Bayern,BY
9174,201309174,2013,Landkreis Dachau,46.900000000000006,Bayern,BY
9174,201609174,2016,Landkreis Dachau,50.0,Bayern,BY
9175,200009175,2000,Landkreis Ebersberg,36.5,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,40.800000000000004,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,44.0,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,49.900000000000006,Bayern,BY
9175,201609175,2016,Landkreis Ebersberg,54.1,Bayern,BY
9176,200009176,2000,Landkreis Eichstätt,37.1,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,40.5,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,42.6,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,48.400000000000006,Bayern,BY
9176,201609176,2016,Landkreis Eichstätt,53.7,Bayern,BY
9177,200009177,2000,Landkreis Erding,34.4,Bayern,BY
9177,200509177,2005,Landkreis Erding,38.7,Bayern,BY
9177,200909177,2009,Landkreis Erding,39.2,Bayern,BY
9177,201309177,2013,Landkreis Erding,45.2,Bayern,BY
9177,201609177,2016,Landkreis Erding,47.400000000000006,Bayern,BY
9178,200009178,2000,Landkreis Freising,38.800000000000004,Bayern,BY
9178,200509178,2005,Landkreis Freising,42.300000000000004,Bayern,BY
9178,200909178,2009,Landkreis Freising,42.400000000000006,Bayern,BY
9178,201309178,2013,Landkreis Freising,52.1,Bayern,BY
9178,201609178,2016,Landkreis Freising,54.1,Bayern,BY
9179,200009179,2000,Landkreis Fürstenfeldbruck,32.9,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,37.4,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,39.300000000000004,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,47.300000000000004,Bayern,BY
9179,201609179,2016,Landkreis Fürstenfeldbruck,51.900000000000006,Bayern,BY
9180,200009180,2000,Landkreis Garmisch-Partenkirchen,27.900000000000002,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,30.8,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,32.6,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,37.5,Bayern,BY
9180,201609180,2016,Landkreis Garmisch-Partenkirchen,40.2,Bayern,BY
9181,200009181,2000,Landkreis Landsberg am Lech,31.5,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,36.0,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,38.7,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,47.0,Bayern,BY
9181,201609181,2016,Landkreis Landsberg am Lech,50.900000000000006,Bayern,BY
9182,200009182,2000,Landkreis Miesbach,29.3,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,32.800000000000004,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,36.9,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,42.400000000000006,Bayern,BY
9182,201609182,2016,Landkreis Miesbach,47.300000000000004,Bayern,BY
9183,200009183,2000,Landkreis Mühldorf am Inn,31.400000000000002,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,37.1,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,39.7,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,44.900000000000006,Bayern,BY
9183,201609183,2016,Landkreis Mühldorf am Inn,47.2,Bayern,BY
9184,200009184,2000,Landkreis München (Land),66.9,Bayern,BY
9184,200509184,2005,Landkreis München (Land),76.4,Bayern,BY
9184,200909184,2009,Landkreis München (Land),76.80000000000001,Bayern,BY
9184,201309184,2013,Landkreis München (Land),85.0,Bayern,BY
9184,201609184,2016,Landkreis München (Land),87.60000000000001,Bayern,BY
9185,200009185,2000,Landkreis Neuburg-Schrobenhausen,33.800000000000004,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,40.6,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,45.400000000000006,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,47.6,Bayern,BY
9185,201609185,2016,Landkreis Neuburg-Schrobenhausen,52.5,Bayern,BY
9186,200009186,2000,Landkreis Pfaffenhofen an der Ilm,35.1,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,41.0,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,43.6,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,58.6,Bayern,BY
9186,201609186,2016,Landkreis Pfaffenhofen an der Ilm,65.60000000000001,Bayern,BY
9187,200009187,2000,Landkreis Rosenheim (Land),30.3,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),35.9,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),39.5,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),44.800000000000004,Bayern,BY
9187,201609187,2016,Landkreis Rosenheim (Land),47.2,Bayern,BY
9188,200009188,2000,Landkreis Starnberg,45.800000000000004,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,52.400000000000006,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,52.7,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,56.0,Bayern,BY
9188,201609188,2016,Landkreis Starnberg,58.1,Bayern,BY
9189,200009189,2000,Landkreis Traunstein,36.300000000000004,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,34.800000000000004,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,40.1,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,47.5,Bayern,BY
9189,201609189,2016,Landkreis Traunstein,51.400000000000006,Bayern,BY
9190,200009190,2000,Landkreis Weilheim-Schongau,33.800000000000004,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,40.5,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,43.6,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,47.800000000000004,Bayern,BY
9190,201609190,2016,Landkreis Weilheim-Schongau,53.800000000000004,Bayern,BY
9261,200009261,2000,Landshut,32.4,Bayern,BY
9261,200509261,2005,Landshut,38.7,Bayern,BY
9261,200909261,2009,Landshut,40.7,Bayern,BY
9261,201309261,2013,Landshut,50.300000000000004,Bayern,BY
9261,201609261,2016,Landshut,52.7,Bayern,BY
9262,200009262,2000,Passau,31.8,Bayern,BY
9262,200509262,2005,Passau,37.800000000000004,Bayern,BY
9262,200909262,2009,Passau,40.1,Bayern,BY
9262,201309262,2013,Passau,44.7,Bayern,BY
9262,201609262,2016,Passau,47.2,Bayern,BY
9263,200009263,2000,Straubing,33.7,Bayern,BY
9263,200509263,2005,Straubing,36.9,Bayern,BY
9263,200909263,2009,Straubing,38.2,Bayern,BY
9263,201309263,2013,Straubing,40.1,Bayern,BY
9263,201609263,2016,Straubing,43.0,Bayern,BY
9271,200009271,2000,Landkreis Deggendorf,33.4,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,37.1,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,38.5,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,43.300000000000004,Bayern,BY
9271,201609271,2016,Landkreis Deggendorf,46.6,Bayern,BY
9272,200009272,2000,Landkreis Freyung-Grafenau,25.6,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,31.700000000000003,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,32.800000000000004,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,40.400000000000006,Bayern,BY
9272,201609272,2016,Landkreis Freyung-Grafenau,43.400000000000006,Bayern,BY
9273,200009273,2000,Landkreis Kehlheim,31.8,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,36.4,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,39.5,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,45.300000000000004,Bayern,BY
9273,201609273,2016,Landkreis Kehlheim,50.7,Bayern,BY
9274,200009274,2000,Landkreis Landshut (Land),38.900000000000006,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),43.6,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),50.300000000000004,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),54.900000000000006,Bayern,BY
9274,201609274,2016,Landkreis Landshut (Land),60.7,Bayern,BY
9275,200009275,2000,Landkreis Passau (Land),30.700000000000003,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),34.800000000000004,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),38.300000000000004,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),41.400000000000006,Bayern,BY
9275,201609275,2016,Landkreis Passau (Land),43.900000000000006,Bayern,BY
9276,200009276,2000,Landkreis Regen,27.3,Bayern,BY
9276,200509276,2005,Landkreis Regen,31.900000000000002,Bayern,BY
9276,200909276,2009,Landkreis Regen,35.4,Bayern,BY
9276,201309276,2013,Landkreis Regen,40.2,Bayern,BY
9276,201609276,2016,Landkreis Regen,43.300000000000004,Bayern,BY
9277,200009277,2000,Landkreis Rottal-Inn,30.6,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,35.300000000000004,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,37.0,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,43.2,Bayern,BY
9277,201609277,2016,Landkreis Rottal-Inn,45.800000000000004,Bayern,BY
9278,200009278,2000,Landkreis Straubing-Bogen,29.6,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,35.1,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,37.7,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,46.7,Bayern,BY
9278,201609278,2016,Landkreis Straubing-Bogen,48.7,Bayern,BY
9279,200009279,2000,Landkreis Dingolfing-Landau,33.6,Bayern,BY
9279,200509279,2005,Landkreis Dingolfing-Landau,48.2,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,48.900000000000006,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,59.7,Bayern,BY
9279,201609279,2016,Landkreis Dingolfing-Landau,67.60000000000001,Bayern,BY
9361,200009361,2000,Amberg,33.7,Bayern,BY
9361,200509361,2005,Amberg,36.6,Bayern,BY
9361,200909361,2009,Amberg,40.800000000000004,Bayern,BY
9361,201309361,2013,Amberg,44.300000000000004,Bayern,BY
9361,201609361,2016,Amberg,45.900000000000006,Bayern,BY
9362,200009362,2000,Regensburg,38.900000000000006,Bayern,BY
9362,200509362,2005,Regensburg,42.300000000000004,Bayern,BY
9362,200909362,2009,Regensburg,46.6,Bayern,BY
9362,201309362,2013,Regensburg,56.6,Bayern,BY
9362,201609362,2016,Regensburg,58.900000000000006,Bayern,BY
9363,200009363,2000,Weiden in der Oberpfalz,31.200000000000003,Bayern,BY
9363,200509363,2005,Weiden in der Oberpfalz,34.9,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,36.1,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,40.400000000000006,Bayern,BY
9363,201609363,2016,Weiden in der Oberpfalz,41.6,Bayern,BY
9371,200009371,2000,Landkreis Amberg-Sulzbach,30.1,Bayern,BY
9371,200509371,2005,Landkreis Amberg-Sulzbach,34.9,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,38.0,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,45.5,Bayern,BY
9371,201609371,2016,Landkreis Amberg-Sulzbach,48.6,Bayern,BY
9372,200009372,2000,Landkreis Cham,28.5,Bayern,BY
9372,200509372,2005,Landkreis Cham,32.6,Bayern,BY
9372,200909372,2009,Landkreis Cham,36.9,Bayern,BY
9372,201309372,2013,Landkreis Cham,38.300000000000004,Bayern,BY
9372,201609372,2016,Landkreis Cham,43.6,Bayern,BY
9373,200009373,2000,Landkreis Neumarkt in der Oberpfalz,31.0,Bayern,BY
9373,200509373,2005,Landkreis Neumarkt in der Oberpfalz,36.800000000000004,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,42.0,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,48.2,Bayern,BY
9373,201609373,2016,Landkreis Neumarkt in der Oberpfalz,52.7,Bayern,BY
9374,200009374,2000,Landkreis Neustadt an der Waldnaab,32.4,Bayern,BY
9374,200509374,2005,Landkreis Neustadt an der Waldnaab,37.1,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,40.5,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,47.400000000000006,Bayern,BY
9374,201609374,2016,Landkreis Neustadt an der Waldnaab,50.400000000000006,Bayern,BY
9375,200009375,2000,Landkreis Regensburg (Land),32.7,Bayern,BY
9375,200509375,2005,Landkreis Regensburg (Land),38.7,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),38.7,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),48.6,Bayern,BY
9375,201609375,2016,Landkreis Regensburg (Land),52.0,Bayern,BY
9376,200009376,2000,Landkreis Schwandorf,35.0,Bayern,BY
9376,200509376,2005,Landkreis Schwandorf,40.900000000000006,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,42.2,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,45.400000000000006,Bayern,BY
9376,201609376,2016,Landkreis Schwandorf,47.400000000000006,Bayern,BY
9377,200009377,2000,Landkreis Tirschenreuth,30.5,Bayern,BY
9377,200509377,2005,Landkreis Tirschenreuth,36.4,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,40.7,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,46.0,Bayern,BY
9377,201609377,2016,Landkreis Tirschenreuth,51.5,Bayern,BY
9461,200009461,2000,Bamberg,31.400000000000002,Bayern,BY
9461,200509461,2005,Bamberg,36.0,Bayern,BY
9461,200909461,2009,Bamberg,38.5,Bayern,BY
9461,201309461,2013,Bamberg,43.300000000000004,Bayern,BY
9461,201609461,2016,Bamberg,46.0,Bayern,BY
9462,200009462,2000,Bayreuth,33.800000000000004,Bayern,BY
9462,200509462,2005,Bayreuth,37.4,Bayern,BY
9462,200909462,2009,Bayreuth,41.900000000000006,Bayern,BY
9462,201309462,2013,Bayreuth,46.300000000000004,Bayern,BY
9462,201609462,2016,Bayreuth,51.300000000000004,Bayern,BY
9463,200009463,2000,Coburg,31.3,Bayern,BY
9463,200509463,2005,Coburg,33.7,Bayern,BY
9463,200909463,2009,Coburg,47.5,Bayern,BY
9463,201309463,2013,Coburg,52.6,Bayern,BY
9463,201609463,2016,Coburg,58.5,Bayern,BY
9464,200009464,2000,Hof,30.900000000000002,Bayern,BY
9464,200509464,2005,Hof,33.5,Bayern,BY
9464,200909464,2009,Hof,35.9,Bayern,BY
9464,201309464,2013,Hof,39.2,Bayern,BY
9464,201609464,2016,Hof,40.6,Bayern,BY
9471,200009471,2000,Landkreis Bamberg (Land),32.4,Bayern,BY
9471,200509471,2005,Landkreis Bamberg (Land),40.1,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),40.400000000000006,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),46.7,Bayern,BY
9471,201609471,2016,Landkreis Bamberg (Land),52.1,Bayern,BY
9472,200009472,2000,Landkreis Bayreuth (Land),32.9,Bayern,BY
9472,200509472,2005,Landkreis Bayreuth (Land),33.300000000000004,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),37.1,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),40.800000000000004,Bayern,BY
9472,201609472,2016,Landkreis Bayreuth (Land),44.6,Bayern,BY
9473,200009473,2000,Landkreis Coburg (Land),31.8,Bayern,BY
9473,200509473,2005,Landkreis Coburg (Land),32.9,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),37.7,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),40.300000000000004,Bayern,BY
9473,201609473,2016,Landkreis Coburg (Land),44.0,Bayern,BY
9474,200009474,2000,Landkreis Forchheim,31.6,Bayern,BY
9474,200509474,2005,Landkreis Forchheim,35.800000000000004,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,39.1,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,43.800000000000004,Bayern,BY
9474,201609474,2016,Landkreis Forchheim,51.7,Bayern,BY
9475,200009475,2000,Landkreis Hof (Land),26.8,Bayern,BY
9475,200509475,2005,Landkreis Hof (Land),32.2,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),38.5,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),42.5,Bayern,BY
9475,201609475,2016,Landkreis Hof (Land),46.7,Bayern,BY
9476,200009476,2000,Landkreis Kronach,29.8,Bayern,BY
9476,200509476,2005,Landkreis Kronach,35.1,Bayern,BY
9476,200909476,2009,Landkreis Kronach,37.4,Bayern,BY
9476,201309476,2013,Landkreis Kronach,40.300000000000004,Bayern,BY
9476,201609476,2016,Landkreis Kronach,45.6,Bayern,BY
9477,200009477,2000,Landkreis Kulmbach,29.0,Bayern,BY
9477,200509477,2005,Landkreis Kulmbach,33.9,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,39.400000000000006,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,43.1,Bayern,BY
9477,201609477,2016,Landkreis Kulmbach,47.1,Bayern,BY
9478,200009478,2000,Landkreis Lichtenfels,28.900000000000002,Bayern,BY
9478,200509478,2005,Landkreis Lichtenfels,39.2,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,40.7,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,40.800000000000004,Bayern,BY
9478,201609478,2016,Landkreis Lichtenfels,44.300000000000004,Bayern,BY
9479,200009479,2000,Landkreis Wunsiedel im Fichtelgebirge,30.400000000000002,Bayern,BY
9479,200509479,2005,Landkreis Wunsiedel im Fichtelgebirge,34.300000000000004,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,37.4,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,40.7,Bayern,BY
9479,201609479,2016,Landkreis Wunsiedel im Fichtelgebirge,43.5,Bayern,BY
9561,200009561,2000,Ansbach,29.8,Bayern,BY
9561,200509561,2005,Ansbach,35.1,Bayern,BY
9561,200909561,2009,Ansbach,37.0,Bayern,BY
9561,201309561,2013,Ansbach,44.5,Bayern,BY
9561,201609561,2016,Ansbach,47.1,Bayern,BY
9562,200009562,2000,Erlangen,42.6,Bayern,BY
9562,200509562,2005,Erlangen,42.800000000000004,Bayern,BY
9562,200909562,2009,Erlangen,53.800000000000004,Bayern,BY
9562,201309562,2013,Erlangen,59.0,Bayern,BY
9562,201609562,2016,Erlangen,65.3,Bayern,BY
9563,200009563,2000,Fürth,38.5,Bayern,BY
9563,200509563,2005,Fürth,43.400000000000006,Bayern,BY
9563,200909563,2009,Fürth,45.400000000000006,Bayern,BY
9563,201309563,2013,Fürth,47.1,Bayern,BY
9563,201609563,2016,Fürth,49.5,Bayern,BY
9564,200009564,2000,Nürnberg,34.4,Bayern,BY
9564,200509564,2005,Nürnberg,38.2,Bayern,BY
9564,200909564,2009,Nürnberg,42.0,Bayern,BY
9564,201309564,2013,Nürnberg,49.2,Bayern,BY
9564,201609564,2016,Nürnberg,52.800000000000004,Bayern,BY
9565,200009565,2000,Schwabach,37.1,Bayern,BY
9565,200509565,2005,Schwabach,45.0,Bayern,BY
9565,200909565,2009,Schwabach,42.7,Bayern,BY
9565,201309565,2013,Schwabach,43.900000000000006,Bayern,BY
9565,201609565,2016,Schwabach,45.2,Bayern,BY
9571,200009571,2000,Landkreis Ansbach (Land),30.900000000000002,Bayern,BY
9571,200509571,2005,Landkreis Ansbach (Land),36.2,Bayern,BY
9571,200909571,2009,Landkreis Ansbach (Land),39.900000000000006,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),44.300000000000004,Bayern,BY
9571,201609571,2016,Landkreis Ansbach (Land),46.800000000000004,Bayern,BY
9572,200009572,2000,Landkreis Erlangen-Höchstadt,38.2,Bayern,BY
9572,200509572,2005,Landkreis Erlangen-Höchstadt,41.400000000000006,Bayern,BY
9572,200909572,2009,Landkreis Erlangen-Höchstadt,40.900000000000006,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,49.5,Bayern,BY
9572,201609572,2016,Landkreis Erlangen-Höchstadt,53.300000000000004,Bayern,BY
9573,200009573,2000,Landkreis Fürth (Land),33.800000000000004,Bayern,BY
9573,200509573,2005,Landkreis Fürth (Land),40.2,Bayern,BY
9573,200909573,2009,Landkreis Fürth (Land),45.800000000000004,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),49.300000000000004,Bayern,BY
9573,201609573,2016,Landkreis Fürth (Land),54.1,Bayern,BY
9574,200009574,2000,Landkreis Nürnberger Land,35.300000000000004,Bayern,BY
9574,200509574,2005,Landkreis Nürnberger Land,39.1,Bayern,BY
9574,200909574,2009,Landkreis Nürnberger Land,42.400000000000006,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,48.6,Bayern,BY
9574,201609574,2016,Landkreis Nürnberger Land,51.400000000000006,Bayern,BY
9575,200009575,2000,Landkreis Neustadt an der Aisch-Bad Windsheim,30.900000000000002,Bayern,BY
9575,200509575,2005,Landkreis Neustadt an der Aisch-Bad Windsheim,33.2,Bayern,BY
