,YearSchluessel,Year,Stadt-/Landkreis,BIP je Erwerbstätigen in EUR,Veränderung des BIP zum Vorjahr in %,BIP je Einwohner in EUR,LAND_NAME,LAND_ABK
9161,200909161,2009,Ingolstadt,80443.0,1.7000000000000002,67835.0,Bayern,BY
9161,201309161,2013,Ingolstadt,141024.0,17.5,125722.0,Bayern,BY
9161,201609161,2016,Ingolstadt,135724.0,-3.2,127523.0,Bayern,BY
9162,200009162,2000,München,76283.0,,58937.0,Bayern,BY
9162,200509162,2005,München,82094.0,0.5,60795.0,Bayern,BY
9162,200909162,2009,München,83204.0,-2.5,60099.0,Bayern,BY
9162,201309162,2013,München,92915.0,4.800000000000001,68434.0,Bayern,BY
9162,201609162,2016,München,100776.0,3.9000000000000004,75186.0,Bayern,BY
9163,200009163,2000,Rosenheim,49412.0,,37971.0,Bayern,BY
9163,200509163,2005,Rosenheim,50619.0,3.6,38381.0,Bayern,BY
9163,200909163,2009,Rosenheim,54262.0,-0.7000000000000001,40811.0,Bayern,BY
9163,201309163,2013,Rosenheim,58095.0,3.6,44871.0,Bayern,BY
9163,201609163,2016,Rosenheim,63681.0,6.6000000000000005,49671.0,Bayern,BY
9171,200009171,2000,Landkreis Altötting,62649.0,,33668.0,Bayern,BY
9171,200509171,2005,Landkreis Altötting,69208.0,4.9,35098.0,Bayern,BY
9171,200909171,2009,Landkreis Altötting,72716.0,-8.5,39910.0,Bayern,BY
9171,201309171,2013,Landkreis Altötting,76523.0,-4.0,43166.0,Bayern,BY
9171,201609171,2016,Landkreis Altötting,82405.0,-0.9,46518.0,Bayern,BY
9172,200009172,2000,Landkreis Berchtesgadener Land,40971.0,,20746.0,Bayern,BY
9172,200509172,2005,Landkreis Berchtesgadener Land,45270.0,0.6000000000000001,21489.0,Bayern,BY
9172,200909172,2009,Landkreis Berchtesgadener Land,49393.0,-1.3,24450.0,Bayern,BY
9172,201309172,2013,Landkreis Berchtesgadener Land,55436.0,4.800000000000001,27583.0,Bayern,BY
9172,201609172,2016,Landkreis Berchtesgadener Land,61101.0,4.3,31376.0,Bayern,BY
9173,200009173,2000,Landkreis Bad Tölz-Wolfratshausen,47046.0,,22027.0,Bayern,BY
9173,200509173,2005,Landkreis Bad Tölz-Wolfratshausen,52907.0,2.7,23628.0,Bayern,BY
9173,200909173,2009,Landkreis Bad Tölz-Wolfratshausen,52181.0,-6.2,23550.0,Bayern,BY
9173,201309173,2013,Landkreis Bad Tölz-Wolfratshausen,58458.0,4.5,26799.0,Bayern,BY
9173,201609173,2016,Landkreis Bad Tölz-Wolfratshausen,62128.0,-0.7000000000000001,28037.0,Bayern,BY
9174,200009174,2000,Landkreis Dachau,52067.0,,17813.0,Bayern,BY
9174,200509174,2005,Landkreis Dachau,58439.0,5.6000000000000005,20820.0,Bayern,BY
9174,200909174,2009,Landkreis Dachau,55451.0,-2.6,20556.0,Bayern,BY
9174,201309174,2013,Landkreis Dachau,63376.0,3.4000000000000004,24514.0,Bayern,BY
9174,201609174,2016,Landkreis Dachau,67525.0,4.6000000000000005,27183.0,Bayern,BY
9175,200009175,2000,Landkreis Ebersberg,58080.0,,21558.0,Bayern,BY
9175,200509175,2005,Landkreis Ebersberg,62297.0,2.2,24228.0,Bayern,BY
9175,200909175,2009,Landkreis Ebersberg,65944.0,-2.9000000000000004,26302.0,Bayern,BY
9175,201309175,2013,Landkreis Ebersberg,68975.0,3.6,27558.0,Bayern,BY
9175,201609175,2016,Landkreis Ebersberg,74631.0,3.2,30967.0,Bayern,BY
9176,200009176,2000,Landkreis Eichstätt,54245.0,,18582.0,Bayern,BY
9176,200509176,2005,Landkreis Eichstätt,57569.0,-0.7000000000000001,20175.0,Bayern,BY
9176,200909176,2009,Landkreis Eichstätt,58256.0,-3.3000000000000003,22474.0,Bayern,BY
9176,201309176,2013,Landkreis Eichstätt,66175.0,6.5,27807.0,Bayern,BY
9176,201609176,2016,Landkreis Eichstätt,72983.0,3.7,31479.0,Bayern,BY
9177,200009177,2000,Landkreis Erding,51083.0,,19983.0,Bayern,BY
9177,200509177,2005,Landkreis Erding,56200.0,1.6,21030.0,Bayern,BY
9177,200909177,2009,Landkreis Erding,55421.0,-1.0,22263.0,Bayern,BY
9177,201309177,2013,Landkreis Erding,62519.0,4.800000000000001,27921.0,Bayern,BY
9177,201609177,2016,Landkreis Erding,65280.0,5.4,30155.0,Bayern,BY
9178,200009178,2000,Landkreis Freising,60076.0,,34535.0,Bayern,BY
9178,200509178,2005,Landkreis Freising,66334.0,1.7000000000000002,38816.0,Bayern,BY
9178,200909178,2009,Landkreis Freising,66987.0,-0.4,40571.0,Bayern,BY
9178,201309178,2013,Landkreis Freising,72572.0,2.9000000000000004,43298.0,Bayern,BY
9178,201609178,2016,Landkreis Freising,75028.0,0.4,44403.0,Bayern,BY
9179,200009179,2000,Landkreis Fürstenfeldbruck,48704.0,,16765.0,Bayern,BY
9179,200509179,2005,Landkreis Fürstenfeldbruck,53279.0,2.8000000000000003,18437.0,Bayern,BY
9179,200909179,2009,Landkreis Fürstenfeldbruck,55099.0,-1.1,19591.0,Bayern,BY
9179,201309179,2013,Landkreis Fürstenfeldbruck,63942.0,4.2,22657.0,Bayern,BY
9179,201609179,2016,Landkreis Fürstenfeldbruck,69899.0,2.7,24952.0,Bayern,BY
9180,200009180,2000,Landkreis Garmisch-Partenkirchen,41826.0,,22047.0,Bayern,BY
9180,200509180,2005,Landkreis Garmisch-Partenkirchen,45319.0,-1.2000000000000002,21603.0,Bayern,BY
9180,200909180,2009,Landkreis Garmisch-Partenkirchen,46813.0,-0.4,23198.0,Bayern,BY
9180,201309180,2013,Landkreis Garmisch-Partenkirchen,51863.0,2.8000000000000003,25807.0,Bayern,BY
9180,201609180,2016,Landkreis Garmisch-Partenkirchen,55601.0,2.2,28265.0,Bayern,BY
9181,200009181,2000,Landkreis Landsberg am Lech,46166.0,,20955.0,Bayern,BY
9181,200509181,2005,Landkreis Landsberg am Lech,52234.0,2.0,22240.0,Bayern,BY
9181,200909181,2009,Landkreis Landsberg am Lech,53808.0,-0.9,24416.0,Bayern,BY
9181,201309181,2013,Landkreis Landsberg am Lech,64118.0,4.2,28810.0,Bayern,BY
9181,201609181,2016,Landkreis Landsberg am Lech,69018.0,4.5,31807.0,Bayern,BY
9182,200009182,2000,Landkreis Miesbach,46275.0,,21246.0,Bayern,BY
9182,200509182,2005,Landkreis Miesbach,49872.0,2.8000000000000003,22599.0,Bayern,BY
9182,200909182,2009,Landkreis Miesbach,53785.0,-1.7000000000000002,26216.0,Bayern,BY
9182,201309182,2013,Landkreis Miesbach,59519.0,1.2000000000000002,29457.0,Bayern,BY
9182,201609182,2016,Landkreis Miesbach,65778.0,3.0,33297.0,Bayern,BY
9183,200009183,2000,Landkreis Mühldorf am Inn,46155.0,,21096.0,Bayern,BY
9183,200509183,2005,Landkreis Mühldorf am Inn,52997.0,1.9000000000000001,23303.0,Bayern,BY
9183,200909183,2009,Landkreis Mühldorf am Inn,54545.0,1.4000000000000001,25712.0,Bayern,BY
9183,201309183,2013,Landkreis Mühldorf am Inn,61341.0,3.8000000000000003,29934.0,Bayern,BY
9183,201609183,2016,Landkreis Mühldorf am Inn,64267.0,3.8000000000000003,31513.0,Bayern,BY
9184,200009184,2000,Landkreis München (Land),109469.0,,78653.0,Bayern,BY
9184,200509184,2005,Landkreis München (Land),122393.0,4.7,88263.0,Bayern,BY
9184,200909184,2009,Landkreis München (Land),120620.0,0.5,91811.0,Bayern,BY
9184,201309184,2013,Landkreis München (Land),121209.0,-2.7,94536.0,Bayern,BY
9184,201609184,2016,Landkreis München (Land),124556.0,3.2,100475.0,Bayern,BY
9185,200009185,2000,Landkreis Neuburg-Schrobenhausen,49854.0,,22195.0,Bayern,BY
9185,200509185,2005,Landkreis Neuburg-Schrobenhausen,58044.0,0.1,24968.0,Bayern,BY
9185,200909185,2009,Landkreis Neuburg-Schrobenhausen,61661.0,-0.2,28774.0,Bayern,BY
9185,201309185,2013,Landkreis Neuburg-Schrobenhausen,65167.0,-2.0,30983.0,Bayern,BY
9185,201609185,2016,Landkreis Neuburg-Schrobenhausen,71699.0,6.300000000000001,33943.0,Bayern,BY
9186,200009186,2000,Landkreis Pfaffenhofen an der Ilm,52605.0,,19810.0,Bayern,BY
9186,200509186,2005,Landkreis Pfaffenhofen an der Ilm,59813.0,-1.9000000000000001,22340.0,Bayern,BY
9186,200909186,2009,Landkreis Pfaffenhofen an der Ilm,61176.0,-1.4000000000000001,24851.0,Bayern,BY
9186,201309186,2013,Landkreis Pfaffenhofen an der Ilm,80828.0,2.9000000000000004,35120.0,Bayern,BY
9186,201609186,2016,Landkreis Pfaffenhofen an der Ilm,90058.0,3.8000000000000003,39190.0,Bayern,BY
9187,200009187,2000,Landkreis Rosenheim (Land),45243.0,,19313.0,Bayern,BY
9187,200509187,2005,Landkreis Rosenheim (Land),52351.0,1.3,21663.0,Bayern,BY
9187,200909187,2009,Landkreis Rosenheim (Land),54989.0,-3.0,24188.0,Bayern,BY
9187,201309187,2013,Landkreis Rosenheim (Land),61564.0,2.2,28194.0,Bayern,BY
9187,201609187,2016,Landkreis Rosenheim (Land),64419.0,1.4000000000000001,30263.0,Bayern,BY
9188,200009188,2000,Landkreis Starnberg,70923.0,,31902.0,Bayern,BY
9188,200509188,2005,Landkreis Starnberg,78651.0,6.9,35339.0,Bayern,BY
9188,200909188,2009,Landkreis Starnberg,77376.0,-8.0,37178.0,Bayern,BY
9188,201309188,2013,Landkreis Starnberg,76717.0,2.6,37958.0,Bayern,BY
9188,201609188,2016,Landkreis Starnberg,79292.0,5.300000000000001,40658.0,Bayern,BY
9189,200009189,2000,Landkreis Traunstein,54127.0,,26867.0,Bayern,BY
9189,200509189,2005,Landkreis Traunstein,50800.0,-1.9000000000000001,24744.0,Bayern,BY
9189,200909189,2009,Landkreis Traunstein,56407.0,-0.5,28465.0,Bayern,BY
9189,201309189,2013,Landkreis Traunstein,65323.0,3.5,34798.0,Bayern,BY
9189,201609189,2016,Landkreis Traunstein,70505.0,4.4,38227.0,Bayern,BY
9190,200009190,2000,Landkreis Weilheim-Schongau,50690.0,,23635.0,Bayern,BY
9190,200509190,2005,Landkreis Weilheim-Schongau,59300.0,-2.0,27784.0,Bayern,BY
9190,200909190,2009,Landkreis Weilheim-Schongau,60521.0,-1.6,29356.0,Bayern,BY
9190,201309190,2013,Landkreis Weilheim-Schongau,63634.0,2.6,32995.0,Bayern,BY
9190,201609190,2016,Landkreis Weilheim-Schongau,71516.0,6.5,37728.0,Bayern,BY
9261,200009261,2000,Landshut,51091.0,,39239.0,Bayern,BY
9261,200509261,2005,Landshut,56719.0,1.9000000000000001,46769.0,Bayern,BY
9261,200909261,2009,Landshut,56375.0,-0.9,47123.0,Bayern,BY
9261,201309261,2013,Landshut,64124.0,4.7,54282.0,Bayern,BY
9261,201609261,2016,Landshut,68260.0,4.6000000000000005,55345.0,Bayern,BY
9262,200009262,2000,Passau,45891.0,,41707.0,Bayern,BY
9262,200509262,2005,Passau,53200.0,5.800000000000001,48578.0,Bayern,BY
9262,200909262,2009,Passau,54876.0,-8.700000000000001,53334.0,Bayern,BY
9262,201309262,2013,Passau,59129.0,2.3000000000000003,60376.0,Bayern,BY
9262,201609262,2016,Passau,62092.0,4.0,63668.0,Bayern,BY
9263,200009263,2000,Straubing,47091.0,,35802.0,Bayern,BY
9263,200509263,2005,Straubing,51374.0,4.0,40760.0,Bayern,BY
9263,200909263,2009,Straubing,51594.0,-4.9,42574.0,Bayern,BY
9263,201309263,2013,Straubing,53624.0,0.7000000000000001,45753.0,Bayern,BY
9263,201609263,2016,Straubing,57641.0,1.7000000000000002,49660.0,Bayern,BY
9271,200009271,2000,Landkreis Deggendorf,49481.0,,25325.0,Bayern,BY
9271,200509271,2005,Landkreis Deggendorf,53138.0,-2.6,26621.0,Bayern,BY
9271,200909271,2009,Landkreis Deggendorf,53412.0,-2.5,29118.0,Bayern,BY
9271,201309271,2013,Landkreis Deggendorf,59481.0,3.0,34421.0,Bayern,BY
9271,201609271,2016,Landkreis Deggendorf,63949.0,2.4000000000000004,37872.0,Bayern,BY
9272,200009272,2000,Landkreis Freyung-Grafenau,37289.0,,16242.0,Bayern,BY
9272,200509272,2005,Landkreis Freyung-Grafenau,44287.0,2.6,17934.0,Bayern,BY
9272,200909272,2009,Landkreis Freyung-Grafenau,44223.0,-4.4,19255.0,Bayern,BY
9272,201309272,2013,Landkreis Freyung-Grafenau,54473.0,9.700000000000001,24907.0,Bayern,BY
9272,201609272,2016,Landkreis Freyung-Grafenau,58450.0,3.0,27925.0,Bayern,BY
9273,200009273,2000,Landkreis Kehlheim,45314.0,,20552.0,Bayern,BY
9273,200509273,2005,Landkreis Kehlheim,51023.0,-2.5,22114.0,Bayern,BY
9273,200909273,2009,Landkreis Kehlheim,54156.0,-3.0,23877.0,Bayern,BY
9273,201309273,2013,Landkreis Kehlheim,61879.0,4.4,28637.0,Bayern,BY
9273,201609273,2016,Landkreis Kehlheim,68725.0,3.7,31038.0,Bayern,BY
9274,200009274,2000,Landkreis Landshut (Land),58289.0,,22463.0,Bayern,BY
9274,200509274,2005,Landkreis Landshut (Land),62627.0,6.2,22986.0,Bayern,BY
9274,200909274,2009,Landkreis Landshut (Land),70381.0,-0.4,28153.0,Bayern,BY
9274,201309274,2013,Landkreis Landshut (Land),75629.0,4.9,31083.0,Bayern,BY
9274,201609274,2016,Landkreis Landshut (Land),83239.0,8.3,34003.0,Bayern,BY
9275,200009275,2000,Landkreis Passau (Land),46049.0,,19085.0,Bayern,BY
9275,200509275,2005,Landkreis Passau (Land),49881.0,-0.30000000000000004,20214.0,Bayern,BY
9275,200909275,2009,Landkreis Passau (Land),52234.0,-3.8000000000000003,22405.0,Bayern,BY
9275,201309275,2013,Landkreis Passau (Land),57380.0,0.6000000000000001,26233.0,Bayern,BY
9275,201609275,2016,Landkreis Passau (Land),60341.0,2.6,28042.0,Bayern,BY
9276,200009276,2000,Landkreis Regen,40375.0,,18260.0,Bayern,BY
9276,200509276,2005,Landkreis Regen,45473.0,0.5,19759.0,Bayern,BY
9276,200909276,2009,Landkreis Regen,47778.0,-4.6000000000000005,21897.0,Bayern,BY
9276,201309276,2013,Landkreis Regen,54745.0,2.9000000000000004,27013.0,Bayern,BY
9276,201609276,2016,Landkreis Regen,58776.0,3.9000000000000004,30327.0,Bayern,BY
9277,200009277,2000,Landkreis Rottal-Inn,45868.0,,21001.0,Bayern,BY
9277,200509277,2005,Landkreis Rottal-Inn,50784.0,0.1,22483.0,Bayern,BY
9277,200909277,2009,Landkreis Rottal-Inn,51023.0,-0.1,24295.0,Bayern,BY
9277,201309277,2013,Landkreis Rottal-Inn,59699.0,2.0,28339.0,Bayern,BY
9277,201609277,2016,Landkreis Rottal-Inn,62726.0,-1.1,29625.0,Bayern,BY
9278,200009278,2000,Landkreis Straubing-Bogen,44484.0,,15584.0,Bayern,BY
9278,200509278,2005,Landkreis Straubing-Bogen,49650.0,-2.2,16988.0,Bayern,BY
9278,200909278,2009,Landkreis Straubing-Bogen,51942.0,-4.2,18989.0,Bayern,BY
9278,201309278,2013,Landkreis Straubing-Bogen,64908.0,8.6,23754.0,Bayern,BY
9278,201609278,2016,Landkreis Straubing-Bogen,66993.0,4.800000000000001,26839.0,Bayern,BY
9279,200009279,2000,Landkreis Dingolfing-Landau,50965.0,,30318.0,Bayern,BY
9279,200509279,2005,Landkreis Dingolfing-Landau,70406.0,2.7,43574.0,Bayern,BY
9279,200909279,2009,Landkreis Dingolfing-Landau,66699.0,1.6,43777.0,Bayern,BY
9279,201309279,2013,Landkreis Dingolfing-Landau,81104.0,3.4000000000000004,57133.0,Bayern,BY
9279,201609279,2016,Landkreis Dingolfing-Landau,92512.0,-0.6000000000000001,65627.0,Bayern,BY
9361,200009361,2000,Amberg,46662.0,,35798.0,Bayern,BY
9361,200509361,2005,Amberg,50397.0,4.2,36301.0,Bayern,BY
9361,200909361,2009,Amberg,54470.0,0.1,42070.0,Bayern,BY
9361,201309361,2013,Amberg,59901.0,1.6,48719.0,Bayern,BY
9361,201609361,2016,Amberg,61877.0,2.9000000000000004,52635.0,Bayern,BY
9362,200009362,2000,Regensburg,56556.0,,58645.0,Bayern,BY
9362,200509362,2005,Regensburg,62042.0,1.1,62985.0,Bayern,BY
9362,200909362,2009,Regensburg,66202.0,-7.0,67759.0,Bayern,BY
9362,201309362,2013,Regensburg,75436.0,1.3,79143.0,Bayern,BY
9362,201609362,2016,Regensburg,78332.0,1.1,82967.0,Bayern,BY
9363,200009363,2000,Weiden in der Oberpfalz,45629.0,,39779.0,Bayern,BY
9363,200509363,2005,Weiden in der Oberpfalz,47864.0,2.6,42324.0,Bayern,BY
9363,200909363,2009,Weiden in der Oberpfalz,49977.0,-1.4000000000000001,46943.0,Bayern,BY
9363,201309363,2013,Weiden in der Oberpfalz,52574.0,1.7000000000000002,50460.0,Bayern,BY
9363,201609363,2016,Weiden in der Oberpfalz,54365.0,2.5,53734.0,Bayern,BY
9371,200009371,2000,Landkreis Amberg-Sulzbach,45438.0,,16191.0,Bayern,BY
9371,200509371,2005,Landkreis Amberg-Sulzbach,50791.0,-1.3,17047.0,Bayern,BY
9371,200909371,2009,Landkreis Amberg-Sulzbach,52627.0,-5.4,18957.0,Bayern,BY
9371,201309371,2013,Landkreis Amberg-Sulzbach,62752.0,3.9000000000000004,23512.0,Bayern,BY
9371,201609371,2016,Landkreis Amberg-Sulzbach,66544.0,4.4,25579.0,Bayern,BY
9372,200009372,2000,Landkreis Cham,41679.0,,20097.0,Bayern,BY
9372,200509372,2005,Landkreis Cham,46655.0,1.6,22208.0,Bayern,BY
9372,200909372,2009,Landkreis Cham,50373.0,1.9000000000000001,26874.0,Bayern,BY
9372,201309372,2013,Landkreis Cham,53024.0,-0.7000000000000001,29462.0,Bayern,BY
9372,201609372,2016,Landkreis Cham,59628.0,2.4000000000000004,34012.0,Bayern,BY
9373,200009373,2000,Landkreis Neumarkt in der Oberpfalz,45006.0,,20852.0,Bayern,BY
9373,200509373,2005,Landkreis Neumarkt in der Oberpfalz,52447.0,5.7,23057.0,Bayern,BY
9373,200909373,2009,Landkreis Neumarkt in der Oberpfalz,57982.0,4.4,27449.0,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,66399.0,7.1000000000000005,32878.0,Bayern,BY
9373,201609373,2016,Landkreis Neumarkt in der Oberpfalz,72304.0,1.0,36199.0,Bayern,BY
9374,200009374,2000,Landkreis Neustadt an der Waldnaab,48568.0,,17409.0,Bayern,BY
9374,200509374,2005,Landkreis Neustadt an der Waldnaab,53372.0,3.6,18672.0,Bayern,BY
9374,200909374,2009,Landkreis Neustadt an der Waldnaab,55825.0,-2.2,20421.0,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,65920.0,5.2,25812.0,Bayern,BY
9374,201609374,2016,Landkreis Neustadt an der Waldnaab,69880.0,0.30000000000000004,29312.0,Bayern,BY
9375,200009375,2000,Landkreis Regensburg (Land),47358.0,,14800.0,Bayern,BY
9375,200509375,2005,Landkreis Regensburg (Land),55455.0,3.8000000000000003,17009.0,Bayern,BY
9375,200909375,2009,Landkreis Regensburg (Land),53991.0,-10.4,17301.0,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),65687.0,5.2,22021.0,Bayern,BY
9375,201609375,2016,Landkreis Regensburg (Land),69861.0,3.9000000000000004,24254.0,Bayern,BY
9376,200009376,2000,Landkreis Schwandorf,46548.0,,21788.0,Bayern,BY
9376,200509376,2005,Landkreis Schwandorf,53445.0,6.7,24400.0,Bayern,BY
9376,200909376,2009,Landkreis Schwandorf,51950.0,-4.2,24849.0,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,62639.0,6.1000000000000005,32152.0,Bayern,BY
9376,201609376,2016,Landkreis Schwandorf,65233.0,2.1,34101.0,Bayern,BY
9377,200009377,2000,Landkreis Tirschenreuth,45249.0,,19215.0,Bayern,BY
9377,200509377,2005,Landkreis Tirschenreuth,52083.0,-0.1,20724.0,Bayern,BY
9377,200909377,2009,Landkreis Tirschenreuth,55483.0,0.2,23931.0,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,63710.0,0.1,29109.0,Bayern,BY
9377,201609377,2016,Landkreis Tirschenreuth,71044.0,5.800000000000001,33698.0,Bayern,BY
9461,200009461,2000,Bamberg,43679.0,,41420.0,Bayern,BY
9461,200509461,2005,Bamberg,49926.0,3.5,46024.0,Bayern,BY
9461,200909461,2009,Bamberg,51126.0,-5.7,48392.0,Bayern,BY
9461,201309461,2013,Bamberg,57615.0,4.2,55967.0,Bayern,BY
9461,201609461,2016,Bamberg,59335.0,5.5,59859.0,Bayern,BY
9462,200009462,2000,Bayreuth,48366.0,,40918.0,Bayern,BY
9462,200509462,2005,Bayreuth,52577.0,0.9,41881.0,Bayern,BY
9462,200909462,2009,Bayreuth,56018.0,0.7000000000000001,46601.0,Bayern,BY
9462,201309462,2013,Bayreuth,62104.0,4.2,55265.0,Bayern,BY
9462,201609462,2016,Bayreuth,68301.0,4.9,62352.0,Bayern,BY
9463,200009463,2000,Coburg,49584.0,,42630.0,Bayern,BY
9463,200509463,2005,Coburg,53598.0,-3.2,47354.0,Bayern,BY
9463,200909463,2009,Coburg,68410.0,6.4,66693.0,Bayern,BY
9463,201309463,2013,Coburg,72502.0,0.0,74898.0,Bayern,BY
9463,201609463,2016,Coburg,80696.0,1.5,83501.0,Bayern,BY
9464,200009464,2000,Hof,44035.0,,31007.0,Bayern,BY
9464,200509464,2005,Hof,46186.0,-2.6,32509.0,Bayern,BY
9464,200909464,2009,Hof,47888.0,-2.6,35069.0,Bayern,BY
9464,201309464,2013,Hof,52356.0,-2.5,39911.0,Bayern,BY
9464,201609464,2016,Hof,54387.0,0.0,41114.0,Bayern,BY
9471,200009471,2000,Landkreis Bamberg (Land),48657.0,,14358.0,Bayern,BY
9471,200509471,2005,Landkreis Bamberg (Land),57090.0,0.8,16921.0,Bayern,BY
9471,200909471,2009,Landkreis Bamberg (Land),54618.0,1.0,18165.0,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),63167.0,2.5,22549.0,Bayern,BY
9471,201609471,2016,Landkreis Bamberg (Land),70056.0,2.8000000000000003,25196.0,Bayern,BY
9472,200009472,2000,Landkreis Bayreuth (Land),49130.0,,16217.0,Bayern,BY
9472,200509472,2005,Landkreis Bayreuth (Land),47296.0,-0.4,14694.0,Bayern,BY
9472,200909472,2009,Landkreis Bayreuth (Land),50089.0,-2.3000000000000003,16376.0,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),56102.0,1.4000000000000001,18470.0,Bayern,BY
9472,201609472,2016,Landkreis Bayreuth (Land),60847.0,2.2,20099.0,Bayern,BY
9473,200009473,2000,Landkreis Coburg (Land),46812.0,,20708.0,Bayern,BY
9473,200509473,2005,Landkreis Coburg (Land),46333.0,-1.8,18317.0,Bayern,BY
9473,200909473,2009,Landkreis Coburg (Land),51018.0,-0.6000000000000001,20582.0,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),56081.0,0.1,23728.0,Bayern,BY
9473,201609473,2016,Landkreis Coburg (Land),60551.0,-0.5,25892.0,Bayern,BY
9474,200009474,2000,Landkreis Forchheim,47534.0,,15375.0,Bayern,BY
9474,200509474,2005,Landkreis Forchheim,51419.0,0.6000000000000001,16379.0,Bayern,BY
9474,200909474,2009,Landkreis Forchheim,53821.0,-0.8,18137.0,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,59288.0,3.4000000000000004,21705.0,Bayern,BY
9474,201609474,2016,Landkreis Forchheim,68889.0,1.9000000000000001,26311.0,Bayern,BY
9475,200009475,2000,Landkreis Hof (Land),39526.0,,17747.0,Bayern,BY
9475,200509475,2005,Landkreis Hof (Land),46083.0,0.8,19393.0,Bayern,BY
9475,200909475,2009,Landkreis Hof (Land),52392.0,3.4000000000000004,23326.0,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),59351.0,3.0,28803.0,Bayern,BY
9475,201609475,2016,Landkreis Hof (Land),64642.0,2.8000000000000003,32808.0,Bayern,BY
9476,200009476,2000,Landkreis Kronach,42978.0,,21862.0,Bayern,BY
9476,200509476,2005,Landkreis Kronach,49091.0,-0.9,23850.0,Bayern,BY
9476,200909476,2009,Landkreis Kronach,49473.0,-4.1000000000000005,24831.0,Bayern,BY
9476,201309476,2013,Landkreis Kronach,55420.0,-0.30000000000000004,27416.0,Bayern,BY
9476,201609476,2016,Landkreis Kronach,62422.0,2.9000000000000004,31011.0,Bayern,BY
9477,200009477,2000,Landkreis Kulmbach,42311.0,,19999.0,Bayern,BY
9477,200509477,2005,Landkreis Kulmbach,46818.0,2.3000000000000003,21805.0,Bayern,BY
9477,200909477,2009,Landkreis Kulmbach,52475.0,4.9,26195.0,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,58678.0,0.2,30151.0,Bayern,BY
9477,201609477,2016,Landkreis Kulmbach,64258.0,2.8000000000000003,32901.0,Bayern,BY
9478,200009478,2000,Landkreis Lichtenfels,41255.0,,22443.0,Bayern,BY
9478,200509478,2005,Landkreis Lichtenfels,54493.0,0.7000000000000001,27390.0,Bayern,BY
9478,200909478,2009,Landkreis Lichtenfels,53919.0,-2.6,28354.0,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,55474.0,0.1,31338.0,Bayern,BY
9478,201609478,2016,Landkreis Lichtenfels,60021.0,-0.7000000000000001,33384.0,Bayern,BY
9479,200009479,2000,Landkreis Wunsiedel im Fichtelgebirge,43357.0,,20640.0,Bayern,BY
9479,200509479,2005,Landkreis Wunsiedel im Fichtelgebirge,48658.0,1.0,21685.0,Bayern,BY
9479,200909479,2009,Landkreis Wunsiedel im Fichtelgebirge,50897.0,0.4,24336.0,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,56027.0,2.2,28922.0,Bayern,BY
9479,201609479,2016,Landkreis Wunsiedel im Fichtelgebirge,59850.0,1.4000000000000001,31412.0,Bayern,BY
9561,200009561,2000,Ansbach,41838.0,,35178.0,Bayern,BY
9561,200509561,2005,Ansbach,48936.0,6.0,41569.0,Bayern,BY
9561,200909561,2009,Ansbach,49229.0,-2.9000000000000004,42234.0,Bayern,BY
9561,201309561,2013,Ansbach,59503.0,3.7,52675.0,Bayern,BY
9561,201609561,2016,Ansbach,63080.0,4.1000000000000005,56230.0,Bayern,BY
9562,200009562,2000,Erlangen,67920.0,,58469.0,Bayern,BY
9562,200509562,2005,Erlangen,66500.0,-5.0,57011.0,Bayern,BY
9562,200909562,2009,Erlangen,78724.0,3.7,73335.0,Bayern,BY
9562,201309562,2013,Erlangen,80174.0,-1.8,81131.0,Bayern,BY
9562,201609562,2016,Erlangen,88360.0,2.6,91531.0,Bayern,BY
9563,200009563,2000,Fürth,54884.0,,27685.0,Bayern,BY
9563,200509563,2005,Fürth,60452.0,-0.8,29138.0,Bayern,BY
9563,200909563,2009,Fürth,61589.0,-1.6,29416.0,Bayern,BY
9563,201309563,2013,Fürth,64984.0,2.4000000000000004,30451.0,Bayern,BY
9563,201609563,2016,Fürth,68011.0,2.4000000000000004,33415.0,Bayern,BY
9564,200009564,2000,Nürnberg,53907.0,,40005.0,Bayern,BY
9564,200509564,2005,Nürnberg,58605.0,-2.9000000000000004,42318.0,Bayern,BY
9564,200909564,2009,Nürnberg,60918.0,-3.1,45202.0,Bayern,BY
9564,201309564,2013,Nürnberg,67680.0,2.5,50867.0,Bayern,BY
9564,201609564,2016,Nürnberg,72379.0,4.4,55071.0,Bayern,BY
9565,200009565,2000,Schwabach,51797.0,,28074.0,Bayern,BY
9565,200509565,2005,Schwabach,61235.0,2.2,30832.0,Bayern,BY
