,YearSchluessel,Year,Stadt-/Landkreis,Arbeitsplatzdichte,"Anteil Erwerbst. Land- u. Forstwirtsch., Fischerei in %",Anteil Erwerbstätige Produzierendes Gewerbe in %,Anteil Erwerbstätige Verarbeitendes Gewerbe in %,Anteil Erwerbstätige Baugewerbe in %,Anteil Erwerbstätige Dienstleistungsbereiche in %,"Ant ET Handel, Verkehr, Gastgew., Inform., Kommun. In %","Ant ET Finanz-, Vers., Unt-dl., Grundst-, Wohngsw. In %","Ant ET Öffentl. u. sonst. DL, Erzieh., Gesundh. In %",LAND_NAME,LAND_ABK
12066,200212066,2002,Landkreis Oberspreewald-Lausitz,501.8,2.3000000000000003,31.6,15.200000000000001,10.700000000000001,66.0,24.6,12.700000000000001,28.700000000000003,Brandenburg,BB
12067,201612067,2016,Landkreis Oder-Spree,657.6,2.6,28.400000000000002,13.5,11.200000000000001,69.10000000000001,24.200000000000003,11.200000000000001,33.7,Brandenburg,BB
12067,201312067,2013,Landkreis Oder-Spree,628.3000000000001,2.7,28.6,13.3,11.200000000000001,68.9,25.0,11.5,32.4,Brandenburg,BB
12067,200912067,2009,Landkreis Oder-Spree,589.0,2.6,27.5,12.5,11.100000000000001,69.7,25.6,11.8,32.300000000000004,Brandenburg,BB
12067,200512067,2005,Landkreis Oder-Spree,526.9,2.7,27.900000000000002,12.4,10.9,69.60000000000001,26.6,11.100000000000001,31.900000000000002,Brandenburg,BB
12067,200212067,2002,Landkreis Oder-Spree,518.2,2.9000000000000004,32.1,13.700000000000001,12.8,64.9,23.200000000000003,9.9,31.8,Brandenburg,BB
12068,201612068,2016,Landkreis Ostprignitz-Ruppin,741.5,5.7,23.8,14.0,8.9,70.2,21.700000000000003,11.700000000000001,36.800000000000004,Brandenburg,BB
12068,201312068,2013,Landkreis Ostprignitz-Ruppin,716.9000000000001,5.800000000000001,25.0,14.4,9.5,69.4,22.6,11.9,34.9,Brandenburg,BB
12068,200912068,2009,Landkreis Ostprignitz-Ruppin,675.0,6.6000000000000005,23.3,11.8,10.3,70.10000000000001,22.900000000000002,12.600000000000001,34.6,Brandenburg,BB
12068,200512068,2005,Landkreis Ostprignitz-Ruppin,588.2,6.7,24.5,12.4,11.0,68.8,23.6,11.9,33.300000000000004,Brandenburg,BB
12068,200212068,2002,Landkreis Ostprignitz-Ruppin,598.1,6.6000000000000005,25.700000000000003,12.100000000000001,12.600000000000001,67.7,22.6,10.0,35.1,Brandenburg,BB
12069,201612069,2016,Landkreis Potsdam-Mittelmark,642.3000000000001,4.1000000000000005,20.0,9.4,9.5,76.10000000000001,27.1,20.400000000000002,28.5,Brandenburg,BB
12069,201312069,2013,Landkreis Potsdam-Mittelmark,596.4,4.7,22.200000000000003,10.3,10.600000000000001,73.2,28.8,16.2,28.3,Brandenburg,BB
12069,200912069,2009,Landkreis Potsdam-Mittelmark,572.3000000000001,4.6000000000000005,22.900000000000002,9.4,12.4,72.5,28.400000000000002,15.700000000000001,28.3,Brandenburg,BB
12069,200512069,2005,Landkreis Potsdam-Mittelmark,515.5,4.800000000000001,22.700000000000003,9.700000000000001,11.700000000000001,72.4,29.6,13.9,28.8,Brandenburg,BB
12069,200212069,2002,Landkreis Potsdam-Mittelmark,532.4,4.6000000000000005,26.200000000000003,11.100000000000001,13.8,69.0,27.900000000000002,12.700000000000001,28.3,Brandenburg,BB
12070,201612070,2016,Landkreis Prignitz,719.7,6.300000000000001,27.700000000000003,17.0,9.5,66.0,21.0,13.0,32.0,Brandenburg,BB
12070,201312070,2013,Landkreis Prignitz,705.4000000000001,6.300000000000001,28.900000000000002,17.5,10.0,65.0,22.3,12.3,30.400000000000002,Brandenburg,BB
12070,200912070,2009,Landkreis Prignitz,669.9000000000001,6.1000000000000005,27.700000000000003,16.2,10.100000000000001,66.2,22.900000000000002,12.3,31.0,Brandenburg,BB
12070,200512070,2005,Landkreis Prignitz,572.6,6.2,26.400000000000002,15.5,9.700000000000001,67.2,24.3,10.9,32.0,Brandenburg,BB
12070,200212070,2002,Landkreis Prignitz,560.0,6.4,26.900000000000002,14.3,11.200000000000001,66.9,23.5,9.8,33.6,Brandenburg,BB
12071,201612071,2016,Landkreis Spree-Neiße,626.0,3.9000000000000004,37.9,15.100000000000001,12.3,58.1,21.700000000000003,9.9,26.5,Brandenburg,BB
12071,201312071,2013,Landkreis Spree-Neiße,612.3000000000001,4.3,37.9,14.700000000000001,12.100000000000001,57.900000000000006,21.3,10.4,26.200000000000003,Brandenburg,BB
12071,200912071,2009,Landkreis Spree-Neiße,556.4,3.4000000000000004,37.4,14.0,11.600000000000001,59.0,20.700000000000003,10.100000000000001,28.1,Brandenburg,BB
12071,200512071,2005,Landkreis Spree-Neiße,479.8,3.3000000000000003,38.0,12.9,14.0,58.7,22.3,8.3,28.200000000000003,Brandenburg,BB
12071,200212071,2002,Landkreis Spree-Neiße,492.5,3.2,37.1,11.8,15.0,59.7,22.6,8.8,28.3,Brandenburg,BB
12072,201612072,2016,Landkreis Teltow-Fläming,701.1,2.8000000000000003,30.5,20.5,9.0,66.7,29.6,14.200000000000001,22.900000000000002,Brandenburg,BB
12072,201312072,2013,Landkreis Teltow-Fläming,669.7,2.8000000000000003,31.1,20.900000000000002,9.200000000000001,66.10000000000001,29.700000000000003,14.0,22.3,Brandenburg,BB
12072,200912072,2009,Landkreis Teltow-Fläming,626.4000000000001,3.0,31.200000000000003,20.900000000000002,9.200000000000001,65.8,28.700000000000003,12.3,24.900000000000002,Brandenburg,BB
12072,200512072,2005,Landkreis Teltow-Fläming,545.1,3.1,29.3,18.900000000000002,9.3,67.60000000000001,28.900000000000002,12.200000000000001,26.5,Brandenburg,BB
12072,200212072,2002,Landkreis Teltow-Fläming,544.8000000000001,3.4000000000000004,31.0,19.400000000000002,10.5,65.60000000000001,27.8,10.8,27.0,Brandenburg,BB
12073,201612073,2016,Landkreis Uckermark,688.0,5.6000000000000005,23.8,13.8,8.1,70.3,23.3,12.4,34.7,Brandenburg,BB
12073,201312073,2013,Landkreis Uckermark,666.6,5.4,25.3,14.700000000000001,8.700000000000001,69.3,23.400000000000002,12.700000000000001,33.2,Brandenburg,BB
12073,200912073,2009,Landkreis Uckermark,618.8000000000001,5.6000000000000005,23.8,13.3,8.4,70.5,22.0,13.3,35.300000000000004,Brandenburg,BB
12073,200512073,2005,Landkreis Uckermark,525.4,6.5,23.3,12.3,8.9,70.2,22.700000000000003,13.0,34.4,Brandenburg,BB
12073,200212073,2002,Landkreis Uckermark,534.3000000000001,6.2,24.8,11.5,10.9,68.9,21.5,12.0,35.300000000000004,Brandenburg,BB
13001,201613001,2016,Greifswald,,,,,,,,,,Mecklenburg-Vorpommern,MV
13001,201313001,2013,Greifswald,,,,,,,,,,Mecklenburg-Vorpommern,MV
13001,200913001,2009,Greifswald,,,,,,,,,,Mecklenburg-Vorpommern,MV
13001,200513001,2005,Greifswald,,,,,,,,,,Mecklenburg-Vorpommern,MV
13001,200213001,2002,Greifswald,,,,,,,,,,Mecklenburg-Vorpommern,MV
13002,201613002,2016,Neubrandenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13002,201313002,2013,Neubrandenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13002,200913002,2009,Neubrandenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13002,200513002,2005,Neubrandenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13002,200213002,2002,Neubrandenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13003,201613003,2016,Rostock,853.7,0.1,13.0,8.1,3.1,87.0,25.1,22.3,39.5,Mecklenburg-Vorpommern,MV
13003,201313003,2013,Rostock,823.4000000000001,0.1,13.200000000000001,7.9,3.2,86.80000000000001,25.0,21.900000000000002,39.900000000000006,Mecklenburg-Vorpommern,MV
13003,200913003,2009,Rostock,798.6,0.1,12.700000000000001,7.5,3.0,87.2,24.900000000000002,21.1,41.300000000000004,Mecklenburg-Vorpommern,MV
13003,200513003,2005,Rostock,718.7,0.1,13.100000000000001,6.9,4.0,86.60000000000001,24.8,19.0,42.800000000000004,Mecklenburg-Vorpommern,MV
13003,200213003,2002,Rostock,727.4000000000001,0.30000000000000004,14.8,6.9,5.7,85.0,26.0,17.900000000000002,41.1,Mecklenburg-Vorpommern,MV
13004,201613004,2016,Schwerin,1097.6000000000001,0.2,13.4,6.9,4.3,86.4,23.8,20.8,41.800000000000004,Mecklenburg-Vorpommern,MV
13004,201313004,2013,Schwerin,1093.1000000000001,0.2,12.700000000000001,6.0,4.6000000000000005,87.10000000000001,25.1,21.200000000000003,40.800000000000004,Mecklenburg-Vorpommern,MV
13004,200913004,2009,Schwerin,1057.0,0.2,12.3,5.800000000000001,4.6000000000000005,87.7,24.200000000000003,20.5,42.900000000000006,Mecklenburg-Vorpommern,MV
13004,200513004,2005,Schwerin,981.1,0.2,12.4,5.2,4.9,87.5,24.700000000000003,18.8,44.0,Mecklenburg-Vorpommern,MV
13004,200213004,2002,Schwerin,937.7,0.2,13.700000000000001,5.6000000000000005,5.5,86.0,25.700000000000003,16.900000000000002,43.5,Mecklenburg-Vorpommern,MV
13005,201613005,2016,Stralsund,,,,,,,,,,Mecklenburg-Vorpommern,MV
13005,201313005,2013,Stralsund,,,,,,,,,,Mecklenburg-Vorpommern,MV
13005,200913005,2009,Stralsund,,,,,,,,,,Mecklenburg-Vorpommern,MV
13005,200513005,2005,Stralsund,,,,,,,,,,Mecklenburg-Vorpommern,MV
13005,200213005,2002,Stralsund,,,,,,,,,,Mecklenburg-Vorpommern,MV
13006,201613006,2016,Wismar,,,,,,,,,,Mecklenburg-Vorpommern,MV
13006,201313006,2013,Wismar,,,,,,,,,,Mecklenburg-Vorpommern,MV
13006,200913006,2009,Wismar,,,,,,,,,,Mecklenburg-Vorpommern,MV
13006,200513006,2005,Wismar,,,,,,,,,,Mecklenburg-Vorpommern,MV
13006,200213006,2002,Wismar,,,,,,,,,,Mecklenburg-Vorpommern,MV
13051,201613051,2016,Landkreis Bad Doberan,,,,,,,,,,Mecklenburg-Vorpommern,MV
13051,201313051,2013,Landkreis Bad Doberan,,,,,,,,,,Mecklenburg-Vorpommern,MV
13051,200913051,2009,Landkreis Bad Doberan,,,,,,,,,,Mecklenburg-Vorpommern,MV
13051,200513051,2005,Landkreis Bad Doberan,,,,,,,,,,Mecklenburg-Vorpommern,MV
13051,200213051,2002,Landkreis Bad Doberan,,,,,,,,,,Mecklenburg-Vorpommern,MV
13052,201613052,2016,Landkreis Demmin,,,,,,,,,,Mecklenburg-Vorpommern,MV
13052,201313052,2013,Landkreis Demmin,,,,,,,,,,Mecklenburg-Vorpommern,MV
13052,200913052,2009,Landkreis Demmin,,,,,,,,,,Mecklenburg-Vorpommern,MV
13052,200513052,2005,Landkreis Demmin,,,,,,,,,,Mecklenburg-Vorpommern,MV
13052,200213052,2002,Landkreis Demmin,,,,,,,,,,Mecklenburg-Vorpommern,MV
13053,201613053,2016,Landkreis Güstrow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13053,201313053,2013,Landkreis Güstrow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13053,200913053,2009,Landkreis Güstrow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13053,200513053,2005,Landkreis Güstrow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13053,200213053,2002,Landkreis Güstrow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13054,201613054,2016,Landkreis Ludwigslust,,,,,,,,,,Mecklenburg-Vorpommern,MV
13054,201313054,2013,Landkreis Ludwigslust,,,,,,,,,,Mecklenburg-Vorpommern,MV
13054,200913054,2009,Landkreis Ludwigslust,,,,,,,,,,Mecklenburg-Vorpommern,MV
13054,200513054,2005,Landkreis Ludwigslust,,,,,,,,,,Mecklenburg-Vorpommern,MV
13054,200213054,2002,Landkreis Ludwigslust,,,,,,,,,,Mecklenburg-Vorpommern,MV
13055,201613055,2016,Landkreis Mecklenburg-Strelitz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13055,201313055,2013,Landkreis Mecklenburg-Strelitz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13055,200913055,2009,Landkreis Mecklenburg-Strelitz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13055,200513055,2005,Landkreis Mecklenburg-Strelitz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13055,200213055,2002,Landkreis Mecklenburg-Strelitz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13056,201613056,2016,Landkreis Müritz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13056,201313056,2013,Landkreis Müritz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13056,200913056,2009,Landkreis Müritz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13056,200513056,2005,Landkreis Müritz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13056,200213056,2002,Landkreis Müritz,,,,,,,,,,Mecklenburg-Vorpommern,MV
13057,201613057,2016,Landkreis Nordvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13057,201313057,2013,Landkreis Nordvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13057,200913057,2009,Landkreis Nordvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13057,200513057,2005,Landkreis Nordvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13057,200213057,2002,Landkreis Nordvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13058,201613058,2016,Landkreis Nordwestmecklenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13058,201313058,2013,Landkreis Nordwestmecklenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13058,200913058,2009,Landkreis Nordwestmecklenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13058,200513058,2005,Landkreis Nordwestmecklenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13058,200213058,2002,Landkreis Nordwestmecklenburg,,,,,,,,,,Mecklenburg-Vorpommern,MV
13059,201613059,2016,Landkreis Ostvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13059,201313059,2013,Landkreis Ostvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13059,200913059,2009,Landkreis Ostvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13059,200513059,2005,Landkreis Ostvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13059,200213059,2002,Landkreis Ostvorpommern,,,,,,,,,,Mecklenburg-Vorpommern,MV
13060,201613060,2016,Landkreis Parchim,,,,,,,,,,Mecklenburg-Vorpommern,MV
13060,201313060,2013,Landkreis Parchim,,,,,,,,,,Mecklenburg-Vorpommern,MV
13060,200913060,2009,Landkreis Parchim,,,,,,,,,,Mecklenburg-Vorpommern,MV
13060,200513060,2005,Landkreis Parchim,,,,,,,,,,Mecklenburg-Vorpommern,MV
13060,200213060,2002,Landkreis Parchim,,,,,,,,,,Mecklenburg-Vorpommern,MV
13061,201613061,2016,Landkreis Rügen,,,,,,,,,,Mecklenburg-Vorpommern,MV
13061,201313061,2013,Landkreis Rügen,,,,,,,,,,Mecklenburg-Vorpommern,MV
13061,200913061,2009,Landkreis Rügen,,,,,,,,,,Mecklenburg-Vorpommern,MV
13061,200513061,2005,Landkreis Rügen,,,,,,,,,,Mecklenburg-Vorpommern,MV
13061,200213061,2002,Landkreis Rügen,,,,,,,,,,Mecklenburg-Vorpommern,MV
13062,201613062,2016,Landkreis Uecker-Randow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13062,201313062,2013,Landkreis Uecker-Randow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13062,200913062,2009,Landkreis Uecker-Randow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13062,200513062,2005,Landkreis Uecker-Randow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13062,200213062,2002,Landkreis Uecker-Randow,,,,,,,,,,Mecklenburg-Vorpommern,MV
13071,201613071,2016,Landkreis Mecklenburgische Seenplatte,729.8000000000001,3.6,19.400000000000002,10.3,7.4,76.9,27.1,14.0,35.800000000000004,Mecklenburg-Vorpommern,MV
13071,201313071,2013,Landkreis Mecklenburgische Seenplatte,718.3000000000001,3.7,20.3,11.100000000000001,7.6000000000000005,75.8,26.400000000000002,14.200000000000001,35.300000000000004,Mecklenburg-Vorpommern,MV
13071,200913071,2009,Landkreis Mecklenburgische Seenplatte,,3.5,19.5,10.8,7.1000000000000005,77.0,25.3,14.700000000000001,37.1,Mecklenburg-Vorpommern,MV
13071,200513071,2005,Landkreis Mecklenburgische Seenplatte,,3.7,18.900000000000002,9.9,7.4,77.4,25.400000000000002,13.3,38.7,Mecklenburg-Vorpommern,MV
13071,200213071,2002,Landkreis Mecklenburgische Seenplatte,,4.6000000000000005,20.700000000000003,9.8,9.1,74.9,25.6,12.3,37.0,Mecklenburg-Vorpommern,MV
13072,201613072,2016,Landkreis Rostock,659.4000000000001,4.7,21.0,11.200000000000001,8.6,74.4,29.1,12.700000000000001,32.6,Mecklenburg-Vorpommern,MV
13072,201313072,2013,Landkreis Rostock,638.9000000000001,5.0,21.0,11.200000000000001,8.700000000000001,74.10000000000001,29.0,13.100000000000001,32.0,Mecklenburg-Vorpommern,MV
13072,200913072,2009,Landkreis Rostock,,4.6000000000000005,21.0,11.200000000000001,8.700000000000001,74.4,28.8,13.0,32.5,Mecklenburg-Vorpommern,MV
13072,200513072,2005,Landkreis Rostock,,4.4,20.6,10.3,9.200000000000001,74.8,29.3,11.700000000000001,33.9,Mecklenburg-Vorpommern,MV
13072,200213072,2002,Landkreis Rostock,,4.7,22.6,10.0,11.3,72.60000000000001,28.900000000000002,11.200000000000001,32.6,Mecklenburg-Vorpommern,MV
13073,201613073,2016,Landkreis Vorpommern-Rügen,709.3000000000001,3.1,14.3,6.300000000000001,7.0,82.5,31.700000000000003,13.0,37.800000000000004,Mecklenburg-Vorpommern,MV
13073,201313073,2013,Landkreis Vorpommern-Rügen,685.5,3.3000000000000003,14.5,6.1000000000000005,7.300000000000001,82.0,32.300000000000004,13.4,36.4,Mecklenburg-Vorpommern,MV
13073,200913073,2009,Landkreis Vorpommern-Rügen,,3.2,15.100000000000001,7.4,6.7,81.7,30.700000000000003,13.0,38.0,Mecklenburg-Vorpommern,MV
13073,200513073,2005,Landkreis Vorpommern-Rügen,,3.3000000000000003,15.700000000000001,7.4,7.1000000000000005,81.2,30.200000000000003,11.700000000000001,39.2,Mecklenburg-Vorpommern,MV
13073,200213073,2002,Landkreis Vorpommern-Rügen,,3.3000000000000003,18.900000000000002,8.3,9.200000000000001,77.9,29.200000000000003,11.200000000000001,37.4,Mecklenburg-Vorpommern,MV
13074,201613074,2016,Landkreis Nordwestmecklenburg,589.3000000000001,3.7,28.3,17.3,8.9,67.8,24.6,12.4,30.8,Mecklenburg-Vorpommern,MV
13074,201313074,2013,Landkreis Nordwestmecklenburg,578.7,4.1000000000000005,29.700000000000003,17.900000000000002,9.5,66.0,24.5,11.8,29.700000000000003,Mecklenburg-Vorpommern,MV
13074,200913074,2009,Landkreis Nordwestmecklenburg,,3.8000000000000003,29.200000000000003,17.1,9.9,66.9,23.1,11.700000000000001,32.1,Mecklenburg-Vorpommern,MV
13074,200513074,2005,Landkreis Nordwestmecklenburg,,3.9000000000000004,30.400000000000002,17.3,11.200000000000001,65.8,22.8,10.9,32.1,Mecklenburg-Vorpommern,MV
13074,200213074,2002,Landkreis Nordwestmecklenburg,,4.1000000000000005,31.200000000000003,16.2,12.8,64.5,22.700000000000003,10.200000000000001,31.6,Mecklenburg-Vorpommern,MV
13075,201613075,2016,Landkreis Vorpommern-Greifswald,699.8000000000001,3.0,14.700000000000001,6.9,6.800000000000001,82.4,25.0,16.2,41.1,Mecklenburg-Vorpommern,MV
13075,201313075,2013,Landkreis Vorpommern-Greifswald,663.0,3.3000000000000003,14.8,6.7,7.0,81.9,25.200000000000003,16.8,40.0,Mecklenburg-Vorpommern,MV
13075,200913075,2009,Landkreis Vorpommern-Greifswald,,3.1,15.200000000000001,7.6000000000000005,6.6000000000000005,81.80000000000001,23.700000000000003,17.3,40.7,Mecklenburg-Vorpommern,MV
13075,200513075,2005,Landkreis Vorpommern-Greifswald,,3.2,15.600000000000001,7.2,7.1000000000000005,81.2,24.900000000000002,14.0,42.300000000000004,Mecklenburg-Vorpommern,MV
13075,200213075,2002,Landkreis Vorpommern-Greifswald,,3.1,18.3,7.6000000000000005,9.200000000000001,78.7,24.200000000000003,12.4,42.1,Mecklenburg-Vorpommern,MV
13076,201613076,2016,Landkreis Ludwigslust-Parchim,623.8000000000001,5.800000000000001,29.1,19.200000000000003,8.700000000000001,65.0,24.0,10.8,30.200000000000003,Mecklenburg-Vorpommern,MV
13076,201313076,2013,Landkreis Ludwigslust-Parchim,606.4,5.800000000000001,29.400000000000002,19.0,9.200000000000001,64.8,25.6,10.9,28.400000000000002,Mecklenburg-Vorpommern,MV
13076,200913076,2009,Landkreis Ludwigslust-Parchim,,5.800000000000001,28.700000000000003,17.900000000000002,9.700000000000001,65.4,25.0,11.200000000000001,29.3,Mecklenburg-Vorpommern,MV
13076,200513076,2005,Landkreis Ludwigslust-Parchim,,5.800000000000001,27.6,15.9,10.5,66.8,24.8,11.100000000000001,30.900000000000002,Mecklenburg-Vorpommern,MV
13076,200213076,2002,Landkreis Ludwigslust-Parchim,,5.9,29.5,15.100000000000001,13.100000000000001,64.8,23.400000000000002,10.3,31.1,Mecklenburg-Vorpommern,MV
14511,201614511,2016,Chemnitz,988.3000000000001,0.2,20.1,12.4,5.5,79.7,23.8,23.1,32.800000000000004,Sachsen,SN
14511,201314511,2013,Chemnitz,986.1,0.2,20.1,12.200000000000001,5.6000000000000005,79.80000000000001,24.6,22.6,32.5,Sachsen,SN
14511,200914511,2009,Chemnitz,965.1,0.2,20.3,11.3,6.1000000000000005,79.5,22.900000000000002,24.3,32.300000000000004,Sachsen,SN
14511,200514511,2005,Chemnitz,893.2,0.2,20.5,11.100000000000001,6.1000000000000005,79.30000000000001,23.5,22.900000000000002,32.800000000000004,Sachsen,SN
14511,200214511,2002,Chemnitz,859.0,0.30000000000000004,21.6,11.4,6.7,78.10000000000001,24.900000000000002,20.700000000000003,32.5,Sachsen,SN
14521,201614521,2016,Erzgebirgskreis,747.8000000000001,1.8,39.800000000000004,28.5,10.200000000000001,58.400000000000006,20.700000000000003,9.1,28.6,Sachsen,SN
14521,201314521,2013,Erzgebirgskreis,693.8000000000001,1.9000000000000001,39.900000000000006,28.0,10.600000000000001,58.2,20.900000000000002,9.5,27.8,Sachsen,SN
14521,200914521,2009,Erzgebirgskreis,638.8000000000001,2.2,37.7,25.8,10.700000000000001,60.0,21.400000000000002,9.3,29.400000000000002,Sachsen,SN
14521,200514521,2005,Erzgebirgskreis,583.7,2.4000000000000004,37.1,24.900000000000002,10.9,60.5,21.900000000000002,8.9,29.700000000000003,Sachsen,SN
14521,200214521,2002,Erzgebirgskreis,567.0,3.1,38.6,24.6,12.3,58.400000000000006,22.200000000000003,8.0,28.200000000000003,Sachsen,SN
14522,201614522,2016,Landkreis Mittelsachsen,769.4000000000001,2.9000000000000004,34.9,24.0,9.3,62.2,21.6,11.9,28.700000000000003,Sachsen,SN
14522,201314522,2013,Landkreis Mittelsachsen,742.7,3.0,35.800000000000004,24.3,9.8,61.300000000000004,22.6,11.100000000000001,27.700000000000003,Sachsen,SN
14522,200914522,2009,Landkreis Mittelsachsen,691.7,3.2,34.800000000000004,23.6,9.600000000000001,62.1,22.0,11.4,28.6,Sachsen,SN
14522,200514522,2005,Landkreis Mittelsachsen,598.3000000000001,3.4000000000000004,34.2,22.3,10.100000000000001,62.300000000000004,23.3,10.5,28.6,Sachsen,SN
14522,200214522,2002,Landkreis Mittelsachsen,572.7,3.6,36.300000000000004,23.0,11.0,60.1,23.3,9.4,27.400000000000002,Sachsen,SN
14523,201614523,2016,Vogtlandkreis,774.8000000000001,1.8,34.0,23.400000000000002,9.1,64.3,22.5,11.9,29.900000000000002,Sachsen,SN
14523,201314523,2013,Vogtlandkreis,738.5,1.9000000000000001,33.7,22.900000000000002,9.3,64.5,22.900000000000002,11.9,29.700000000000003,Sachsen,SN
14523,200914523,2009,Vogtlandkreis,689.6,2.0,33.9,23.1,9.200000000000001,64.2,23.0,10.9,30.200000000000003,Sachsen,SN
14523,200514523,2005,Vogtlandkreis,625.7,1.9000000000000001,34.5,23.1,9.8,63.7,22.700000000000003,10.700000000000001,30.3,Sachsen,SN
14523,200214523,2002,Vogtlandkreis,621.9000000000001,2.0,36.1,23.400000000000002,10.8,61.900000000000006,21.900000000000002,9.8,30.200000000000003,Sachsen,SN
14524,201614524,2016,Kreis Zwickau,832.0,1.1,33.6,24.6,7.800000000000001,65.3,22.3,14.600000000000001,28.400000000000002,Sachsen,SN
14524,201314524,2013,Kreis Zwickau,789.5,1.2000000000000002,32.9,23.400000000000002,8.200000000000001,66.0,22.900000000000002,14.600000000000001,28.5,Sachsen,SN
14524,200914524,2009,Kreis Zwickau,737.0,1.3,31.3,21.5,8.6,67.4,23.1,14.8,29.400000000000002,Sachsen,SN
14524,200514524,2005,Kreis Zwickau,659.2,1.4000000000000001,31.700000000000003,21.3,8.9,66.9,23.6,12.9,30.3,Sachsen,SN
14524,200214524,2002,Kreis Zwickau,656.3000000000001,1.5,33.300000000000004,21.5,10.4,65.3,23.700000000000003,11.8,29.8,Sachsen,SN
14612,201614612,2016,Dresden,925.5,0.2,16.7,10.5,4.800000000000001,83.10000000000001,24.6,22.3,36.300000000000004,Sachsen,SN
14612,201314612,2013,Dresden,916.8000000000001,0.2,17.2,10.700000000000001,5.0,82.60000000000001,24.1,22.1,36.5,Sachsen,SN
14612,200914612,2009,Dresden,885.6,0.2,17.1,10.600000000000001,5.1000000000000005,82.7,24.1,21.200000000000003,37.4,Sachsen,SN
14612,200514612,2005,Dresden,834.6,0.2,18.6,11.700000000000001,5.2,81.10000000000001,24.700000000000003,19.1,37.300000000000004,Sachsen,SN
14612,200214612,2002,Dresden,838.7,0.2,19.400000000000002,11.4,6.0,80.4,24.700000000000003,18.900000000000002,36.9,Sachsen,SN
14625,201614625,2016,Landkreis Bautzen,784.3000000000001,2.0,32.800000000000004,22.3,9.1,65.3,23.1,13.200000000000001,29.0,Sachsen,SN
14625,201314625,2013,Landkreis Bautzen,749.5,2.0,32.9,21.900000000000002,9.5,65.0,24.0,12.5,28.6,Sachsen,SN
14625,200914625,2009,Landkreis Bautzen,675.8000000000001,2.1,31.6,20.3,9.600000000000001,66.3,22.900000000000002,12.8,30.6,Sachsen,SN
14625,200514625,2005,Landkreis Bautzen,603.0,2.2,30.900000000000002,19.1,9.8,67.0,23.700000000000003,11.9,31.400000000000002,Sachsen,SN
14625,200214625,2002,Landkreis Bautzen,587.6,2.4000000000000004,33.1,19.8,11.100000000000001,64.4,24.0,10.200000000000001,30.3,Sachsen,SN
14626,201614626,2016,Landkreis Görlitz,750.9000000000001,2.3000000000000003,29.8,18.5,8.200000000000001,67.9,20.700000000000003,11.5,35.7,Sachsen,SN
14626,201314626,2013,Landkreis Görlitz,715.6,2.4000000000000004,29.900000000000002,17.900000000000002,8.700000000000001,67.8,21.200000000000003,11.5,35.2,Sachsen,SN
14626,200914626,2009,Landkreis Görlitz,648.9000000000001,2.4000000000000004,28.1,16.7,8.4,69.4,21.400000000000002,11.4,36.6,Sachsen,SN
14626,200514626,2005,Landkreis Görlitz,576.2,2.5,27.200000000000003,15.5,8.3,70.3,22.0,11.100000000000001,37.2,Sachsen,SN
14626,200214626,2002,Landkreis Görlitz,552.5,2.8000000000000003,28.700000000000003,15.4,10.100000000000001,68.60000000000001,22.700000000000003,9.5,36.5,Sachsen,SN
